nbon,nrep,refmethod,βos_possible,βos_realized,βos_detected
1,1,global,0.6643550624133149,0.9900497512437811,0.9966722129783694
1,2,global,0.5755395683453237,0.990909090909091,0.9927206551410374
1,3,global,0.5585464333781965,0.9896907216494846,0.9914015477214101
1,4,global,0.5930324623911323,0.9920792079207921,0.9980139026812314
1,5,global,0.6449598572702944,0.9913606911447084,0.9956709956709957
1,6,global,0.59375,0.9981343283582089,1.0
1,7,global,0.5598705501618123,0.9937952430196484,1.0
1,8,global,0.5317769130998703,0.9949324324324325,0.9983079526226735
1,9,global,0.550417469492614,0.9901071723000825,0.9966914805624483
1,10,global,0.5394321766561514,0.9938712972420838,0.9979529170931423
1,11,global,0.44662921348314605,0.9941916747337851,0.9961240310077519
1,12,global,0.7034749034749035,0.9981884057971014,1.0
1,13,global,0.45725915875169604,0.9962825278810409,0.9962825278810409
1,14,global,0.6547901821060966,0.9942748091603053,0.9980879541108987
1,15,global,0.5901948460087995,0.9921259842519685,0.9968429360694554
1,16,global,0.5802469135802469,0.9968798751950078,0.9984387197501952
1,17,global,0.6025744167337088,0.993993993993994,0.993993993993994
1,18,global,0.5919028340080972,1.0,1.0
1,19,global,0.6376210235131397,0.9865771812080537,0.9966273187183811
1,20,global,0.6475524475524476,0.9898648648648649,0.9966101694915255
2,1,global,0.3894993894993895,0.984306887532694,0.9947414548641542
2,2,global,0.4085697042848521,0.9880749574105622,0.9948717948717949
2,3,global,0.42063001852995674,0.99479618386817,0.9965277777777778
2,4,global,0.3001493280238925,0.9878234398782344,0.9938931297709923
2,5,global,0.4218077474892396,0.9859719438877755,0.9899598393574297
2,6,global,0.34304018637157835,0.976006855184233,0.9948096885813149
2,7,global,0.44773790951638065,0.9899928520371694,0.9956989247311828
2,8,global,0.4514637904468413,0.9748427672955975,0.989440337909187
2,9,global,0.3552199606040709,0.9827089337175793,0.9942028985507246
2,10,global,0.3826086956521739,0.9875,0.9946236559139785
2,11,global,0.44080604534005036,0.9861111111111112,0.9930313588850174
2,12,global,0.37165251469627697,0.9830028328611898,0.9924098671726755
2,13,global,0.45454545454545453,0.9763851044504995,0.9926739926739927
2,14,global,0.5094604064470918,0.977961432506887,0.9870848708487084
2,15,global,0.4427966101694915,0.9883211678832117,0.9941434846266471
2,16,global,0.3760855043420174,0.9826756496631376,0.9903381642512077
2,17,global,0.3532863849765258,0.9879310344827587,0.993085566119274
2,18,global,0.3642611683848797,0.9767634854771784,0.988313856427379
2,19,global,0.4008163265306122,0.9792387543252595,0.9930313588850174
2,20,global,0.41460541813898705,0.9884105960264901,0.9950166112956811
3,1,global,0.27681438664097624,0.9781094527363184,0.9840319361277445
3,2,global,0.3390388413429888,0.984390243902439,0.9921645445641528
3,3,global,0.2449972958355868,0.9776632302405498,0.9948006932409013
3,4,global,0.30306345733041573,0.978405315614618,0.988313856427379
3,5,global,0.1687116564417178,0.9656061908856406,0.9826539462272333
3,6,global,0.2631578947368421,0.972027972027972,0.9911738746690203
3,7,global,0.35800807537012114,0.968780487804878,0.9901380670611439
3,8,global,0.3660377358490566,0.9763421292083713,0.9871912168344007
3,9,global,0.3684210526315789,0.9782608695652174,0.990625
3,10,global,0.2431818181818182,0.9800904977375565,0.9945305378304466
3,11,global,0.24556962025316456,0.9640718562874252,0.9818731117824774
3,12,global,0.28369994359842077,0.9808529155787642,0.9929947460595446
3,13,global,0.4048964218455744,0.9752868490732568,0.9840425531914894
3,14,global,0.28888888888888886,0.9800166527893422,0.9949664429530202
3,15,global,0.2792452830188679,0.974757281553398,0.9824561403508771
3,16,global,0.3019067796610169,0.9822580645161291,0.988673139158576
3,17,global,0.3316953316953317,0.9744990892531876,0.9853479853479854
3,18,global,0.23443579766536965,0.9781761496492596,0.9905882352941177
3,19,global,0.4364560639070443,0.9819639278557114,0.9939516129032258
3,20,global,0.1974813966800229,0.9735849056603774,0.9885931558935361
4,1,global,0.21926489226869456,0.9612640163098879,0.9814624098867147
4,2,global,0.250155183116077,0.9572400388726919,0.9842364532019704
4,3,global,0.17652495378927913,0.9782439782439782,0.9921752738654147
4,4,global,0.25624636839047066,0.9708295350957156,0.990791896869245
4,5,global,0.2826486817903127,0.9717247879359096,0.9885931558935361
4,6,global,0.2362796071634893,0.9669117647058824,0.9814814814814815
4,7,global,0.16139240506329114,0.9748878923766816,0.9909584086799277
4,8,global,0.16966456003889158,0.9786184210526315,0.9917218543046358
4,9,global,0.23875,0.968222442899702,0.982
4,10,global,0.28780487804878047,0.9719887955182073,0.9905749293119699
4,11,global,0.21183306920232436,0.962360992301112,0.9878682842287695
4,12,global,0.1873327386262266,0.9777117384843982,0.9910246821241586
4,13,global,0.279901356350185,0.9621928166351607,0.9866028708133971
4,14,global,0.2162485065710872,0.9690522243713733,0.9786200194363459
4,15,global,0.13034623217922606,0.9663418954827281,0.9874664279319606
4,16,global,0.3018181818181818,0.9797235023041475,0.9907321594068582
4,17,global,0.1774112943528236,0.9649708090075062,0.9865092748735245
4,18,global,0.22488038277511962,0.9654510556621881,0.9902818270165209
4,19,global,0.2126642771804062,0.961352657004831,0.970873786407767
4,20,global,0.2335195530726257,0.950530035335689,0.9820466786355476
5,1,global,0.15902964959568733,0.9634703196347032,0.9870609981515711
5,2,global,0.1821743388834476,0.9514955537590946,0.9803117309269893
5,3,global,0.1556786703601108,0.9440820130475303,0.9791271347248577
5,4,global,0.19230769230769232,0.954679802955665,0.985985985985986
5,5,global,0.26228660113812724,0.9725141471301536,0.985353946297803
5,6,global,0.1601840234211627,0.9631988676574664,0.9842632331902719
5,7,global,0.17812343201204214,0.9469320066334992,0.9814345991561182
5,8,global,0.23686006825938566,0.9546925566343042,0.9781659388646288
5,9,global,0.22942643391521197,0.9680638722554891,0.9879032258064516
5,10,global,0.15008625646923518,0.9646365422396856,0.9821605550049554
5,11,global,0.13229571984435798,0.9678782755705833,0.9829642248722317
5,12,global,0.1773809523809524,0.9449360865290068,0.9740518962075848
5,13,global,0.2388481084133258,0.9589285714285715,0.9891205802357208
5,14,global,0.18358889349357646,0.9588477366255144,0.9860917941585535
5,15,global,0.1741511500547645,0.9633699633699634,0.9870250231696015
5,16,global,0.17492984097287184,0.9717425431711146,0.9889152810768013
5,17,global,0.10609943618657099,0.9707762557077626,0.9816345270890725
5,18,global,0.174496644295302,0.9568690095846646,0.9805982215036378
5,19,global,0.1769406392694064,0.9732057416267943,0.9826923076923076
5,20,global,0.33066818960593947,0.9729043183742591,0.9846678023850085
6,1,global,0.12725399278722307,0.9379982285208148,0.9800904977375565
6,2,global,0.16050744622173194,0.9553903345724907,0.9830348727615457
6,3,global,0.178256611165524,0.9592833876221498,0.9835119538334708
6,4,global,0.14371557336004007,0.9554794520547946,0.9740708729472775
6,5,global,0.22824974411463664,0.9672131147540983,0.9884009942004971
6,6,global,0.1537117903930131,0.9687034277198212,0.9819954988747187
6,7,global,0.15011286681715574,0.9502392344497608,0.9748062015503876
6,8,global,0.2601846822379142,0.9611158072696534,0.9846022241231822
6,9,global,0.19202518363064008,0.9535683576956148,0.980819529206626
6,10,global,0.12004018081366148,0.9527145359019265,0.9892952720785013
6,11,global,0.18496538081107813,0.9527302363488183,0.9850869925434963
6,12,global,0.13618677042801555,0.961376994122586,0.981340118744699
6,13,global,0.08670520231213873,0.9546313799621928,0.9808429118773946
6,14,global,0.13821851689337428,0.9681335356600911,0.9846977811782709
6,15,global,0.10509885535900104,0.9504132231404959,0.9831932773109243
6,16,global,0.13563501849568435,0.9554140127388535,0.9849137931034483
6,17,global,0.14117015566290927,0.9415525114155251,0.9776744186046512
6,18,global,0.141371158392435,0.9514955537590946,0.9770679770679771
6,19,global,0.1704781704781705,0.951473136915078,0.9911582670203359
6,20,global,0.12717536813922356,0.955108359133127,0.9827315541601256
7,1,global,0.103954802259887,0.9442786069651742,0.9777327935222672
7,2,global,0.11434977578475336,0.9357351509250244,0.974180734856008
7,3,global,0.06531049250535331,0.9395711500974658,0.9742063492063492
7,4,global,0.15847598012147984,0.9443929564411492,0.9792452830188679
7,5,global,0.1772983114446529,0.9670846394984326,0.9857594936708861
7,6,global,0.1402439024390244,0.9462272333044233,0.9701492537313433
7,7,global,0.12487611496531219,0.9602763385146805,0.9860017497812773
7,8,global,0.1437049597286986,0.9650400582665696,0.979457079970653
7,9,global,0.13585090730750368,0.9380753138075314,0.9761092150170648
7,10,global,0.15711854792966534,0.9391634980988594,0.9748305905130688
7,11,global,0.14108674928503337,0.9368932038834952,0.9801488833746899
7,12,global,0.1390546122074346,0.9512578616352201,0.9776892430278884
7,13,global,0.197,0.9495114006514658,0.9817880794701986
7,14,global,0.19049927290353855,0.9507545671167593,0.9838449111470113
7,15,global,0.1260593220338983,0.9522497704315886,0.9832089552238806
7,16,global,0.1740976645435244,0.9488986784140969,0.9856373429084381
7,17,global,0.16685082872928178,0.9322964318389753,0.9812382739212008
7,18,global,0.11477045908183632,0.9392361111111112,0.9752431476569408
7,19,global,0.12791878172588833,0.9389179755671903,0.9663716814159292
7,20,global,0.15453527435610304,0.947119924457035,0.975095785440613
8,1,global,0.17375704766786262,0.9341216216216216,0.9758412424503883
8,2,global,0.13144590495449948,0.9477806788511749,0.9805309734513274
8,3,global,0.13528336380255943,0.9482352941176471,0.9761336515513126
8,4,global,0.11381322957198443,0.9211409395973155,0.9639794168096055
8,5,global,0.1272365805168986,0.9220338983050848,0.9602420051858254
8,6,global,0.0647693817468106,0.9306049822064056,0.9781221513217867
8,7,global,0.1111111111111111,0.9440353460972017,0.9716206123973115
8,8,global,0.12286158631415241,0.947841726618705,0.9655172413793104
8,9,global,0.08636562911003946,0.9420062695924765,0.9745019920318725
8,10,global,0.12757201646090535,0.9446415897799858,0.9783393501805054
8,11,global,0.08576726935558646,0.9339388934764657,0.9631181894383906
8,12,global,0.09887760555852486,0.9232927970065482,0.9655831739961759
8,13,global,0.15671260847371107,0.9450643776824035,0.985977212971078
8,14,global,0.11446409989594172,0.927992799279928,0.9615384615384616
8,15,global,0.18480492813141683,0.9394957983193277,0.9811158798283262
8,16,global,0.16045380875202594,0.9351351351351351,0.981549815498155
8,17,global,0.11401869158878504,0.9366368805848904,0.9833610648918469
8,18,global,0.08052708638360176,0.93025283347864,0.9785522788203753
8,19,global,0.10089804543053355,0.9119266055045872,0.9604891815616181
8,20,global,0.14521452145214522,0.9476145930776426,0.9772079772079773
9,1,global,0.10933660933660934,0.927427961579509,0.9651795429815017
9,2,global,0.09933093154915079,0.9365367180417045,0.9668508287292817
9,3,global,0.09277293695540749,0.9311594202898551,0.9613615455381784
9,4,global,0.09344894026974952,0.9253604749787956,0.9739130434782609
9,5,global,0.08671586715867159,0.9406919275123559,0.9731993299832495
9,6,global,0.07893462469733656,0.939077458659704,0.9664607237422771
9,7,global,0.14501510574018128,0.9502572898799314,0.9705372616984402
9,8,global,0.1397459165154265,0.9185336048879837,0.9789915966386554
9,9,global,0.1002375296912114,0.9172185430463576,0.956081081081081
9,10,global,0.05123825789923143,0.9477848101265823,0.9680255795363709
9,11,global,0.07280035730236713,0.9216,0.9688524590163935
9,12,global,0.13436006372809348,0.9418181818181818,0.9722991689750693
9,13,global,0.07427055702917772,0.9455564451561249,0.9788273615635179
9,14,global,0.14585764294049008,0.9217221135029354,0.9738693467336683
9,15,global,0.140748031496063,0.9381270903010034,0.9744463373083475
9,16,global,0.1887905604719764,0.9359487590072058,0.9690553745928339
9,17,global,0.15008431703204048,0.9229323308270677,0.9787234042553191
9,18,global,0.1374764595103578,0.9468170829975826,0.9835796387520526
