nbon,nrep,refmethod,βos_possible,βos_realized,βos_detected
9,19,global,0.09053916581892167,0.9367660343270099,0.977859778597786
9,20,global,0.10952380952380952,0.9288079470198676,0.9629317607413648
10,1,global,0.08193908193908193,0.9296097934200459,0.9749412685982772
10,2,global,0.06954436450839328,0.9290657439446367,0.9578577699736611
10,3,global,0.10211066742726754,0.903448275862069,0.9634146341463414
10,4,global,0.0837092731829574,0.9303571428571429,0.9654545454545455
10,5,global,0.16378908072795148,0.9318357862122386,0.9715415019762846
10,6,global,0.07706945765937202,0.9466895958727429,0.9790209790209791
10,7,global,0.08494623655913978,0.9385206532180596,0.9823182711198428
10,8,global,0.05123191239734063,0.9393939393939394,0.9649122807017544
10,9,global,0.12663259511641112,0.9299610894941635,0.9663032705649157
10,10,global,0.1346027577150361,0.9178690344062154,0.9703534777651083
10,11,global,0.07650903498654364,0.93503800967519,0.9801980198019802
10,12,global,0.09947643979057591,0.9213174748398902,0.9644527595884004
10,13,global,0.07736720554272518,0.8963414634146342,0.9376947040498442
10,14,global,0.05341987019470794,0.9304666056724611,0.9627906976744186
10,15,global,0.05876821814762576,0.9247863247863248,0.9548611111111112
10,16,global,0.13596059113300493,0.9297071129707113,0.9542372881355933
10,17,global,0.08382642998027613,0.9331574318381706,0.9730700179533214
10,18,global,0.07089337175792507,0.8978549540347294,0.9640591966173362
10,19,global,0.09351047521716914,0.9384057971014492,0.9705340699815838
10,20,global,0.08219868885526979,0.9298561151079137,0.970615243342516
11,1,global,0.10181451612903226,0.9091703056768559,0.9693693693693693
11,2,global,0.11296199895887558,0.9296028880866426,0.9759704251386322
11,3,global,0.10615989515072084,0.9343009931245225,0.9643134212567882
11,4,global,0.10185185185185185,0.9251769464105156,0.9649122807017544
11,5,global,0.08753056234718827,0.9073756432246999,0.9543057996485061
11,6,global,0.10085054678007291,0.9174603174603174,0.9483870967741935
11,7,global,0.10957324106113034,0.9278557114228457,0.965270684371808
11,8,global,0.08143322475570032,0.9529411764705882,0.9801192842942346
11,9,global,0.1027592768791627,0.9495374264087468,0.9744463373083475
11,10,global,0.0936757013789824,0.9295302013422819,0.9759450171821306
11,11,global,0.16272469252601704,0.9430830039525692,0.9774738535800482
11,12,global,0.14959723820483314,0.9304347826086956,0.9684729064039409
11,13,global,0.05976896032144651,0.9287020109689214,0.9738072965388214
11,14,global,0.09298701298701299,0.9214611872146119,0.9517625231910947
11,15,global,0.09706774519716886,0.9271758436944938,0.9781221513217867
11,16,global,0.0906183368869936,0.9247412982126059,0.9673076923076923
11,17,global,0.07685774946921443,0.9567901234567902,0.9766173031956352
11,18,global,0.07793764988009592,0.9209401709401709,0.9693318729463308
11,19,global,0.06902871105681124,0.9251925192519251,0.9796380090497737
11,20,global,0.07265306122448979,0.9140568099053168,0.9685393258426966
12,1,global,0.08073929961089495,0.9238095238095239,0.9611650485436893
12,2,global,0.055609756097560976,0.911660777385159,0.9601449275362319
12,3,global,0.055673608159796,0.9300699300699301,0.9698651863600317
12,4,global,0.08945260347129506,0.9087719298245615,0.9757869249394673
12,5,global,0.08407703147017379,0.9281537176274018,0.9726495726495726
12,6,global,0.07003089598352215,0.9456928838951311,0.9696682464454977
12,7,global,0.05858380030565461,0.9258572752548656,0.97340930674264
12,8,global,0.06800348735832606,0.9185591229444009,0.9584332533972821
12,9,global,0.08983218163869694,0.9216710182767625,0.9696699375557538
12,10,global,0.11027837259100642,0.9080036798528058,0.9621570482497634
12,11,global,0.08761016070502851,0.940795559666975,0.9699530516431925
12,12,global,0.044548154433602036,0.9189399844115355,0.9664536741214057
12,13,global,0.11080074487895716,0.9180064308681672,0.9702725020644096
12,14,global,0.11386138613861387,0.9438444924406048,0.978021978021978
12,15,global,0.04455672944418925,0.9287531806615776,0.967128027681661
12,16,global,0.0948509485094851,0.9314741035856574,0.9659367396593674
12,17,global,0.08207343412526998,0.9122137404580153,0.9743842364532019
12,18,global,0.09868073878627968,0.9083409715857012,0.9530956848030019
12,19,global,0.07332971211298207,0.9203109815354713,0.9642147117296223
12,20,global,0.039235412474849095,0.9218604651162791,0.9694947569113441
13,1,global,0.06644238856181665,0.9403213465952563,0.9720062208398134
13,2,global,0.03671912255603243,0.9238938053097345,0.967420814479638
13,3,global,0.13200723327305605,0.9350850077279753,0.9794466403162055
13,4,global,0.026812313803376366,0.8920402561756633,0.9583333333333334
13,5,global,0.08773541570969223,0.9425758818703855,0.9782790309106099
13,6,global,0.10060711188204684,0.9403669724770642,0.972027972027972
13,7,global,0.09169831795984808,0.9035004730368968,0.9552964042759962
13,8,global,0.05611775528978841,0.8943894389438944,0.9623931623931624
13,9,global,0.0481661511268228,0.9237631792376317,0.9750208159866778
13,10,global,0.07446393762183236,0.9165507649513213,0.9699785561115082
13,11,global,0.07258437355524734,0.9000819000819,0.9446772841575859
13,12,global,0.08974358974358974,0.9217391304347826,0.9574844995571302
13,13,global,0.059895833333333336,0.9078125,0.958299919807538
13,14,global,0.10814966683751923,0.8964912280701754,0.9565610859728507
13,15,global,0.05998125585754452,0.9202037351443124,0.9686684073107049
13,16,global,0.09009513150531617,0.9402390438247012,0.9696663296258847
13,17,global,0.05741626794258373,0.9002579535683577,0.9557522123893806
13,18,global,0.09528795811518324,0.9052823315118397,0.9829383886255925
13,19,global,0.0656,0.936046511627907,0.9549902152641878
13,20,global,0.07314678448699068,0.9209138840070299,0.9675967596759676
14,1,global,0.07545454545454545,0.9235772357723577,0.9799163179916318
14,2,global,0.059961315280464215,0.9177602799650044,0.9765554553651938
14,3,global,0.06653715395823215,0.9229422066549913,0.9712746858168761
14,4,global,0.07692307692307693,0.9073909171861086,0.9508196721311475
14,5,global,0.06647398843930635,0.9152249134948097,0.95929203539823
14,6,global,0.06362311801845556,0.9278169014084507,0.9641255605381166
14,7,global,0.07077205882352941,0.9208573784006595,0.9679054054054054
14,8,global,0.13533151680290645,0.926040061633282,0.9716088328075709
14,9,global,0.0450281425891182,0.9010238907849829,0.9822064056939501
14,10,global,0.06515837104072399,0.9216326530612244,0.9682274247491639
14,11,global,0.12130801687763713,0.891459074733096,0.9504587155963303
14,12,global,0.07468879668049792,0.9132040627885504,0.9565627950897073
14,13,global,0.05906735751295337,0.8996282527881041,0.9634966378482228
14,14,global,0.0701219512195122,0.9007220216606499,0.9554317548746518
14,15,global,0.09158415841584158,0.8906752411575563,0.9643652561247216
14,16,global,0.056910569105691054,0.9206842923794712,0.9823434991974318
14,17,global,0.07317073170731707,0.896551724137931,0.9623389494549058
14,18,global,0.038192576654115115,0.8665377176015474,0.9593908629441624
14,19,global,0.04669061056952283,0.8888888888888888,0.9502868068833652
14,20,global,0.06259389083625438,0.9031390134529148,0.9557603686635945
15,1,global,0.056862745098039215,0.8796861377506539,0.96
15,2,global,0.0693359375,0.8879310344827587,0.9553571428571429
15,3,global,0.061284046692607,0.9056768558951965,0.9604672057502246
15,4,global,0.11671554252199413,0.8777120315581854,0.9508196721311475
15,5,global,0.05405405405405406,0.8777777777777778,0.9406698564593301
15,6,global,0.056239015817223195,0.9170653907496013,0.9576547231270358
15,7,global,0.02815533980582524,0.8910714285714286,0.9629286376274329
15,8,global,0.06642066420664207,0.9379715004191115,0.9676595744680851
15,9,global,0.08514335360556038,0.9171143514965464,0.9638364779874213
15,10,global,0.05002810567734682,0.8945233265720081,0.9417879417879418
15,11,global,0.060783430886987844,0.9076923076923077,0.9765100671140939
15,12,global,0.06336088154269973,0.8875305623471883,0.9511373209772536
15,13,global,0.057392996108949414,0.8725236864771748,0.9324444444444444
15,14,global,0.03889943074003795,0.8993928881179531,0.9658886894075404
15,15,global,0.04985337243401759,0.8870481927710844,0.970125786163522
15,16,global,0.05308464849354376,0.9098005203816132,0.9608192341941229
15,17,global,0.024650780608052588,0.8879636638909917,0.9499609069585614
15,18,global,0.03857868020304569,0.870201096892139,0.9448669201520913
15,19,global,0.03135593220338983,0.9030492572322126,0.9644874899112187
15,20,global,0.08788806296458242,0.9035960214231064,0.9683544303797469
16,1,global,0.03766105054509415,0.8679750223015165,0.9228650137741047
16,2,global,0.06708595387840671,0.8817005545286506,0.9558117195004803
16,3,global,0.13478691774033696,0.8956953642384106,0.948936170212766
16,4,global,0.08288376655223148,0.8904109589041096,0.9368421052631579
16,5,global,0.10381861575178998,0.9290928050052137,0.9618239660657476
16,6,global,0.1058705469141997,0.8934707903780069,0.9608540925266904
16,7,global,0.07328385899814471,0.8967213114754098,0.9560439560439561
16,8,global,0.03771849126034959,0.9151103565365025,0.9617391304347827
16,9,global,0.061992304403591277,0.9019908116385911,0.9605367008681925
16,10,global,0.081474738279472,0.8902147971360382,0.957166392092257
16,11,global,0.058925476603119586,0.8872586872586873,0.9630522088353414
16,12,global,0.04177411036616813,0.9020715630885122,0.9535783365570599
16,13,global,0.0703125,0.8867635807192042,0.9478672985781991
16,14,global,0.051094890510948905,0.9120331950207469,0.9625212947189097
16,15,global,0.04958271968581247,0.8820422535211268,0.9401088929219601
16,16,global,0.07398334149926507,0.8929188255613126,0.9659192825112107
16,17,global,0.04227642276422764,0.8964497041420119,0.9512937595129376
16,18,global,0.05141090065713181,0.8954703832752613,0.9638989169675091
16,19,global,0.02978293791014639,0.9047619047619048,0.9691119691119691
16,20,global,0.1174934725848564,0.9124218051831993,0.9759926131117267
17,1,global,0.06683587140439932,0.9164133738601824,0.9672386895475819
17,2,global,0.05638249887235002,0.8963562753036437,0.964765100671141
17,3,global,0.03676470588235294,0.9005897219882055,0.9532467532467532
17,4,global,0.06947368421052631,0.8693652253909844,0.9557266602502407
17,5,global,0.09383100051840332,0.9164396003633061,0.9537037037037037
17,6,global,0.05373635600335852,0.9352351580570547,0.9810576164167324
17,7,global,0.07204610951008646,0.8655967903711134,0.941544885177453
17,8,global,0.04263736263736264,0.9036918138041734,0.9522633744855967
17,9,global,0.06567164179104477,0.9210762331838565,0.9633363886342805
17,10,global,0.060810810810810814,0.8981001727115717,0.9468556244464128
17,11,global,0.06045479755962285,0.9100899100899101,0.9650565262076053
17,12,global,0.05140961857379768,0.8869047619047619,0.9447852760736196
17,13,global,0.05482233502538071,0.8959854014598541,0.9511737089201878
17,14,global,0.039429928741092635,0.8797250859106529,0.9588182632050134
17,15,global,0.07037203047960555,0.8922345483359746,0.9605911330049262
17,16,global,0.0815407703851926,0.870242214532872,0.9495040577096483
17,17,global,0.03455842018650576,0.8673267326732673,0.9483471074380165
17,18,global,0.07992007992007992,0.8998242530755711,0.9495040577096483
17,19,global,0.027171492204899776,0.8809135399673735,0.9525825571549534
17,20,global,0.03593429158110883,0.863342566943675,0.9459980713596914
18,1,global,0.07524752475247524,0.9069359086918349,0.9656108597285068
18,2,global,0.047149122807017545,0.8418514946962391,0.9215291750503019
18,3,global,0.08497467642093416,0.9070227497527201,0.9613428280773143
18,4,global,0.08221993833504625,0.863716814159292,0.95
18,5,global,0.07669760625305325,0.8934707903780069,0.9539007092198581
18,6,global,0.0664819944598338,0.8872549019607843,0.9379194630872483
18,7,global,0.05531914893617021,0.9003831417624522,0.9729514717581543
18,8,global,0.07380073800738007,0.8819725141471302,0.9432387312186978
18,9,global,0.044501278772378514,0.8751147842056933,0.9484732824427481
18,10,global,0.02866923406076166,0.9309236947791165,0.9704918032786886
18,11,global,0.04245524296675192,0.8852913968547641,0.9502392344497608
18,12,global,0.05938242280285035,0.8755256518082423,0.9458987783595113
18,13,global,0.10238726790450928,0.8687050359712231,0.9511737089201878
18,14,global,0.03564547206165703,0.900972590627763,0.9509981851179673
18,15,global,0.10078328981723238,0.870452528837622,0.9609302325581396
18,16,global,0.052358735095904614,0.8623853211009175,0.961352657004831
18,17,global,0.0658570761326483,0.8797364085667215,0.9338983050847458
18,18,global,0.04283740211883925,0.8772802653399668,0.931740614334471
18,19,global,0.028092243186582808,0.8717557251908397,0.9616
18,20,global,0.061938061938061936,0.8814159292035398,0.9594470046082949
19,1,global,0.060888645090510146,0.874031007751938,0.9398194583751254
19,2,global,0.09291187739463602,0.8969243557772236,0.9537671232876712
19,3,global,0.02489431658055425,0.8617747440273038,0.9190853122251539
19,4,global,0.049583150504607286,0.8672911787665886,0.9431356620633631
19,5,global,0.06268958543983821,0.8868940754039497,0.9337626494940202
19,6,global,0.035853131749460046,0.8749022673964034,0.9688013136288999
19,7,global,0.024491490244914902,0.9206225680933852,0.964968152866242
19,8,global,0.0778786430960344,0.8815679733110926,0.9498703543647364
19,9,global,0.060643060643060645,0.9049707602339181,0.9505988023952096
19,10,global,0.08640864086408641,0.8815276695245519,0.9562398703403565
19,11,global,0.05476673427991886,0.8789521228545619,0.9366852886405959
19,12,global,0.0380794701986755,0.8772455089820359,0.9487179487179487
19,13,global,0.024568740198640877,0.8918918918918919,0.9405940594059405
19,14,global,0.04476190476190476,0.8816466552315609,0.9450354609929078
19,15,global,0.0683359415753782,0.9104477611940298,0.9730250481695568
19,16,global,0.03995680345572354,0.8554913294797688,0.9279279279279279
19,17,global,0.037714285714285714,0.9022346368715084,0.9540889526542324
19,18,global,0.05837883242335153,0.8777943368107303,0.9474497681607419
19,19,global,0.0300820419325433,0.891213389121339,0.943250214961307
19,20,global,0.06675062972292191,0.8433079434167573,0.9382151029748284
20,1,global,0.07400555041628122,0.9017199017199017,0.9463537300922046
20,2,global,0.03205128205128205,0.8435114503816794,0.9397590361445783
20,3,global,0.036283185840707964,0.9040650406504065,0.9565580618212197
20,4,global,0.06038426349496798,0.8723747980613893,0.9478991596638655
20,5,global,0.058333333333333334,0.8608058608058609,0.9315589353612167
20,6,global,0.06615161757605022,0.868020304568528,0.9557130203720107
20,7,global,0.048179871520342615,0.8436911487758946,0.9405351833498513
20,8,global,0.02822085889570552,0.8973584905660378,0.9548989113530326
20,9,global,0.05228758169934641,0.9067357512953368,0.9574468085106383
20,10,global,0.052783109404990404,0.8624787775891342,0.9433126660761736
20,11,global,0.047531149053991695,0.8667763157894737,0.9401709401709402
20,12,global,0.026126126126126126,0.8718159408381265,0.9453458582408198
20,13,global,0.03945885005636979,0.8829135466303608,0.9478873239436619
20,14,global,0.03917301414581066,0.8330134357005758,0.9273461150353178
20,15,global,0.06442251886244922,0.8868312757201646,0.9427966101694916
20,16,global,0.07079646017699115,0.8818040435458787,0.9469026548672567
20,17,global,0.028953229398663696,0.8818737270875764,0.9290187891440501
20,18,global,0.053763440860215055,0.8780487804878049,0.96
20,19,global,0.0523045054375971,0.8659320477502296,0.9632850241545894
20,20,global,0.05386875612144956,0.9180035650623886,0.9725022914757103
21,1,global,0.05290728129910948,0.8802619270346118,0.9457889641819942
21,2,global,0.05303392259913999,0.8741496598639455,0.9418502202643172
21,3,global,0.04585265327150953,0.9169027384324835,0.9575699132111861
21,4,global,0.04926108374384237,0.8799646954986761,0.9363636363636364
21,5,global,0.03644859813084112,0.8483333333333334,0.9354275741710296
21,6,global,0.05475251861585633,0.8739299610894942,0.9609120521172638
21,7,global,0.03943908851884312,0.8810467882632831,0.9363265306122449
21,8,global,0.04838709677419355,0.8937446443873179,0.9437115215479331
21,9,global,0.03343465045592705,0.8596171376481313,0.9502868068833652
21,10,global,0.03434544549527128,0.863677130044843,0.949343339587242
21,11,global,0.08237378210806023,0.9168627450980392,0.9614767255216693
21,12,global,0.030276046304541407,0.8616251005631537,0.9347826086956522
21,13,global,0.049665711556829036,0.8722316865417377,0.9434129089301503
21,14,global,0.033789954337899546,0.8803986710963455,0.9383561643835616
21,15,global,0.04118463674224896,0.889168765743073,0.949740034662045
21,16,global,0.021809369951534735,0.8768545994065282,0.9461538461538461
21,17,global,0.02592912705272256,0.8707643814026793,0.9443079443079443
21,18,global,0.03866432337434095,0.8672985781990521,0.9282218597063622
21,19,global,0.06931886678722121,0.842159916926272,0.9282608695652174
21,20,global,0.04859335038363171,0.8704379562043796,0.9357884796978282
22,1,global,0.06263982102908278,0.8536585365853658,0.9230769230769231
22,2,global,0.05368516833484986,0.8617363344051447,0.9267886855241264
22,3,global,0.05188005711565921,0.8325041459369817,0.9454225352112676
22,4,global,0.055232558139534885,0.8663239074550129,0.9342806394316163
22,5,global,0.03611859838274933,0.8570048309178744,0.9453441295546559
22,6,global,0.055301877219685436,0.8390804597701149,0.927710843373494
22,7,global,0.018333333333333333,0.88,0.945859872611465
22,8,global,0.06286266924564797,0.8931955211024979,0.9537777777777777
