sp,type,sampler,nbon,rep,deg,monitored,layer
node_55,realized,Species richness,116,15,57,12,1
node_55,realized,Species richness,121,15,57,8,1
node_55,realized,Species richness,126,15,57,10,1
node_55,realized,Species richness,131,15,57,7,1
node_55,realized,Species richness,136,15,57,4,1
node_55,realized,Species richness,141,15,57,8,1
node_55,realized,Species richness,146,15,57,10,1
node_55,realized,Species richness,151,15,57,7,1
node_55,realized,Species richness,156,15,57,8,1
node_55,realized,Species richness,161,15,57,10,1
node_55,realized,Species richness,166,15,57,7,1
node_55,realized,Species richness,171,15,57,11,1
node_55,realized,Species richness,176,15,57,10,1
node_55,realized,Species richness,181,15,57,11,1
node_55,realized,Species richness,186,15,57,11,1
node_55,realized,Species richness,191,15,57,13,1
node_55,realized,Species richness,196,15,57,12,1
node_55,realized,Species richness,201,15,57,12,1
node_55,realized,Species richness,206,15,57,6,1
node_55,realized,Species richness,211,15,57,15,1
node_55,realized,Species richness,216,15,57,9,1
node_55,realized,Species richness,221,15,57,14,1
node_55,realized,Species richness,226,15,57,12,1
node_55,realized,Species richness,231,15,57,8,1
node_55,realized,Species richness,236,15,57,15,1
node_55,realized,Species richness,241,15,57,11,1
node_55,realized,Species richness,246,15,57,11,1
node_55,realized,Species richness,251,15,57,17,1
node_55,realized,Species richness,256,15,57,15,1
node_55,realized,Species richness,261,15,57,11,1
node_55,realized,Species richness,266,15,57,12,1
node_55,realized,Species richness,271,15,57,15,1
node_55,realized,Species richness,276,15,57,18,1
node_55,realized,Species richness,281,15,57,16,1
node_55,realized,Species richness,286,15,57,18,1
node_55,realized,Species richness,291,15,57,14,1
node_55,realized,Species richness,296,15,57,17,1
node_55,realized,Species richness,301,15,57,13,1
node_55,realized,Species richness,306,15,57,13,1
node_55,realized,Species richness,311,15,57,18,1
node_55,realized,Species richness,316,15,57,19,1
node_55,realized,Species richness,321,15,57,14,1
node_55,realized,Species richness,326,15,57,15,1
node_55,realized,Species richness,331,15,57,18,1
node_55,realized,Species richness,336,15,57,19,1
node_55,realized,Species richness,341,15,57,16,1
node_55,realized,Species richness,346,15,57,17,1
node_55,realized,Species richness,351,15,57,12,1
node_55,realized,Species richness,356,15,57,22,1
node_55,realized,Species richness,361,15,57,17,1
node_55,realized,Species richness,366,15,57,18,1
node_55,realized,Species richness,371,15,57,21,1
node_55,realized,Species richness,376,15,57,17,1
node_55,realized,Species richness,381,15,57,16,1
node_55,realized,Species richness,386,15,57,24,1
node_55,realized,Species richness,391,15,57,22,1
node_55,realized,Species richness,396,15,57,16,1
node_55,realized,Species richness,401,15,57,14,1
node_55,realized,Species richness,406,15,57,10,1
node_55,realized,Species richness,411,15,57,20,1
node_55,realized,Species richness,416,15,57,21,1
node_55,realized,Species richness,421,15,57,17,1
node_55,realized,Species richness,426,15,57,19,1
node_55,realized,Species richness,431,15,57,15,1
node_55,realized,Species richness,436,15,57,24,1
node_55,realized,Species richness,441,15,57,22,1
node_55,realized,Species richness,446,15,57,16,1
node_55,realized,Species richness,451,15,57,22,1
node_55,realized,Species richness,456,15,57,20,1
node_55,realized,Species richness,461,15,57,25,1
node_55,realized,Species richness,466,15,57,24,1
node_55,realized,Species richness,471,15,57,21,1
node_55,realized,Species richness,476,15,57,18,1
node_55,realized,Species richness,481,15,57,17,1
node_55,realized,Species richness,486,15,57,25,1
node_55,realized,Species richness,491,15,57,21,1
node_55,realized,Species richness,496,15,57,26,1
node_55,realized,Species richness,1,16,57,0,1
node_55,realized,Species richness,6,16,57,1,1
node_55,realized,Species richness,11,16,57,0,1
node_55,realized,Species richness,16,16,57,4,1
node_55,realized,Species richness,21,16,57,2,1
node_55,realized,Species richness,26,16,57,2,1
node_55,realized,Species richness,31,16,57,0,1
node_55,realized,Species richness,36,16,57,2,1
node_55,realized,Species richness,41,16,57,3,1
node_55,realized,Species richness,46,16,57,5,1
node_55,realized,Species richness,51,16,57,4,1
node_55,realized,Species richness,56,16,57,6,1
node_55,realized,Species richness,61,16,57,0,1
node_55,realized,Species richness,66,16,57,2,1
node_55,realized,Species richness,71,16,57,6,1
node_55,realized,Species richness,76,16,57,8,1
node_55,realized,Species richness,81,16,57,6,1
node_55,realized,Species richness,86,16,57,5,1
node_55,realized,Species richness,91,16,57,6,1
node_55,realized,Species richness,96,16,57,10,1
node_55,realized,Species richness,101,16,57,4,1
node_55,realized,Species richness,106,16,57,3,1
node_55,realized,Species richness,111,16,57,3,1
node_55,realized,Species richness,116,16,57,7,1
node_55,realized,Species richness,121,16,57,10,1
node_55,realized,Species richness,126,16,57,4,1
node_55,realized,Species richness,131,16,57,8,1
node_55,realized,Species richness,136,16,57,9,1
node_55,realized,Species richness,141,16,57,12,1
node_55,realized,Species richness,146,16,57,8,1
node_55,realized,Species richness,151,16,57,7,1
node_55,realized,Species richness,156,16,57,10,1
node_55,realized,Species richness,161,16,57,7,1
node_55,realized,Species richness,166,16,57,13,1
node_55,realized,Species richness,171,16,57,9,1
node_55,realized,Species richness,176,16,57,9,1
node_55,realized,Species richness,181,16,57,14,1
node_55,realized,Species richness,186,16,57,7,1
node_55,realized,Species richness,191,16,57,9,1
node_55,realized,Species richness,196,16,57,10,1
node_55,realized,Species richness,201,16,57,9,1
node_55,realized,Species richness,206,16,57,10,1
node_55,realized,Species richness,211,16,57,12,1
node_55,realized,Species richness,216,16,57,13,1
node_55,realized,Species richness,221,16,57,17,1
node_55,realized,Species richness,226,16,57,17,1
node_55,realized,Species richness,231,16,57,7,1
node_55,realized,Species richness,236,16,57,11,1
node_55,realized,Species richness,241,16,57,20,1
node_55,realized,Species richness,246,16,57,14,1
node_55,realized,Species richness,251,16,57,13,1
node_55,realized,Species richness,256,16,57,12,1
node_55,realized,Species richness,261,16,57,11,1
node_55,realized,Species richness,266,16,57,21,1
node_55,realized,Species richness,271,16,57,12,1
node_55,realized,Species richness,276,16,57,12,1
node_55,realized,Species richness,281,16,57,15,1
node_55,realized,Species richness,286,16,57,17,1
node_55,realized,Species richness,291,16,57,12,1
node_55,realized,Species richness,296,16,57,14,1
node_55,realized,Species richness,301,16,57,24,1
node_55,realized,Species richness,306,16,57,15,1
node_55,realized,Species richness,311,16,57,19,1
node_55,realized,Species richness,316,16,57,21,1
node_55,realized,Species richness,321,16,57,19,1
node_55,realized,Species richness,326,16,57,17,1
node_55,realized,Species richness,331,16,57,16,1
node_55,realized,Species richness,336,16,57,12,1
node_55,realized,Species richness,341,16,57,18,1
node_55,realized,Species richness,346,16,57,16,1
node_55,realized,Species richness,351,16,57,21,1
node_55,realized,Species richness,356,16,57,14,1
node_55,realized,Species richness,361,16,57,15,1
node_55,realized,Species richness,366,16,57,18,1
node_55,realized,Species richness,371,16,57,16,1
node_55,realized,Species richness,376,16,57,15,1
node_55,realized,Species richness,381,16,57,23,1
node_55,realized,Species richness,386,16,57,20,1
node_55,realized,Species richness,391,16,57,16,1
node_55,realized,Species richness,396,16,57,12,1
node_55,realized,Species richness,401,16,57,26,1
node_55,realized,Species richness,406,16,57,20,1
node_55,realized,Species richness,411,16,57,13,1
node_55,realized,Species richness,416,16,57,25,1
node_55,realized,Species richness,421,16,57,16,1
node_55,realized,Species richness,426,16,57,12,1
node_55,realized,Species richness,431,16,57,24,1
node_55,realized,Species richness,436,16,57,19,1
node_55,realized,Species richness,441,16,57,16,1
node_55,realized,Species richness,446,16,57,21,1
node_55,realized,Species richness,451,16,57,23,1
node_55,realized,Species richness,456,16,57,18,1
node_55,realized,Species richness,461,16,57,24,1
node_55,realized,Species richness,466,16,57,21,1
node_55,realized,Species richness,471,16,57,22,1
node_55,realized,Species richness,476,16,57,19,1
node_55,realized,Species richness,481,16,57,23,1
node_55,realized,Species richness,486,16,57,27,1
node_55,realized,Species richness,491,16,57,24,1
node_55,realized,Species richness,496,16,57,29,1
node_55,realized,Species richness,1,17,57,0,1
node_55,realized,Species richness,6,17,57,0,1
node_55,realized,Species richness,11,17,57,1,1
node_55,realized,Species richness,16,17,57,0,1
node_55,realized,Species richness,21,17,57,2,1
node_55,realized,Species richness,26,17,57,1,1
node_55,realized,Species richness,31,17,57,1,1
node_55,realized,Species richness,36,17,57,3,1
node_55,realized,Species richness,41,17,57,3,1
node_55,realized,Species richness,46,17,57,3,1
node_55,realized,Species richness,51,17,57,5,1
node_55,realized,Species richness,56,17,57,3,1
node_55,realized,Species richness,61,17,57,4,1
node_55,realized,Species richness,66,17,57,5,1
node_55,realized,Species richness,71,17,57,3,1
node_55,realized,Species richness,76,17,57,6,1
node_55,realized,Species richness,81,17,57,6,1
node_55,realized,Species richness,86,17,57,2,1
node_55,realized,Species richness,91,17,57,2,1
node_55,realized,Species richness,96,17,57,4,1
node_55,realized,Species richness,101,17,57,7,1
node_55,realized,Species richness,106,17,57,2,1
node_55,realized,Species richness,111,17,57,10,1
node_55,realized,Species richness,116,17,57,3,1
node_55,realized,Species richness,121,17,57,4,1
node_55,realized,Species richness,126,17,57,6,1
node_55,realized,Species richness,131,17,57,7,1
node_55,realized,Species richness,136,17,57,8,1
node_55,realized,Species richness,141,17,57,8,1
node_55,realized,Species richness,146,17,57,10,1
node_55,realized,Species richness,151,17,57,7,1
node_55,realized,Species richness,156,17,57,11,1
node_55,realized,Species richness,161,17,57,14,1
node_55,realized,Species richness,166,17,57,11,1
node_55,realized,Species richness,171,17,57,10,1
node_55,realized,Species richness,176,17,57,7,1
node_55,realized,Species richness,181,17,57,14,1
node_55,realized,Species richness,186,17,57,13,1
node_55,realized,Species richness,191,17,57,16,1
node_55,realized,Species richness,196,17,57,10,1
node_55,realized,Species richness,201,17,57,11,1
node_55,realized,Species richness,206,17,57,12,1
node_55,realized,Species richness,211,17,57,10,1
node_55,realized,Species richness,216,17,57,11,1
node_55,realized,Species richness,221,17,57,11,1
node_55,realized,Species richness,226,17,57,12,1
node_55,realized,Species richness,231,17,57,22,1
node_55,realized,Species richness,236,17,57,13,1
node_55,realized,Species richness,241,17,57,14,1
node_55,realized,Species richness,246,17,57,15,1
node_55,realized,Species richness,251,17,57,12,1
node_55,realized,Species richness,256,17,57,13,1
node_55,realized,Species richness,261,17,57,14,1
node_55,realized,Species richness,266,17,57,13,1
node_55,realized,Species richness,271,17,57,18,1
node_55,realized,Species richness,276,17,57,11,1
node_55,realized,Species richness,281,17,57,14,1
node_55,realized,Species richness,286,17,57,12,1
node_55,realized,Species richness,291,17,57,9,1
node_55,realized,Species richness,296,17,57,17,1
node_55,realized,Species richness,301,17,57,15,1
node_55,realized,Species richness,306,17,57,14,1
node_55,realized,Species richness,311,17,57,15,1
node_55,realized,Species richness,316,17,57,16,1
node_55,realized,Species richness,321,17,57,16,1
node_55,realized,Species richness,326,17,57,18,1
node_55,realized,Species richness,331,17,57,23,1
node_55,realized,Species richness,336,17,57,18,1
node_55,realized,Species richness,341,17,57,24,1
node_55,realized,Species richness,346,17,57,18,1
node_55,realized,Species richness,351,17,57,20,1
node_55,realized,Species richness,356,17,57,15,1
node_55,realized,Species richness,361,17,57,16,1
node_55,realized,Species richness,366,17,57,17,1
node_55,realized,Species richness,371,17,57,18,1
node_55,realized,Species richness,376,17,57,14,1
node_55,realized,Species richness,381,17,57,23,1
node_55,realized,Species richness,386,17,57,20,1
node_55,realized,Species richness,391,17,57,14,1
node_55,realized,Species richness,396,17,57,18,1
node_55,realized,Species richness,401,17,57,21,1
node_55,realized,Species richness,406,17,57,18,1
node_55,realized,Species richness,411,17,57,24,1
node_55,realized,Species richness,416,17,57,20,1
node_55,realized,Species richness,421,17,57,19,1
node_55,realized,Species richness,426,17,57,21,1
node_55,realized,Species richness,431,17,57,18,1
node_55,realized,Species richness,436,17,57,20,1
node_55,realized,Species richness,441,17,57,22,1
node_55,realized,Species richness,446,17,57,18,1
node_55,realized,Species richness,451,17,57,19,1
node_55,realized,Species richness,456,17,57,22,1
node_55,realized,Species richness,461,17,57,18,1
node_55,realized,Species richness,466,17,57,21,1
node_55,realized,Species richness,471,17,57,21,1
node_55,realized,Species richness,476,17,57,19,1
node_55,realized,Species richness,481,17,57,19,1
node_55,realized,Species richness,486,17,57,10,1
node_55,realized,Species richness,491,17,57,21,1
node_55,realized,Species richness,496,17,57,22,1
node_55,realized,Species richness,1,18,57,0,1
node_55,realized,Species richness,6,18,57,0,1
node_55,realized,Species richness,11,18,57,0,1
node_55,realized,Species richness,16,18,57,1,1
node_55,realized,Species richness,21,18,57,3,1
node_55,realized,Species richness,26,18,57,2,1
node_55,realized,Species richness,31,18,57,3,1
node_55,realized,Species richness,36,18,57,2,1
node_55,realized,Species richness,41,18,57,0,1
node_55,realized,Species richness,46,18,57,0,1
node_55,realized,Species richness,51,18,57,3,1
node_55,realized,Species richness,56,18,57,2,1
node_55,realized,Species richness,61,18,57,4,1
node_55,realized,Species richness,66,18,57,2,1
node_55,realized,Species richness,71,18,57,6,1
node_55,realized,Species richness,76,18,57,4,1
node_55,realized,Species richness,81,18,57,5,1
node_55,realized,Species richness,86,18,57,6,1
node_55,realized,Species richness,91,18,57,4,1
node_55,realized,Species richness,96,18,57,5,1
node_55,realized,Species richness,101,18,57,5,1
node_55,realized,Species richness,106,18,57,4,1
node_55,realized,Species richness,111,18,57,8,1
node_55,realized,Species richness,116,18,57,5,1
node_55,realized,Species richness,121,18,57,9,1
node_55,realized,Species richness,126,18,57,6,1
node_55,realized,Species richness,131,18,57,6,1
node_55,realized,Species richness,136,18,57,9,1
node_55,realized,Species richness,141,18,57,6,1
node_55,realized,Species richness,146,18,57,12,1
node_55,realized,Species richness,151,18,57,6,1
node_55,realized,Species richness,156,18,57,7,1
node_55,realized,Species richness,161,18,57,10,1
node_55,realized,Species richness,166,18,57,5,1
node_55,realized,Species richness,171,18,57,12,1
node_55,realized,Species richness,176,18,57,6,1
node_55,realized,Species richness,181,18,57,14,1
node_55,realized,Species richness,186,18,57,7,1
node_55,realized,Species richness,191,18,57,9,1
node_55,realized,Species richness,196,18,57,10,1
node_55,realized,Species richness,201,18,57,9,1
node_55,realized,Species richness,206,18,57,13,1
node_55,realized,Species richness,211,18,57,8,1
node_55,realized,Species richness,216,18,57,10,1
node_55,realized,Species richness,221,18,57,12,1
node_55,realized,Species richness,226,18,57,11,1
node_55,realized,Species richness,231,18,57,17,1
node_55,realized,Species richness,236,18,57,17,1
node_55,realized,Species richness,241,18,57,19,1
node_55,realized,Species richness,246,18,57,13,1
node_55,realized,Species richness,251,18,57,10,1
node_55,realized,Species richness,256,18,57,12,1
node_55,realized,Species richness,261,18,57,12,1
node_55,realized,Species richness,266,18,57,13,1
node_55,realized,Species richness,271,18,57,21,1
node_55,realized,Species richness,276,18,57,9,1
node_55,realized,Species richness,281,18,57,10,1
node_55,realized,Species richness,286,18,57,18,1
node_55,realized,Species richness,291,18,57,15,1
node_55,realized,Species richness,296,18,57,18,1
node_55,realized,Species richness,301,18,57,16,1
node_55,realized,Species richness,306,18,57,14,1
node_55,realized,Species richness,311,18,57,19,1
node_55,realized,Species richness,316,18,57,13,1
node_55,realized,Species richness,321,18,57,22,1
node_55,realized,Species richness,326,18,57,11,1
node_55,realized,Species richness,331,18,57,18,1
node_55,realized,Species richness,336,18,57,17,1
node_55,realized,Species richness,341,18,57,11,1
node_55,realized,Species richness,346,18,57,12,1
node_55,realized,Species richness,351,18,57,18,1
node_55,realized,Species richness,356,18,57,18,1
node_55,realized,Species richness,361,18,57,16,1
node_55,realized,Species richness,366,18,57,18,1
node_55,realized,Species richness,371,18,57,13,1
node_55,realized,Species richness,376,18,57,17,1
node_55,realized,Species richness,381,18,57,18,1
node_55,realized,Species richness,386,18,57,18,1
node_55,realized,Species richness,391,18,57,16,1
node_55,realized,Species richness,396,18,57,12,1
node_55,realized,Species richness,401,18,57,18,1
node_55,realized,Species richness,406,18,57,20,1
node_55,realized,Species richness,411,18,57,17,1
node_55,realized,Species richness,416,18,57,21,1
node_55,realized,Species richness,421,18,57,16,1
node_55,realized,Species richness,426,18,57,18,1
node_55,realized,Species richness,431,18,57,19,1
node_55,realized,Species richness,436,18,57,20,1
node_55,realized,Species richness,441,18,57,23,1
node_55,realized,Species richness,446,18,57,22,1
node_55,realized,Species richness,451,18,57,23,1
node_55,realized,Species richness,456,18,57,23,1
node_55,realized,Species richness,461,18,57,27,1
node_55,realized,Species richness,466,18,57,20,1
node_55,realized,Species richness,471,18,57,17,1
node_55,realized,Species richness,476,18,57,21,1
node_55,realized,Species richness,481,18,57,19,1
node_55,realized,Species richness,486,18,57,20,1
node_55,realized,Species richness,491,18,57,17,1
node_55,realized,Species richness,496,18,57,23,1
node_55,realized,Species richness,1,19,57,1,1
node_55,realized,Species richness,6,19,57,0,1
node_55,realized,Species richness,11,19,57,2,1
node_55,realized,Species richness,16,19,57,1,1
node_55,realized,Species richness,21,19,57,1,1
node_55,realized,Species richness,26,19,57,2,1
node_55,realized,Species richness,31,19,57,1,1
node_55,realized,Species richness,36,19,57,0,1
node_55,realized,Species richness,41,19,57,3,1
node_55,realized,Species richness,46,19,57,0,1
node_55,realized,Species richness,51,19,57,3,1
node_55,realized,Species richness,56,19,57,3,1
node_55,realized,Species richness,61,19,57,5,1
node_55,realized,Species richness,66,19,57,5,1
node_55,realized,Species richness,71,19,57,3,1
node_55,realized,Species richness,76,19,57,6,1
node_55,realized,Species richness,81,19,57,9,1
node_55,realized,Species richness,86,19,57,3,1
node_55,realized,Species richness,91,19,57,3,1
node_55,realized,Species richness,96,19,57,7,1
node_55,realized,Species richness,101,19,57,6,1
node_55,realized,Species richness,106,19,57,3,1
node_55,realized,Species richness,111,19,57,8,1
node_55,realized,Species richness,116,19,57,7,1
node_55,realized,Species richness,121,19,57,3,1
node_55,realized,Species richness,126,19,57,9,1
node_55,realized,Species richness,131,19,57,9,1
node_55,realized,Species richness,136,19,57,7,1
node_55,realized,Species richness,141,19,57,7,1
node_55,realized,Species richness,146,19,57,8,1
node_55,realized,Species richness,151,19,57,11,1
node_55,realized,Species richness,156,19,57,9,1
node_55,realized,Species richness,161,19,57,8,1
node_55,realized,Species richness,166,19,57,11,1
node_55,realized,Species richness,171,19,57,10,1
node_55,realized,Species richness,176,19,57,12,1
node_55,realized,Species richness,181,19,57,9,1
node_55,realized,Species richness,186,19,57,11,1
node_55,realized,Species richness,191,19,57,9,1
node_55,realized,Species richness,196,19,57,9,1
node_55,realized,Species richness,201,19,57,9,1
node_55,realized,Species richness,206,19,57,7,1
node_55,realized,Species richness,211,19,57,10,1
node_55,realized,Species richness,216,19,57,9,1
node_55,realized,Species richness,221,19,57,7,1
node_55,realized,Species richness,226,19,57,7,1
node_55,realized,Species richness,231,19,57,13,1
node_55,realized,Species richness,236,19,57,13,1
node_55,realized,Species richness,241,19,57,13,1
node_55,realized,Species richness,246,19,57,12,1
node_55,realized,Species richness,251,19,57,14,1
node_55,realized,Species richness,256,19,57,20,1
node_55,realized,Species richness,261,19,57,13,1
node_55,realized,Species richness,266,19,57,9,1
node_55,realized,Species richness,271,19,57,9,1
node_55,realized,Species richness,276,19,57,16,1
node_55,realized,Species richness,281,19,57,16,1
node_55,realized,Species richness,286,19,57,11,1
node_55,realized,Species richness,291,19,57,10,1
node_55,realized,Species richness,296,19,57,15,1
node_55,realized,Species richness,301,19,57,20,1
node_55,realized,Species richness,306,19,57,18,1
node_55,realized,Species richness,311,19,57,13,1
node_55,realized,Species richness,316,19,57,18,1
node_55,realized,Species richness,321,19,57,22,1
node_55,realized,Species richness,326,19,57,16,1
node_55,realized,Species richness,331,19,57,15,1
node_55,realized,Species richness,336,19,57,23,1
node_55,realized,Species richness,341,19,57,19,1
node_55,realized,Species richness,346,19,57,17,1
node_55,realized,Species richness,351,19,57,11,1
node_55,realized,Species richness,356,19,57,21,1
node_55,realized,Species richness,361,19,57,17,1
node_55,realized,Species richness,366,19,57,16,1
node_55,realized,Species richness,371,19,57,17,1
node_55,realized,Species richness,376,19,57,17,1
node_55,realized,Species richness,381,19,57,18,1
node_55,realized,Species richness,386,19,57,16,1
node_55,realized,Species richness,391,19,57,15,1
node_55,realized,Species richness,396,19,57,17,1
node_55,realized,Species richness,401,19,57,14,1
node_55,realized,Species richness,406,19,57,19,1
node_55,realized,Species richness,411,19,57,17,1
node_55,realized,Species richness,416,19,57,11,1
node_55,realized,Species richness,421,19,57,16,1
node_55,realized,Species richness,426,19,57,18,1
node_55,realized,Species richness,431,19,57,19,1
node_55,realized,Species richness,436,19,57,18,1
node_55,realized,Species richness,441,19,57,20,1
node_55,realized,Species richness,446,19,57,16,1
node_55,realized,Species richness,451,19,57,22,1
node_55,realized,Species richness,456,19,57,17,1
node_55,realized,Species richness,461,19,57,26,1
node_55,realized,Species richness,466,19,57,22,1
node_55,realized,Species richness,471,19,57,27,1
node_55,realized,Species richness,476,19,57,19,1
node_55,realized,Species richness,481,19,57,22,1
node_55,realized,Species richness,486,19,57,14,1
node_55,realized,Species richness,491,19,57,21,1
node_55,realized,Species richness,496,19,57,21,1
node_55,realized,Species richness,1,20,57,0,1
node_55,realized,Species richness,6,20,57,0,1
node_55,realized,Species richness,11,20,57,1,1
node_55,realized,Species richness,16,20,57,3,1
node_55,realized,Species richness,21,20,57,1,1
node_55,realized,Species richness,26,20,57,1,1
node_55,realized,Species richness,31,20,57,1,1
node_55,realized,Species richness,36,20,57,2,1
node_55,realized,Species richness,41,20,57,1,1
node_55,realized,Species richness,46,20,57,4,1
node_55,realized,Species richness,51,20,57,1,1
node_55,realized,Species richness,56,20,57,2,1
node_55,realized,Species richness,61,20,57,6,1
node_55,realized,Species richness,66,20,57,5,1
node_55,realized,Species richness,71,20,57,3,1
node_55,realized,Species richness,76,20,57,7,1
node_55,realized,Species richness,81,20,57,2,1
node_55,realized,Species richness,86,20,57,8,1
node_55,realized,Species richness,91,20,57,6,1
node_55,realized,Species richness,96,20,57,4,1
node_55,realized,Species richness,101,20,57,7,1
node_55,realized,Species richness,106,20,57,7,1
node_55,realized,Species richness,111,20,57,11,1
node_55,realized,Species richness,116,20,57,8,1
node_55,realized,Species richness,121,20,57,6,1
node_55,realized,Species richness,126,20,57,5,1
node_55,realized,Species richness,131,20,57,8,1
node_55,realized,Species richness,136,20,57,9,1
node_55,realized,Species richness,141,20,57,5,1
node_55,realized,Species richness,146,20,57,13,1
node_55,realized,Species richness,151,20,57,9,1
node_55,realized,Species richness,156,20,57,4,1
node_55,realized,Species richness,161,20,57,7,1
node_55,realized,Species richness,166,20,57,9,1
node_55,realized,Species richness,171,20,57,5,1
node_55,realized,Species richness,176,20,57,12,1
node_55,realized,Species richness,181,20,57,7,1
node_55,realized,Species richness,186,20,57,13,1
node_55,realized,Species richness,191,20,57,11,1
node_55,realized,Species richness,196,20,57,9,1
node_55,realized,Species richness,201,20,57,12,1
node_55,realized,Species richness,206,20,57,7,1
node_55,realized,Species richness,211,20,57,7,1
node_55,realized,Species richness,216,20,57,18,1
node_55,realized,Species richness,221,20,57,9,1
node_55,realized,Species richness,226,20,57,13,1
node_55,realized,Species richness,231,20,57,8,1
node_55,realized,Species richness,236,20,57,14,1
node_55,realized,Species richness,241,20,57,11,1
node_55,realized,Species richness,246,20,57,10,1
node_55,realized,Species richness,251,20,57,15,1
node_55,realized,Species richness,256,20,57,17,1
node_55,realized,Species richness,261,20,57,11,1
node_55,realized,Species richness,266,20,57,7,1
node_55,realized,Species richness,271,20,57,14,1
node_55,realized,Species richness,276,20,57,19,1
node_55,realized,Species richness,281,20,57,12,1
node_55,realized,Species richness,286,20,57,14,1
node_55,realized,Species richness,291,20,57,18,1
node_55,realized,Species richness,296,20,57,11,1
node_55,realized,Species richness,301,20,57,19,1
node_55,realized,Species richness,306,20,57,17,1
node_55,realized,Species richness,311,20,57,11,1
node_55,realized,Species richness,316,20,57,17,1
node_55,realized,Species richness,321,20,57,14,1
node_55,realized,Species richness,326,20,57,19,1
node_55,realized,Species richness,331,20,57,14,1
node_55,realized,Species richness,336,20,57,16,1
node_55,realized,Species richness,341,20,57,14,1
node_55,realized,Species richness,346,20,57,15,1
node_55,realized,Species richness,351,20,57,17,1
node_55,realized,Species richness,356,20,57,19,1
node_55,realized,Species richness,361,20,57,15,1
node_55,realized,Species richness,366,20,57,17,1
node_55,realized,Species richness,371,20,57,18,1
node_55,realized,Species richness,376,20,57,15,1
node_55,realized,Species richness,381,20,57,19,1
node_55,realized,Species richness,386,20,57,13,1
node_55,realized,Species richness,391,20,57,15,1
node_55,realized,Species richness,396,20,57,21,1
node_55,realized,Species richness,401,20,57,14,1
node_55,realized,Species richness,406,20,57,22,1
node_55,realized,Species richness,411,20,57,18,1
node_55,realized,Species richness,416,20,57,16,1
node_55,realized,Species richness,421,20,57,24,1
node_55,realized,Species richness,426,20,57,20,1
node_55,realized,Species richness,431,20,57,20,1
node_55,realized,Species richness,436,20,57,15,1
node_55,realized,Species richness,441,20,57,18,1
node_55,realized,Species richness,446,20,57,23,1
node_55,realized,Species richness,451,20,57,17,1
node_55,realized,Species richness,456,20,57,20,1
node_55,realized,Species richness,461,20,57,23,1
node_55,realized,Species richness,466,20,57,24,1
node_55,realized,Species richness,471,20,57,18,1
node_55,realized,Species richness,476,20,57,23,1
node_55,realized,Species richness,481,20,57,20,1
node_55,realized,Species richness,486,20,57,21,1
node_55,realized,Species richness,491,20,57,20,1
node_55,realized,Species richness,496,20,57,16,1
node_55,realized,Species richness,1,21,57,0,1
node_55,realized,Species richness,6,21,57,0,1
node_55,realized,Species richness,11,21,57,0,1
node_55,realized,Species richness,16,21,57,1,1
node_55,realized,Species richness,21,21,57,0,1
node_55,realized,Species richness,26,21,57,2,1
node_55,realized,Species richness,31,21,57,2,1
node_55,realized,Species richness,36,21,57,3,1
node_55,realized,Species richness,41,21,57,3,1
node_55,realized,Species richness,46,21,57,3,1
node_55,realized,Species richness,51,21,57,3,1
node_55,realized,Species richness,56,21,57,3,1
node_55,realized,Species richness,61,21,57,2,1
node_55,realized,Species richness,66,21,57,9,1
node_55,realized,Species richness,71,21,57,1,1
node_55,realized,Species richness,76,21,57,5,1
node_55,realized,Species richness,81,21,57,2,1
node_55,realized,Species richness,86,21,57,2,1
node_55,realized,Species richness,91,21,57,7,1
node_55,realized,Species richness,96,21,57,4,1
node_55,realized,Species richness,101,21,57,4,1
node_55,realized,Species richness,106,21,57,7,1
node_55,realized,Species richness,111,21,57,9,1
node_55,realized,Species richness,116,21,57,6,1
node_55,realized,Species richness,121,21,57,8,1
node_55,realized,Species richness,126,21,57,7,1
node_55,realized,Species richness,131,21,57,7,1
node_55,realized,Species richness,136,21,57,11,1
node_55,realized,Species richness,141,21,57,8,1
node_55,realized,Species richness,146,21,57,12,1
node_55,realized,Species richness,151,21,57,9,1
node_55,realized,Species richness,156,21,57,8,1
node_55,realized,Species richness,161,21,57,9,1
node_55,realized,Species richness,166,21,57,13,1
node_55,realized,Species richness,171,21,57,8,1
node_55,realized,Species richness,176,21,57,8,1
node_55,realized,Species richness,181,21,57,7,1
node_55,realized,Species richness,186,21,57,9,1
node_55,realized,Species richness,191,21,57,14,1
node_55,realized,Species richness,196,21,57,13,1
node_55,realized,Species richness,201,21,57,8,1
node_55,realized,Species richness,206,21,57,11,1
node_55,realized,Species richness,211,21,57,16,1
node_55,realized,Species richness,216,21,57,14,1
node_55,realized,Species richness,221,21,57,18,1
node_55,realized,Species richness,226,21,57,6,1
node_55,realized,Species richness,231,21,57,10,1
node_55,realized,Species richness,236,21,57,8,1
node_55,realized,Species richness,241,21,57,9,1
node_55,realized,Species richness,246,21,57,13,1
node_55,realized,Species richness,251,21,57,11,1
node_55,realized,Species richness,256,21,57,14,1
node_55,realized,Species richness,261,21,57,18,1
node_55,realized,Species richness,266,21,57,16,1
node_55,realized,Species richness,271,21,57,16,1
node_55,realized,Species richness,276,21,57,11,1
node_55,realized,Species richness,281,21,57,14,1
node_55,realized,Species richness,286,21,57,20,1
