sim,variable,eff,eff_low,eff_upp,rmse,occ,set,eff_confint_upp,eff_confint_low
47,Balanced Mask,1404.4211018815158,1319.983174767192,1500.2500457894248,0.009190558513706412,0.5061,samplers,1319.983174767192,1500.2500457894248
48,Uncertainty Sampling,7813.060901757654,7013.143328077348,8756.604442199243,0.009317239573119945,0.6077,samplers,7013.143328077348,8756.604442199243
48,Weighted Balanced Acceptance,9298.138414611123,8131.950496960684,10674.182880477694,0.010428332369837114,0.6077,samplers,8131.950496960684,10674.182880477694
48,Balanced Acceptance,12677.708471332606,11289.054315023795,15178.245939766997,0.009127255914814688,0.6077,samplers,11289.054315023795,15178.245939766997
48,Balanced Mask,7551.8563527132155,6684.4317710493215,8548.92726341974,0.009777517422261645,0.6077,samplers,6684.4317710493215,8548.92726341974
49,Uncertainty Sampling,3795.1525235153813,3489.352538152525,4127.752217427436,0.01545731383051655,0.4456,samplers,3489.352538152525,4127.752217427436
49,Weighted Balanced Acceptance,5164.226863559548,4654.083483501318,5639.324025262075,0.010306220765486726,0.4456,samplers,4654.083483501318,5639.324025262075
49,Balanced Acceptance,7491.676524213504,6684.4317710493215,8531.844788814771,0.00935154526510778,0.4456,samplers,6684.4317710493215,8531.844788814771
49,Balanced Mask,3610.042698772137,3286.1287468007104,3910.743858288866,0.013101890086523028,0.4456,samplers,3286.1287468007104,3910.743858288866
50,Uncertainty Sampling,2679.659668810841,2419.7871849278063,2985.30105674349,0.014983262749117775,0.2437,samplers,2419.7871849278063,2985.30105674349
50,Weighted Balanced Acceptance,5988.076279777641,5321.516952043006,6711.225729717883,0.014777759032960604,0.2437,samplers,5321.516952043006,6711.225729717883
50,Balanced Acceptance,10738.426941598687,9168.858619169394,12754.011031165643,0.012990598415947432,0.2437,samplers,9168.858619169394,12754.011031165643
50,Balanced Mask,2518.550648515488,2278.8560750417455,2817.062844633058,0.015402895232153385,0.2437,samplers,2278.8560750417455,2817.062844633058
51,Uncertainty Sampling,2150.4299416519593,1993.0381723310418,2310.9876695465,0.013290385782730797,0.7946,samplers,1993.0381723310418,2310.9876695465
51,Weighted Balanced Acceptance,2189.492091386455,2045.5420070682173,2367.1279763495822,0.009788199473035396,0.7946,samplers,2045.5420070682173,2367.1279763495822
51,Balanced Acceptance,2695.7875749441905,2508.495563990144,2902.8638901336767,0.010369701393254344,0.7946,samplers,2508.495563990144,2902.8638901336767
51,Balanced Mask,2129.0306769770923,1981.1145575543092,2283.418804673366,0.010651752609126581,0.7946,samplers,1981.1145575543092,2283.418804673366
52,Uncertainty Sampling,1722.2741414600785,1605.8265237319897,1832.4461960797473,0.016620272804754317,0.6608,samplers,1605.8265237319897,1832.4461960797473
52,Weighted Balanced Acceptance,1926.4073545788144,1799.7540077986055,2049.6375948635964,0.01274861631768236,0.6608,samplers,1799.7540077986055,2049.6375948635964
52,Balanced Acceptance,2473.617852031205,2310.9876695465,2631.8525688754858,0.012560617120246212,0.6608,samplers,2310.9876695465,2631.8525688754858
52,Balanced Mask,1681.427596758387,1574.0258797531526,1781.8443741869382,0.011293209778205639,0.6608,samplers,1574.0258797531526,1781.8443741869382
53,Uncertainty Sampling,1093.7369074081662,1021.8282119336475,1152.12191857291,0.016347218399471446,0.3894,samplers,1021.8282119336475,1152.12191857291
53,Weighted Balanced Acceptance,1651.4296913945461,1530.5601685129916,1760.587909938233,0.015362810202650477,0.3894,samplers,1530.5601685129916,1760.587909938233
53,Balanced Acceptance,2503.483085763558,2357.677433078382,2674.305170306884,0.01744862814950917,0.3894,samplers,2357.677433078382,2674.305170306884
53,Balanced Mask,1032.0987883963885,964.2425452983223,1085.0210504800893,0.015713396287783073,0.3894,samplers,964.2425452983223,1085.0210504800893
54,Uncertainty Sampling,4738.624022296874,4005.7466845374793,5472.640392960608,0.021702044196517143,0.2997,samplers,4005.7466845374793,5472.640392960608
54,Weighted Balanced Acceptance,8583.19488879197,7226.747022059933,10483.74760482133,0.020250008292630878,0.2997,samplers,7226.747022059933,10483.74760482133
54,Balanced Acceptance,14152.003636971654,12476.459297987449,20003.171126520134,0.020516502617529627,0.2997,samplers,12476.459297987449,20003.171126520134
54,Balanced Mask,4211.146766645301,3864.090745248337,4853.73835628569,0.02302605573829393,0.2997,samplers,3864.090745248337,4853.73835628569
55,Uncertainty Sampling,2207.0800449153153,2053.741382852041,2348.264620242124,0.014725695712090089,0.9498,samplers,2053.741382852041,2348.264620242124
55,Weighted Balanced Acceptance,2159.049751525075,2037.3753665468707,2310.9876695465,0.01204720223382041,0.9498,samplers,2037.3753665468707,2310.9876695465
55,Balanced Acceptance,2283.418804673366,2133.2934259338344,2444.1088947965645,0.01274183666952095,0.9498,samplers,2133.2934259338344,2444.1088947965645
55,Balanced Mask,2172.044294128793,2029.2413305954572,2320.2510609943065,0.011916610189313798,0.9498,samplers,2029.2413305954572,2320.2510609943065
56,Uncertainty Sampling,4094.8586600116046,3742.3853436743784,4607.769970862132,0.010406164880614592,0.5365,samplers,3742.3853436743784,4607.769970862132
56,Weighted Balanced Acceptance,5237.041836531193,4644.783689449204,5799.47273075851,0.011492705232637518,0.5365,samplers,4644.783689449204,5799.47273075851
56,Balanced Acceptance,7536.766226152257,6617.913945055922,8514.79644842684,0.009477037492738009,0.5365,samplers,6617.913945055922,8514.79644842684
56,Balanced Mask,3973.825374434415,3668.273811583584,4480.529369807986,0.013584252042554562,0.5365,samplers,3668.273811583584,4480.529369807986
57,Uncertainty Sampling,1187.2128166499845,1120.3068135798414,1263.1575644299423,0.010007857623483787,0.3572,samplers,1120.3068135798414,1263.1575644299423
57,Weighted Balanced Acceptance,1989.0556815557065,1880.719457264302,2133.2934259338344,0.009457871853385225,0.3572,samplers,1880.719457264302,2133.2934259338344
57,Balanced Acceptance,3182.627135394481,2937.9116273987006,3440.8371512824397,0.008595413975699198,0.3572,samplers,2937.9116273987006,3440.8371512824397
57,Balanced Mask,1159.0561253205753,1089.3702622271524,1240.6219041669356,0.009704076224490614,0.3572,samplers,1089.3702622271524,1240.6219041669356
58,Uncertainty Sampling,1376.6089473322777,1280.9679330181082,1491.2746012329137,0.01807267166889386,0.2368,samplers,1280.9679330181082,1491.2746012329137
58,Weighted Balanced Acceptance,3009.2816577523777,2783.4567696521144,3253.4279656934377,0.01711425933535296,0.2368,samplers,2783.4567696521144,3253.4279656934377
58,Balanced Acceptance,4922.175478930002,4480.529369807986,5418.181292493759,0.01398452365122367,0.2368,samplers,4480.529369807986,5418.181292493759
58,Balanced Mask,1322.6260473955722,1235.6688339883626,1407.2330362757077,0.01543374211559375,0.2368,samplers,1235.6688339883626,1407.2330362757077
59,Uncertainty Sampling,1245.5948282930437,1149.8197474572341,1317.3455831294177,0.015209251777588665,0.2587,samplers,1149.8197474572341,1317.3455831294177
59,Weighted Balanced Acceptance,2410.1264045531316,2256.1788218277716,2600.4559548677676,0.013918804484431094,0.2587,samplers,2256.1788218277716,2600.4559548677676
59,Balanced Acceptance,4005.7466845374793,3690.3518300697515,4374.266296592504,0.012130356935315825,0.2587,samplers,3690.3518300697515,4374.266296592504
59,Balanced Mask,1138.3777113194149,1059.2880038217118,1225.8219387299328,0.01565596508986884,0.2587,samplers,1059.2880038217118,1225.8219387299328
60,Uncertainty Sampling,1149.8197474572341,1074.223836310353,1233.1997193466814,0.009838248560621633,0.4398,samplers,1074.223836310353,1233.1997193466814
60,Weighted Balanced Acceptance,1674.7146499218313,1564.6090615008295,1792.5686535219659,0.010056525364622365,0.4398,samplers,1564.6090615008295,1792.5686535219659
60,Balanced Acceptance,2523.593295042651,2352.966319784717,2695.7875749441905,0.008670273015378625,0.4398,samplers,2352.966319784717,2695.7875749441905
60,Balanced Mask,1100.3197158082664,1044.559836704651,1173.0499934773686,0.00780979669244073,0.4398,samplers,1044.559836704651,1173.0499934773686
61,Uncertainty Sampling,551.8559545879502,515.5736992160415,584.8134227961061,0.009090355899367181,0.7676,samplers,515.5736992160415,584.8134227961061
61,Weighted Balanced Acceptance,581.3146990553919,545.2726039098155,619.7391486658149,0.008900025172522091,0.7676,samplers,545.2726039098155,619.7391486658149
61,Balanced Acceptance,714.3070150384217,676.7537451012877,758.4818453540726,0.010382156953994078,0.7676,samplers,676.7537451012877,758.4818453540726
61,Balanced Mask,548.5544032648982,518.6767515635321,580.153115469741,0.008888053863071059,0.7676,samplers,518.6767515635321,580.153115469741
62,Uncertainty Sampling,3100.9372319022063,2885.4971225244253,3399.789777588406,0.009546632215974245,0.971,samplers,2885.4971225244253,3399.789777588406
62,Weighted Balanced Acceptance,3070.079320523488,2851.0746626770724,3319.1582092546478,0.008610184461949328,0.971,samplers,2851.0746626770724,3319.1582092546478
62,Balanced Acceptance,3157.265165272028,2932.0410895849773,3420.251887401931,0.009061399580381034,0.971,samplers,2932.0410895849773,3420.251887401931
62,Balanced Mask,3088.5570218822304,2891.274469925638,3299.3009057570916,0.008824809063173138,0.971,samplers,2891.274469925638,3299.3009057570916
63,Uncertainty Sampling,1574.0258797531526,1473.4844812284207,1694.9343230673219,0.008267240451828313,0.8078,samplers,1473.4844812284207,1694.9343230673219
63,Weighted Balanced Acceptance,1634.996056253221,1524.449546169699,1750.054959636472,0.009139102764102956,0.8078,samplers,1524.449546169699,1750.054959636472
63,Balanced Acceptance,1945.7700163281406,1817.8436543119299,2099.428982730828,0.010771689143520323,0.8078,samplers,1817.8436543119299,2099.428982730828
63,Balanced Mask,1545.9441000368558,1441.4186338195739,1641.549794589551,0.009640983336315979,0.8078,samplers,1441.4186338195739,1641.549794589551
64,Uncertainty Sampling,2579.733236363095,2434.3510122061098,2744.7560420703376,0.011348240925711496,0.8524,samplers,2434.3510122061098,2744.7560420703376
64,Weighted Balanced Acceptance,2569.4338859173286,2410.1264045531316,2772.3440715183638,0.010534342201165482,0.8524,samplers,2410.1264045531316,2772.3440715183638
64,Balanced Acceptance,2902.8638901336767,2728.3351755981757,3119.6006559122106,0.009874707693762115,0.8524,samplers,2728.3351755981757,3119.6006559122106
64,Balanced Mask,2488.5056667009835,2343.572315640043,2674.305170306884,0.011353387057229523,0.8524,samplers,2343.572315640043,2674.305170306884
65,Uncertainty Sampling,608.682546307327,573.2321945765318,648.9159893414267,0.024544138001175983,0.465,samplers,573.2321945765318,648.9159893414267
65,Weighted Balanced Acceptance,833.2454565687616,780.021640750092,877.725116124203,0.0231460565916937,0.465,samplers,780.021640750092,877.725116124203
65,Balanced Acceptance,1203.952373497489,1142.9407985631824,1280.9679330181082,0.025602003968664258,0.465,samplers,1142.9407985631824,1280.9679330181082
65,Balanced Mask,595.4364470786151,563.0053104944784,632.2599745810551,0.021677143806070713,0.465,samplers,563.0053104944784,632.2599745810551
66,Uncertainty Sampling,11726.337871132691,10462.798970366255,13955.236493518141,0.010250070064823764,0.7198,samplers,10462.798970366255,13955.236493518141
66,Weighted Balanced Acceptance,12278.404805279093,10889.837460185316,14152.003636971654,0.01139938954815452,0.7198,samplers,10889.837460185316,14152.003636971654
66,Balanced Acceptance,17389.678071386374,15057.292336451495,21113.15314043637,0.010098804108866077,0.7198,samplers,15057.292336451495,21113.15314043637
66,Balanced Mask,11471.150276264467,10153.546065477614,13195.14835479952,0.009043067509437801,0.7198,samplers,10153.546065477614,13195.14835479952
67,Uncertainty Sampling,747.9360378557072,711.4552092121255,792.6036326953224,0.019481622217674258,0.466,samplers,711.4552092121255,792.6036326953224
67,Weighted Balanced Acceptance,1034.1652584012945,975.8843310197395,1098.121055903525,0.018374709299431635,0.466,samplers,975.8843310197395,1098.121055903525
67,Balanced Acceptance,1503.2538490632373,1410.0506007298793,1602.6177596419034,0.017673294186744765,0.466,samplers,1410.0506007298793,1602.6177596419034
67,Balanced Mask,720.0449661528642,682.190034853669,766.1054808119056,0.015131492145016124,0.466,samplers,682.190034853669,766.1054808119056
68,Uncertainty Sampling,390.4314684414629,356.1112763434389,420.422373722846,0.014838597810818506,0.1421,samplers,356.1112763434389,420.422373722846
68,Weighted Balanced Acceptance,1404.4211018815158,1317.3455831294177,1509.2795103130977,0.012029235086938848,0.1421,samplers,1317.3455831294177,1509.2795103130977
68,Balanced Acceptance,2706.59340307383,2503.483085763558,2908.6760093074668,0.012679808788958899,0.1421,samplers,2503.483085763558,2908.6760093074668
68,Balanced Mask,364.03333977447653,336.7152627152703,384.2336598667156,0.021522798332078447,0.1421,samplers,336.7152627152703,384.2336598667156
69,Uncertainty Sampling,784.716309983809,727.2822657254533,851.7818630210965,0.016906025254731664,0.1026,samplers,727.2822657254533,851.7818630210965
69,Weighted Balanced Acceptance,3749.878354175363,3433.9616672076017,4169.240986550493,0.012354657353919114,0.1026,samplers,3433.9616672076017,4169.240986550493
69,Balanced Acceptance,8115.701225727837,6985.143990841945,9187.216523983114,0.012105040931934059,0.1026,samplers,6985.143990841945,9187.216523983114
69,Balanced Mask,666.0107837792287,614.800522460634,720.0449661528642,0.02424446785358548,0.1026,samplers,614.800522460634,720.0449661528642
70,Uncertainty Sampling,2224.8092805755628,2057.8533874520026,2444.1088947965645,0.011536492458199092,0.2799,samplers,2057.8533874520026,2444.1088947965645
70,Weighted Balanced Acceptance,4644.783689449204,4144.297950272941,5184.927214146792,0.012534051596467427,0.2799,samplers,4144.297950272941,5184.927214146792
70,Balanced Acceptance,8246.610013532507,6999.129658395597,9132.252784591044,0.011820641794761525,0.2799,samplers,6999.129658395597,9132.252784591044
70,Balanced Mask,2116.2934690336892,1914.8823674922917,2310.9876695465,0.013121899405412606,0.2799,samplers,1914.8823674922917,2310.9876695465
71,Uncertainty Sampling,5707.4104234778115,5092.42429806034,6307.727100813404,0.011008670689665977,0.8064,samplers,5092.42429806034,6307.727100813404
71,Weighted Balanced Acceptance,5881.244593478127,5385.766305455837,6724.662957648514,0.01161059208868455,0.8064,samplers,5385.766305455837,6724.662957648514
71,Balanced Acceptance,6888.023691487396,6257.461587617625,7813.060901757654,0.013239559505629413,0.8064,samplers,6257.461587617625,7813.060901757654
71,Balanced Mask,5741.761270581911,5072.093256956965,6371.127183859097,0.01228405514842109,0.8064,samplers,5072.093256956965,6371.127183859097
72,Uncertainty Sampling,1133.8328417866805,1050.8466660334345,1223.3725001637433,0.011363349528615879,0.2074,samplers,1050.8466660334345,1223.3725001637433
72,Weighted Balanced Acceptance,2932.0410895849773,2674.305170306884,3176.2676068194637,0.011752669585889157,0.2074,samplers,2674.305170306884,3176.2676068194637
72,Balanced Acceptance,5375.004462091583,4767.14409308138,5952.251820514902,0.01137532945727235,0.2074,samplers,4767.14409308138,5952.251820514902
72,Balanced Mask,1063.534066907497,983.7235044659649,1145.2291966353105,0.015776010809089195,0.2074,samplers,983.7235044659649,1145.2291966353105
73,Uncertainty Sampling,1903.4263301671106,1750.054959636472,2049.6375948635964,0.01062598145574513,0.4773,samplers,1750.054959636472,2049.6375948635964
73,Weighted Balanced Acceptance,2600.4559548677676,2405.310487674678,2805.8159772997797,0.009100917449419816,0.4773,samplers,2405.310487674678,2805.8159772997797
73,Balanced Acceptance,3871.8274345178766,3588.4451402981977,4185.953023489327,0.008338456350424397,0.4773,samplers,3588.4451402981977,4185.953023489327
73,Balanced Mask,1799.7540077986055,1678.0677665321305,1934.1291895537704,0.011963977973384887,0.4773,samplers,1678.0677665321305,1934.1291895537704
74,Uncertainty Sampling,668.6804296107084,622.2233187050035,718.6061716152882,0.012795699427532153,0.138,samplers,622.2233187050035,718.6061716152882
74,Weighted Balanced Acceptance,2424.632087074893,2260.696147023217,2647.692741298006,0.011860463575085307,0.138,samplers,2260.696147023217,2647.692741298006
74,Balanced Acceptance,4672.738969078572,4270.52342574536,5184.927214146792,0.01036842871343971,0.138,samplers,4270.52342574536,5184.927214146792
74,Balanced Mask,646.325251241114,606.2524365710665,691.8088316768507,0.013272164679218698,0.138,samplers,606.2524365710665,691.8088316768507
75,Uncertainty Sampling,1283.5326892610087,1208.77831102506,1382.126963597673,0.01318620358597859,0.2782,samplers,1208.77831102506,1382.126963597673
75,Weighted Balanced Acceptance,2658.3057855038987,2449.0024939138248,2879.7313194242906,0.012612126565156584,0.2782,samplers,2449.0024939138248,2879.7313194242906
75,Balanced Acceptance,4635.502478254426,4261.990061766193,5164.226863559548,0.009286896663687401,0.2782,samplers,4261.990061766193,5164.226863559548
75,Balanced Mask,1213.6235929000786,1120.3068135798414,1317.3455831294177,0.0134808925465902,0.2782,samplers,1120.3068135798414,1317.3455831294177
76,Uncertainty Sampling,1746.5579981483102,1648.1298030113744,1862.004123802076,0.022472919405188828,0.5511,samplers,1648.1298030113744,1862.004123802076
76,Weighted Balanced Acceptance,2099.428982730828,1981.1145575543092,2256.1788218277716,0.019312822222737,0.5511,samplers,1981.1145575543092,2256.1788218277716
76,Balanced Acceptance,2845.3776425690094,2652.993956349914,3051.712164459879,0.01591896031198045,0.5511,samplers,2652.993956349914,3051.712164459879
76,Balanced Mask,1691.5475036876783,1605.8265237319897,1810.586078765952,0.020570129524238763,0.5511,samplers,1605.8265237319897,1810.586078765952
77,Uncertainty Sampling,1476.4346944419108,1373.8582060217966,1570.8806597401679,0.02081758741964939,0.6654,samplers,1373.8582060217966,1570.8806597401679
77,Weighted Balanced Acceptance,1615.4914150398833,1518.3633199306562,1722.2741414600785,0.017227204853290847,0.6654,samplers,1518.3633199306562,1722.2741414600785
77,Balanced Acceptance,2033.3042811478053,1918.716348328076,2176.39316502527,0.01607214981740269,0.6654,samplers,1918.716348328076,2176.39316502527
77,Balanced Mask,1429.9321433292741,1343.9604173739258,1527.501801725633,0.017055783190934794,0.6654,samplers,1343.9604173739258,1527.501801725633
78,Uncertainty Sampling,575.5299455679465,542.0104383539381,609.9012515694544,0.01811854986618661,0.9038,samplers,542.0104383539381,609.9012515694544
78,Weighted Balanced Acceptance,563.0053104944784,531.2768499319146,600.2195237573609,0.014424029665560098,0.9038,samplers,531.2768499319146,600.2195237573609
78,Balanced Acceptance,611.1223969253963,577.8369068927453,643.7448564271654,0.01751074191232282,0.9038,samplers,577.8369068927453,643.7448564271654
78,Balanced Mask,561.8803127464993,528.0984158274765,590.6914861585362,0.01676279890996881,0.9038,samplers,528.0984158274765,590.6914861585362
79,Uncertainty Sampling,3392.9963144148082,3088.5570218822304,3727.444210376451,0.012274314368228241,0.4448,samplers,3088.5570218822304,3727.444210376451
79,Weighted Balanced Acceptance,4682.0947352406065,4228.026779229384,5195.308484511723,0.011782863250052676,0.4448,samplers,4228.026779229384,5195.308484511723
79,Balanced Acceptance,6985.143990841945,6396.665288560193,8002.861843526373,0.010547271688602955,0.4448,samplers,6396.665288560193,8002.861843526373
79,Balanced Mask,3188.9993970287683,2932.0410895849773,3524.42463895188,0.011221410103193939,0.4448,samplers,2932.0410895849773,3524.42463895188
80,Uncertainty Sampling,200.97611100790024,187.38757200371765,215.55003228847292,0.012061486559378332,0.3648,samplers,187.38757200371765,215.55003228847292
80,Weighted Balanced Acceptance,346.27749272779965,323.5111742415285,367.69230339231035,0.01076941756885738,0.3648,samplers,323.5111742415285,367.69230339231035
80,Balanced Acceptance,549.6527198535334,521.7984800651526,582.4786083657357,0.007889984444231514,0.3648,samplers,521.7984800651526,582.4786083657357
80,Balanced Mask,193.48156757240764,183.30965916056644,207.5120168676036,0.012668085005329413,0.3648,samplers,183.30965916056644,207.5120168676036
81,Uncertainty Sampling,1612.2633385547701,1506.2636665572347,1715.3981185067942,0.010189350967930616,0.7709,samplers,1506.2636665572347,1715.3981185067942
81,Weighted Balanced Acceptance,1664.6954477691381,1589.8466928443743,1785.4119861191164,0.011183895782871272,0.7709,samplers,1589.8466928443743,1785.4119861191164
81,Balanced Acceptance,2021.1397690431836,1903.4263301671106,2163.3726047255527,0.010895060836190452,0.7709,samplers,1903.4263301671106,2163.3726047255527
81,Balanced Mask,1567.741724508815,1470.5401631337872,1661.369051738935,0.010734979264464163,0.7709,samplers,1470.5401631337872,1661.369051738935
82,Uncertainty Sampling,3610.042698772137,3339.1350267078687,3973.825374434415,0.008745995293681913,0.4988,samplers,3339.1350267078687,3973.825374434415
82,Weighted Balanced Acceptance,4941.905587764828,4598.5627205151095,5418.181292493759,0.00904872956439232,0.4988,samplers,4598.5627205151095,5418.181292493759
82,Balanced Acceptance,7402.304771827737,6792.25373688724,8463.855551176192,0.01023867693474339,0.4988,samplers,6792.25373688724,8463.855551176192
82,Balanced Mask,3545.636881093175,3312.525864157728,3817.9941792574928,0.00970005796491382,0.4988,samplers,3312.525864157728,3817.9941792574928
83,Uncertainty Sampling,3957.9602378518016,3646.327877766501,4313.447213587398,0.01001784651202568,0.2803,samplers,3646.327877766501,4313.447213587398
83,Weighted Balanced Acceptance,8480.801897610276,7241.216427626567,9391.5956517799,0.01161162266049397,0.2803,samplers,7241.216427626567,9391.5956517799
83,Balanced Acceptance,15027.204840555049,12830.772828616442,17847.785094256255,0.010184216405712453,0.2803,samplers,12830.772828616442,17847.785094256255
83,Balanced Mask,3631.770245169481,3305.9067718190963,4136.016810159157,0.014082953520340573,0.2803,samplers,3305.9067718190963,4136.016810159157
84,Uncertainty Sampling,190.7914315083757,176.4739103950316,209.17893849006842,0.01140876315157186,0.5691,samplers,176.4739103950316,209.17893849006842
84,Weighted Balanced Acceptance,243.03489945604858,226.1498542565652,260.1378942359582,0.00965083874251704,0.5691,samplers,226.1498542565652,260.1378942359582
84,Balanced Acceptance,328.7295102156239,308.96532525234767,353.98079347777275,0.013966634515253103,0.5691,samplers,308.96532525234767,353.98079347777275
84,Balanced Mask,187.76275972914829,172.9791468492261,200.97611100790024,0.013200845749175178,0.5691,samplers,172.9791468492261,200.97611100790024
85,Uncertainty Sampling,1884.4850370612887,1746.5579981483102,2041.4546030802721,0.02065227399822952,0.1629,samplers,1746.5579981483102,2041.4546030802721
85,Weighted Balanced Acceptance,5195.308484511723,4786.252772199069,5834.377667722425,0.013261370357093563,0.1629,samplers,4786.252772199069,5834.377667722425
85,Balanced Acceptance,9354.100559845885,8346.175488187982,10546.845504627136,0.009156509176615072,0.1629,samplers,8346.175488187982,10546.845504627136
85,Balanced Mask,1750.054959636472,1618.7259547853914,1884.4850370612887,0.012681052458217242,0.1629,samplers,1618.7259547853914,1884.4850370612887
86,Uncertainty Sampling,1147.5221765420756,1089.3702622271524,1230.7355384922325,0.01665683987836793,0.7534,samplers,1089.3702622271524,1230.7355384922325
86,Weighted Balanced Acceptance,1220.9279560680316,1145.2291966353105,1306.847815750792,0.015155011870405449,0.7534,samplers,1145.2291966353105,1306.847815750792
86,Balanced Acceptance,1488.2947349035294,1387.6670983474569,1567.741724508815,0.014919185803861661,0.7534,samplers,1387.6670983474569,1567.741724508815
86,Balanced Mask,1127.0495366727275,1061.4089121214452,1189.589856234401,0.014583229146042716,0.7534,samplers,1061.4089121214452,1189.589856234401
87,Uncertainty Sampling,269.6744398768717,251.94445651156622,289.2300678489618,0.009970859579631267,0.3123,samplers,251.94445651156622,289.2300678489618
87,Weighted Balanced Acceptance,504.35382701671284,472.13806756076787,531.2768499319146,0.009049900430139483,0.3123,samplers,472.13806756076787,531.2768499319146
87,Balanced Acceptance,833.2454565687616,783.148289105357,884.7757871972971,0.011251126995701232,0.3123,samplers,783.148289105357,884.7757871972971
87,Balanced Mask,255.49684281757797,241.09818378170226,276.22558075535517,0.010046470281334643,0.3123,samplers,241.09818378170226,276.22558075535517
88,Uncertainty Sampling,1634.996056253221,1539.7720587453712,1750.054959636472,0.011764879659160376,0.797,samplers,1539.7720587453712,1750.054959636472
88,Weighted Balanced Acceptance,1691.5475036876783,1570.8806597401679,1803.3574784306215,0.01035565299807722,0.797,samplers,1570.8806597401679,1803.3574784306215
88,Balanced Acceptance,2029.2413305954572,1903.4263301671106,2193.8758962932125,0.0078086321927196755,0.797,samplers,1903.4263301671106,2193.8758962932125
88,Balanced Mask,1602.6177596419034,1503.2538490632373,1705.1355221161368,0.008631109867053477,0.797,samplers,1503.2538490632373,1705.1355221161368
89,Uncertainty Sampling,2717.4425454180823,2533.708897499168,2961.511554239205,0.01236848215160752,0.7591,samplers,2533.708897499168,2961.511554239205
89,Weighted Balanced Acceptance,2868.2342539020397,2685.024888101093,3100.9372319022063,0.011234834386417038,0.7591,samplers,2685.024888101093,3100.9372319022063
89,Balanced Acceptance,3427.0999217315853,3163.5866471252393,3690.3518300697515,0.009788787245026182,0.7591,samplers,3163.5866471252393,3690.3518300697515
89,Balanced Mask,2679.659668810841,2458.8191056840783,2885.4971225244253,0.011348118270241242,0.7591,samplers,2458.8191056840783,2885.4971225244253
90,Uncertainty Sampling,383.4658838013922,356.82428296571766,405.55490182858813,0.023213581007692843,0.5994,samplers,356.82428296571766,405.55490182858813
90,Weighted Balanced Acceptance,454.5317001316327,423.799581249934,476.88361095761525,0.02095081436535028,0.5994,samplers,423.799581249934,476.88361095761525
90,Balanced Acceptance,603.832028827028,570.9436171470824,646.325251241114,0.025742533836530426,0.5994,samplers,570.9436171470824,646.325251241114
90,Balanced Mask,370.64593595870525,344.895011315065,391.21319101257455,0.019032881198945303,0.5994,samplers,344.895011315065,391.21319101257455
91,Uncertainty Sampling,1034.1652584012945,979.7960777958643,1104.7302509139217,0.015530263003086619,0.4598,samplers,979.7960777958643,1104.7302509139217
91,Weighted Balanced Acceptance,1412.873806516542,1330.5864570663211,1512.3013923966212,0.015622183647773798,0.4598,samplers,1330.5864570663211,1512.3013923966212
91,Balanced Acceptance,2107.844359731826,1945.7700163281406,2233.727233507236,0.013000835790598093,0.4598,samplers,1945.7700163281406,2233.727233507236
91,Balanced Mask,1001.5926542971234,948.9359135372033,1057.1713335229633,0.013494640759938437,0.4598,samplers,948.9359135372033,1057.1713335229633
92,Uncertainty Sampling,227.05635611871233,212.97863401064163,241.58091098826796,0.011035457470295433,0.8631,samplers,212.97863401064163,241.58091098826796
92,Weighted Balanced Acceptance,226.1498542565652,215.119320008533,242.54926688834126,0.00959844595792471,0.8631,samplers,215.119320008533,242.54926688834126
92,Balanced Acceptance,259.0993173400238,243.5215043581349,276.7786400977708,0.010993462263506311,0.8631,samplers,243.5215043581349,276.7786400977708
92,Balanced Mask,221.67134372333223,203.80984981868946,237.27092980352464,0.011297672041040707,0.8631,samplers,203.80984981868946,237.27092980352464
93,Uncertainty Sampling,919.0477369805282,858.6241347436013,983.7235044659649,0.009735644338139181,0.8216,samplers,858.6241347436013,983.7235044659649
93,Weighted Balanced Acceptance,960.3928945868611,891.8830955497258,1021.8282119336475,0.011308557488065652,0.8216,samplers,891.8830955497258,1021.8282119336475
93,Balanced Acceptance,1120.3068135798414,1048.7468632238995,1208.77831102506,0.01175094288571869,0.8216,samplers,1048.7468632238995,1208.77831102506
93,Balanced Mask,922.7316592528368,856.9084311792794,987.6666738815171,0.010371435647620438,0.8216,samplers,856.9084311792794,987.6666738815171
94,Uncertainty Sampling,2879.7313194242906,2668.961371166938,3150.9563150098793,0.013713112796161336,0.5553,samplers,2668.961371166938,3150.9563150098793
94,Weighted Balanced Acceptance,3545.636881093175,3319.1582092546478,3825.6385739017305,0.009404343339103826,0.5553,samplers,3319.1582092546478,3825.6385739017305
94,Balanced Acceptance,4844.039611676518,4507.496061864087,5375.004462091583,0.010262312760863989,0.5553,samplers,4507.496061864087,5375.004462091583
94,Balanced Mask,2800.2093931399713,2590.0738708520876,3003.268508275987,0.01252792062441504,0.5553,samplers,2590.0738708520876,3003.268508275987
95,Uncertainty Sampling,1736.108983651621,1648.1298030113744,1869.4678040732863,0.01438090901753366,0.5171,samplers,1648.1298030113744,1869.4678040732863
95,Weighted Balanced Acceptance,2233.727233507236,2099.428982730828,2390.920399179823,0.011751496692671077,0.5171,samplers,2099.428982730828,2390.920399179823
95,Balanced Acceptance,3157.265165272028,2932.0410895849773,3399.789777588406,0.008605520905362813,0.5171,samplers,2932.0410895849773,3399.789777588406
