sim,set,sp,type,sampler,layer,offset,nbon,low,med,upp,deg,confint_low,confint_upp,pmax
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,12,0.0,0.03508771929824561,0.05263157894736842,57,0.017543859649122806,0.03508771929824561,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,25,0.017543859649122806,0.05263157894736842,0.11491228070175434,57,0.05263157894736842,0.07017543859649122,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,38,0.017543859649122806,0.07017543859649122,0.13245614035087713,57,0.07017543859649122,0.08771929824561403,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,50,0.05263157894736842,0.10526315789473684,0.16754385964912274,57,0.08771929824561403,0.10526315789473684,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,62,0.06842105263157895,0.12280701754385964,0.18508771929824555,57,0.10526315789473684,0.12280701754385964,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,75,0.08771929824561403,0.15789473684210525,0.2201754385964912,57,0.14035087719298245,0.17543859649122806,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,88,0.10526315789473684,0.17543859649122806,0.24561403508771928,57,0.17543859649122806,0.19298245614035087,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,100,0.12280701754385964,0.18421052631578946,0.2728070175438596,57,0.17543859649122806,0.19298245614035087,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,112,0.12280701754385964,0.21052631578947367,0.2903508771929824,57,0.19298245614035087,0.22807017543859648,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,125,0.16578947368421051,0.22807017543859648,0.325438596491228,57,0.21052631578947367,0.24561403508771928,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,138,0.16578947368421051,0.24561403508771928,0.3333333333333333,57,0.24561403508771928,0.2631578947368421,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,150,0.156140350877193,0.2631578947368421,0.3333333333333333,57,0.24561403508771928,0.2807017543859649,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,162,0.20087719298245613,0.2807017543859649,0.38596491228070173,57,0.2807017543859649,0.2982456140350877,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,175,0.21052631578947367,0.2894736842105263,0.39561403508771925,57,0.2631578947368421,0.3157894736842105,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,188,0.21842105263157893,0.3157894736842105,0.40350877192982454,57,0.2982456140350877,0.3333333333333333,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,200,0.22807017543859648,0.3157894736842105,0.40526315789473677,57,0.2982456140350877,0.3333333333333333,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,212,0.23596491228070174,0.3333333333333333,0.43070175438596486,57,0.3157894736842105,0.3508771929824561,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,225,0.23596491228070174,0.34210526315789475,0.45614035087719296,57,0.3157894736842105,0.3508771929824561,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,238,0.2807017543859649,0.3684210526315789,0.45614035087719296,57,0.3684210526315789,0.38596491228070173,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,250,0.2982456140350877,0.38596491228070173,0.45614035087719296,57,0.3684210526315789,0.40350877192982454,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,262,0.3157894736842105,0.40350877192982454,0.47368421052631576,57,0.3684210526315789,0.42105263157894735,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,275,0.32368421052631585,0.40350877192982454,0.5008771929824561,57,0.40350877192982454,0.42105263157894735,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,288,0.30614035087719305,0.39473684210526316,0.4833333333333333,57,0.3684210526315789,0.40350877192982454,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,300,0.3333333333333333,0.42105263157894735,0.49122807017543857,57,0.42105263157894735,0.43859649122807015,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,312,0.3412280701754386,0.43859649122807015,0.49122807017543857,57,0.42105263157894735,0.45614035087719296,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,325,0.3684210526315789,0.43859649122807015,0.543859649122807,57,0.42105263157894735,0.43859649122807015,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,338,0.3508771929824561,0.4649122807017544,0.5710526315789474,57,0.45614035087719296,0.49122807017543857,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,350,0.3412280701754386,0.45614035087719296,0.5614035087719298,57,0.45614035087719296,0.47368421052631576,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,362,0.37631578947368427,0.47368421052631576,0.5614035087719298,57,0.43859649122807015,0.49122807017543857,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.25,0.25,375,0.42105263157894735,0.49122807017543857,0.5789473684210527,57,0.47368421052631576,0.5087719298245614,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,1,0.0,0.0,0.009649122807017494,57,0.0,0.0,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,12,0.0,0.017543859649122806,0.062280701754385916,57,0.017543859649122806,0.03508771929824561,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,24,0.017543859649122806,0.05263157894736842,0.10526315789473684,57,0.05263157894736842,0.05263157894736842,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,36,0.03508771929824561,0.08771929824561403,0.12280701754385964,57,0.07017543859649122,0.10526315789473684,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,48,0.04298245614035088,0.10526315789473684,0.16754385964912274,57,0.08771929824561403,0.12280701754385964,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,60,0.08771929824561403,0.14035087719298245,0.21052631578947367,57,0.12280701754385964,0.14035087719298245,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,72,0.0780701754385965,0.14035087719298245,0.237719298245614,57,0.12280701754385964,0.15789473684210525,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,84,0.10526315789473684,0.19298245614035087,0.2552631578947368,57,0.15789473684210525,0.19298245614035087,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,96,0.10526315789473684,0.19298245614035087,0.2807017543859649,57,0.17543859649122806,0.21052631578947367,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,108,0.14035087719298245,0.19298245614035087,0.3078947368421052,57,0.19298245614035087,0.21052631578947367,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,120,0.15789473684210525,0.22807017543859648,0.325438596491228,57,0.21052631578947367,0.24561403508771928,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,132,0.15789473684210525,0.22807017543859648,0.3508771929824561,57,0.21052631578947367,0.24561403508771928,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,144,0.19298245614035087,0.2631578947368421,0.3508771929824561,57,0.2631578947368421,0.2807017543859649,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,156,0.21052631578947367,0.2894736842105263,0.37807017543859645,57,0.2631578947368421,0.2982456140350877,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,168,0.20087719298245613,0.2982456140350877,0.39561403508771925,57,0.2807017543859649,0.3157894736842105,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,180,0.24561403508771928,0.3157894736842105,0.41315789473684206,57,0.2982456140350877,0.3157894736842105,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,192,0.22807017543859648,0.3157894736842105,0.41315789473684206,57,0.2982456140350877,0.3333333333333333,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,204,0.2710526315789474,0.3508771929824561,0.40350877192982454,57,0.3333333333333333,0.3508771929824561,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,216,0.2631578947368421,0.3508771929824561,0.45614035087719296,57,0.3333333333333333,0.3684210526315789,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,228,0.2885964912280702,0.3684210526315789,0.4403508771929824,57,0.3508771929824561,0.3684210526315789,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,240,0.2807017543859649,0.38596491228070173,0.4833333333333333,57,0.3684210526315789,0.40350877192982454,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,252,0.30614035087719305,0.38596491228070173,0.47368421052631576,57,0.3684210526315789,0.38596491228070173,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,264,0.2982456140350877,0.40350877192982454,0.4929824561403508,57,0.38596491228070173,0.40350877192982454,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,276,0.2807017543859649,0.42105263157894735,0.4833333333333333,57,0.38596491228070173,0.43859649122807015,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,288,0.30614035087719305,0.42105263157894735,0.5377192982456139,57,0.38596491228070173,0.43859649122807015,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,300,0.3587719298245614,0.42105263157894735,0.543859649122807,57,0.42105263157894735,0.43859649122807015,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,312,0.3684210526315789,0.45614035087719296,0.5263157894736842,57,0.45614035087719296,0.47368421052631576,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,324,0.3412280701754386,0.45614035087719296,0.5359649122807018,57,0.42105263157894735,0.45614035087719296,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,336,0.40350877192982454,0.4824561403508772,0.5535087719298245,57,0.45614035087719296,0.49122807017543857,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,348,0.37631578947368427,0.47368421052631576,0.5710526315789474,57,0.45614035087719296,0.49122807017543857,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.20,0.2,360,0.40350877192982454,0.49122807017543857,0.5535087719298245,57,0.47368421052631576,0.49122807017543857,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,1,0.0,0.0,0.017543859649122806,57,0.0,0.0,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,12,0.0,0.017543859649122806,0.07017543859649122,57,0.017543859649122806,0.03508771929824561,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,23,0.007894736842105267,0.05263157894736842,0.11491228070175434,57,0.03508771929824561,0.07017543859649122,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,34,0.025438596491228073,0.08771929824561403,0.14035087719298245,57,0.07017543859649122,0.08771929824561403,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,46,0.05263157894736842,0.10526315789473684,0.15789473684210525,57,0.08771929824561403,0.10526315789473684,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,58,0.07017543859649122,0.14035087719298245,0.20263157894736838,57,0.12280701754385964,0.15789473684210525,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,69,0.08771929824561403,0.14035087719298245,0.22807017543859648,57,0.12280701754385964,0.15789473684210525,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,80,0.0780701754385965,0.17543859649122806,0.22807017543859648,57,0.15789473684210525,0.19298245614035087,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,92,0.11315789473684211,0.19298245614035087,0.2807017543859649,57,0.17543859649122806,0.21052631578947367,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,104,0.14035087719298245,0.21052631578947367,0.2982456140350877,57,0.19298245614035087,0.24561403508771928,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,115,0.16578947368421051,0.22807017543859648,0.3333333333333333,57,0.21052631578947367,0.24561403508771928,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,126,0.156140350877193,0.2631578947368421,0.3508771929824561,57,0.24561403508771928,0.2807017543859649,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,138,0.17543859649122806,0.23684210526315788,0.3333333333333333,57,0.22807017543859648,0.24561403508771928,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,150,0.18333333333333332,0.2807017543859649,0.3508771929824561,57,0.24561403508771928,0.2982456140350877,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,161,0.21842105263157893,0.2807017543859649,0.3701754385964911,57,0.2631578947368421,0.2982456140350877,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,172,0.22807017543859648,0.2982456140350877,0.37807017543859645,57,0.2982456140350877,0.3157894736842105,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,184,0.20877192982456141,0.32456140350877194,0.42105263157894735,57,0.3157894736842105,0.3508771929824561,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,196,0.2631578947368421,0.3333333333333333,0.40350877192982454,57,0.3157894736842105,0.3508771929824561,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,207,0.24561403508771928,0.3508771929824561,0.43859649122807015,57,0.3333333333333333,0.3684210526315789,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,218,0.2807017543859649,0.38596491228070173,0.4657894736842105,57,0.3508771929824561,0.38596491228070173,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,230,0.2807017543859649,0.38596491228070173,0.4657894736842105,57,0.3508771929824561,0.40350877192982454,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,242,0.30614035087719305,0.38596491228070173,0.45614035087719296,57,0.3684210526315789,0.40350877192982454,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,253,0.3157894736842105,0.39473684210526316,0.49122807017543857,57,0.38596491228070173,0.40350877192982454,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,264,0.3157894736842105,0.40350877192982454,0.4929824561403508,57,0.40350877192982454,0.42105263157894735,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,276,0.3508771929824561,0.40350877192982454,0.5263157894736842,57,0.40350877192982454,0.42105263157894735,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,288,0.3412280701754386,0.43859649122807015,0.5263157894736842,57,0.42105263157894735,0.45614035087719296,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,299,0.3684210526315789,0.43859649122807015,0.543859649122807,57,0.42105263157894735,0.45614035087719296,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,310,0.37631578947368427,0.4473684210526316,0.5359649122807018,57,0.43859649122807015,0.45614035087719296,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,322,0.3587719298245614,0.45614035087719296,0.543859649122807,57,0.43859649122807015,0.47368421052631576,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,334,0.3938596491228071,0.47368421052631576,0.5614035087719298,57,0.45614035087719296,0.5087719298245614,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.15,0.15,345,0.38596491228070173,0.4649122807017544,0.5614035087719298,57,0.45614035087719296,0.47368421052631576,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,1,0.0,0.0,0.017543859649122806,57,0.0,0.0,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,11,0.0,0.017543859649122806,0.07017543859649122,57,0.017543859649122806,0.03508771929824561,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,22,0.017543859649122806,0.05263157894736842,0.08771929824561403,57,0.03508771929824561,0.05263157894736842,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,33,0.03508771929824561,0.07017543859649122,0.14035087719298245,57,0.07017543859649122,0.08771929824561403,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,44,0.060526315789473685,0.10526315789473684,0.17543859649122806,57,0.08771929824561403,0.12280701754385964,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,55,0.05263157894736842,0.12280701754385964,0.19298245614035087,57,0.12280701754385964,0.14035087719298245,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,66,0.0780701754385965,0.15789473684210525,0.24561403508771928,57,0.14035087719298245,0.15789473684210525,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,77,0.0956140350877193,0.17543859649122806,0.22807017543859648,57,0.15789473684210525,0.17543859649122806,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,88,0.11315789473684211,0.19298245614035087,0.2728070175438596,57,0.17543859649122806,0.21052631578947367,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,99,0.1307017543859649,0.21052631578947367,0.2807017543859649,57,0.21052631578947367,0.21052631578947367,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,110,0.15789473684210525,0.21052631578947367,0.3078947368421052,57,0.19298245614035087,0.22807017543859648,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,121,0.15789473684210525,0.24561403508771928,0.3333333333333333,57,0.22807017543859648,0.24561403508771928,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,132,0.20087719298245613,0.2807017543859649,0.3526315789473683,57,0.2631578947368421,0.2807017543859649,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,143,0.17543859649122806,0.2894736842105263,0.34298245614035083,57,0.2807017543859649,0.2982456140350877,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,154,0.19298245614035087,0.2631578947368421,0.37807017543859645,57,0.2631578947368421,0.2982456140350877,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,165,0.20087719298245613,0.32456140350877194,0.42105263157894735,57,0.2982456140350877,0.3333333333333333,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,176,0.23596491228070174,0.3508771929824561,0.43859649122807015,57,0.3157894736842105,0.3508771929824561,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,187,0.22807017543859648,0.3333333333333333,0.43070175438596486,57,0.3157894736842105,0.3508771929824561,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,198,0.24385964912280703,0.3508771929824561,0.44824561403508767,57,0.3333333333333333,0.3684210526315789,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,209,0.2710526315789474,0.37719298245614036,0.44824561403508767,57,0.3684210526315789,0.38596491228070173,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,220,0.2982456140350877,0.38596491228070173,0.4657894736842105,57,0.3684210526315789,0.38596491228070173,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,231,0.2885964912280702,0.38596491228070173,0.4657894736842105,57,0.3684210526315789,0.40350877192982454,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,242,0.2807017543859649,0.39473684210526316,0.47368421052631576,57,0.3684210526315789,0.42105263157894735,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,253,0.3157894736842105,0.43859649122807015,0.5087719298245614,57,0.40350877192982454,0.43859649122807015,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,264,0.3333333333333333,0.42105263157894735,0.5087719298245614,57,0.40350877192982454,0.43859649122807015,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,275,0.3412280701754386,0.43859649122807015,0.5535087719298245,57,0.42105263157894735,0.45614035087719296,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,286,0.3333333333333333,0.45614035087719296,0.5263157894736842,57,0.43859649122807015,0.47368421052631576,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,297,0.38596491228070173,0.45614035087719296,0.543859649122807,57,0.43859649122807015,0.47368421052631576,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,308,0.36666666666666664,0.47368421052631576,0.5535087719298245,57,0.43859649122807015,0.47368421052631576,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,319,0.40350877192982454,0.4649122807017544,0.5710526315789474,57,0.43859649122807015,0.47368421052631576,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.10,0.1,330,0.40350877192982454,0.49122807017543857,0.5614035087719298,57,0.47368421052631576,0.5087719298245614,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,1,0.0,0.0,0.017543859649122806,57,0.0,0.0,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,10,0.0,0.02631578947368421,0.05263157894736842,57,0.017543859649122806,0.03508771929824561,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,21,0.017543859649122806,0.07017543859649122,0.10526315789473684,57,0.05263157894736842,0.07017543859649122,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,32,0.017543859649122806,0.08771929824561403,0.13245614035087713,57,0.08771929824561403,0.08771929824561403,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,42,0.04298245614035088,0.08771929824561403,0.17543859649122806,57,0.08771929824561403,0.10526315789473684,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,52,0.060526315789473685,0.12280701754385964,0.21052631578947367,57,0.10526315789473684,0.14035087719298245,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,63,0.08771929824561403,0.14035087719298245,0.21052631578947367,57,0.14035087719298245,0.15789473684210525,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,74,0.0956140350877193,0.16666666666666666,0.24561403508771928,57,0.15789473684210525,0.17543859649122806,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,84,0.12280701754385964,0.19298245614035087,0.2728070175438596,57,0.17543859649122806,0.21052631578947367,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,94,0.12280701754385964,0.22807017543859648,0.2982456140350877,57,0.21052631578947367,0.24561403508771928,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,105,0.16578947368421051,0.24561403508771928,0.3157894736842105,57,0.22807017543859648,0.2631578947368421,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,116,0.156140350877193,0.24561403508771928,0.3508771929824561,57,0.22807017543859648,0.2631578947368421,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,126,0.1482456140350877,0.24561403508771928,0.2982456140350877,57,0.22807017543859648,0.2631578947368421,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,136,0.17543859649122806,0.2631578947368421,0.37807017543859645,57,0.24561403508771928,0.2982456140350877,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,147,0.17543859649122806,0.2631578947368421,0.37807017543859645,57,0.24561403508771928,0.2807017543859649,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,158,0.22807017543859648,0.3157894736842105,0.40350877192982454,57,0.2807017543859649,0.3333333333333333,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,168,0.22807017543859648,0.32456140350877194,0.43070175438596486,57,0.2982456140350877,0.3508771929824561,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,178,0.2535087719298246,0.3508771929824561,0.43859649122807015,57,0.3333333333333333,0.3508771929824561,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,189,0.2631578947368421,0.3508771929824561,0.43859649122807015,57,0.3157894736842105,0.3508771929824561,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,200,0.2710526315789474,0.3684210526315789,0.45614035087719296,57,0.3508771929824561,0.38596491228070173,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,210,0.2807017543859649,0.38596491228070173,0.4657894736842105,57,0.3684210526315789,0.40350877192982454,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,220,0.32368421052631585,0.42105263157894735,0.5008771929824561,57,0.40350877192982454,0.43859649122807015,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,231,0.3140350877192983,0.40350877192982454,0.49122807017543857,57,0.38596491228070173,0.40350877192982454,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,242,0.30614035087719305,0.42105263157894735,0.49122807017543857,57,0.40350877192982454,0.43859649122807015,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,252,0.3412280701754386,0.42105263157894735,0.5263157894736842,57,0.42105263157894735,0.43859649122807015,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,262,0.3333333333333333,0.42105263157894735,0.5087719298245614,57,0.40350877192982454,0.43859649122807015,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,273,0.3508771929824561,0.45614035087719296,0.5263157894736842,57,0.43859649122807015,0.47368421052631576,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,284,0.3508771929824561,0.45614035087719296,0.5263157894736842,57,0.43859649122807015,0.47368421052631576,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,294,0.3938596491228071,0.45614035087719296,0.5359649122807018,57,0.45614035087719296,0.47368421052631576,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,304,0.40350877192982454,0.49122807017543857,0.5614035087719298,57,0.45614035087719296,0.5087719298245614,1.0
1,ranges,node_55,realized,Balanced Acceptance,Over-0.05,0.05,315,0.40350877192982454,0.47368421052631576,0.606140350877193,57,0.45614035087719296,0.49122807017543857,1.0
1,ranges,node_55,realized,Balanced Acceptance,True-0.00,0.0,1,0.0,0.0,0.017543859649122806,57,0.0,0.0,1.0
1,ranges,node_55,realized,Balanced Acceptance,True-0.00,0.0,10,0.0,0.017543859649122806,0.062280701754385916,57,0.017543859649122806,0.017543859649122806,1.0
1,ranges,node_55,realized,Balanced Acceptance,True-0.00,0.0,20,0.017543859649122806,0.05263157894736842,0.11491228070175434,57,0.03508771929824561,0.07017543859649122,1.0
1,ranges,node_55,realized,Balanced Acceptance,True-0.00,0.0,30,0.017543859649122806,0.07017543859649122,0.12280701754385964,57,0.07017543859649122,0.08771929824561403,1.0
1,ranges,node_55,realized,Balanced Acceptance,True-0.00,0.0,40,0.05263157894736842,0.10526315789473684,0.17543859649122806,57,0.10526315789473684,0.10526315789473684,1.0
1,ranges,node_55,realized,Balanced Acceptance,True-0.00,0.0,50,0.07017543859649122,0.12280701754385964,0.19298245614035087,57,0.12280701754385964,0.14035087719298245,1.0
1,ranges,node_55,realized,Balanced Acceptance,True-0.00,0.0,60,0.08771929824561403,0.15789473684210525,0.22807017543859648,57,0.12280701754385964,0.15789473684210525,1.0
1,ranges,node_55,realized,Balanced Acceptance,True-0.00,0.0,70,0.10526315789473684,0.19298245614035087,0.22807017543859648,57,0.17543859649122806,0.19298245614035087,1.0
