sim,set,variable,offset,eff,eff_low,eff_upp,occ
43,ranges,Over-0.40,0.4,9062.261642340658,9015.68892125681,9104.226491609497,0.2183
43,ranges,Over-0.35,0.35,9065.020646054518,9017.129603800957,9112.153517459192,0.2183
43,ranges,Over-0.30,0.3,9060.87944363771,9018.568431331354,9104.226491609497,0.2183
43,ranges,Over-0.25,0.25,9062.261642340658,9021.440528424559,9108.197828599554,0.2183
43,ranges,Over-0.20,0.2,9066.397454592385,9017.129603800957,9108.197828599554,0.2183
43,ranges,Over-0.15,0.15,9065.020646054518,9009.907605571709,9102.899227066579,0.2183
43,ranges,Over-0.10,0.1,9069.145693845623,9021.440528424559,9113.468611230457,0.2183
43,ranges,Over-0.05,0.05,9055.332628694016,9004.096468176365,9100.239459134173,0.2183
43,ranges,True-0.00,0.0,9078.708249145713,9031.434695251519,9110.836690265256,0.2183
43,ranges,Under-0.05,-0.05,9041.338832723915,8987.961147931359,9085.485290396378,0.2183
43,ranges,Under-0.10,-0.1,8999.718476533844,8964.082630502864,9049.756896842146,0.2183
43,ranges,Under-0.15,-0.15,8996.790437193331,8953.481752317724,9041.338832723915,0.2183
43,ranges,Under-0.20,-0.2,8965.589352813131,8911.700899142825,9002.639010919436,0.2183
43,ranges,Under-0.25,-0.25,8910.125972677532,8861.94939144665,8967.09415821034,0.2183
43,ranges,Under-0.30,-0.3,8879.824087562887,8822.09302462361,8925.786409024466,0.2183
43,ranges,Under-0.35,-0.35,8848.795237230412,8801.718200592808,8908.549065796858,0.2183
43,ranges,Under-0.40,-0.4,8791.417821027759,8726.209646033947,8853.743349276385,0.2183
43,ranges,Under-0.45,-0.45,8697.097047246956,8635.269848281538,8761.820509691719,0.2183
43,ranges,Under-0.50,-0.5,8570.993239984336,8504.210287554217,8648.587428669402,0.2183
44,ranges,Over-0.50,0.5,8567.01769721304,8462.49274661579,8661.795345267668,0.1512
44,ranges,Over-0.45,0.45,8561.037093264742,8468.810814725723,8654.261360075852,0.1512
44,ranges,Over-0.40,0.4,8551.023210741332,8458.268797529894,8642.893354888784,0.1512
44,ranges,Over-0.35,0.35,8561.037093264742,8468.810814725723,8661.795345267668,0.1512
44,ranges,Over-0.30,0.3,8574.959576030722,8464.601148612897,8663.673270884945,0.1512
44,ranges,Over-0.25,0.25,8576.939295424736,8487.636824392172,8667.422448741747,0.1512
44,ranges,Over-0.20,0.2,8584.835218569613,8485.55452007962,8680.47467288718,0.1512
44,ranges,Over-0.15,0.15,8569.00662021689,8473.01097330546,8656.148202046144,0.1512
44,ranges,Over-0.10,0.1,8551.023210741332,8458.268797529894,8642.893354888784,0.1512
44,ranges,Over-0.05,0.05,8534.880427868016,8441.277522968798,8614.11932249703,0.1512
44,ranges,True-0.00,0.0,8563.032935286885,8477.201635956359,8642.893354888784,0.1512
44,ranges,Under-0.05,-0.05,8520.633228213786,8430.580168908438,8612.182977320948,0.1512
44,ranges,Under-0.10,-0.1,8462.49274661579,8376.188979141687,8559.038941806557,0.1512
44,ranges,Under-0.15,-0.15,8402.485515723598,8290.590957126367,8477.201635956359,0.1512
44,ranges,Under-0.20,-0.2,8292.889214502746,8196.610141057214,8376.188979141687,0.1512
44,ranges,Under-0.25,-0.25,8241.751608082242,8138.282451274641,8320.274897704348,0.1512
44,ranges,Under-0.30,-0.3,8145.653632995962,8032.659342687151,8251.139353793096,0.1512
44,ranges,Under-0.35,-0.35,8032.659342687151,7922.463662794329,8145.653632995962,0.1512
44,ranges,Under-0.40,-0.4,7930.4875954161,7776.80438133158,8060.762087086938,0.1512
44,ranges,Under-0.45,-0.45,7759.847546475363,7617.797806688352,7854.678564547419,0.1512
44,ranges,Under-0.50,-0.5,7647.304348319902,7503.256983005425,7782.435499752241,0.1512
45,ranges,Over-0.50,0.5,7285.541255314809,7116.654718854983,7428.948642320409,0.6697
45,ranges,Over-0.45,0.45,7285.541255314809,7136.870348641809,7438.3202340354355,0.6697
45,ranges,Over-0.40,0.4,7288.785567244378,7146.943722873006,7416.416338683883,0.6697
45,ranges,Over-0.35,0.35,7223.406253481457,7106.51253304073,7375.395927029008,0.6697
45,ranges,Over-0.30,0.3,7275.7927191201,7133.507450664782,7432.075139099292,0.6697
45,ranges,Over-0.25,0.25,7269.280703614539,7099.7383701047565,7400.691787967507,0.6697
45,ranges,Over-0.20,0.2,7292.0272776366,7065.715497420233,7422.6877527399365,0.6697
45,ranges,Over-0.15,0.15,7249.6823795539585,7099.7383701047565,7400.691787967507,0.6697
45,ranges,Over-0.10,0.1,7243.1288709709115,7109.895804130896,7403.841954762105,0.6697
45,ranges,Over-0.05,0.05,7256.225526312719,7123.403454806688,7469.387608576125,0.6697
45,ranges,True-0.00,0.0,7246.40692000279,7123.403454806688,7410.134404525641,0.6697
45,ranges,Under-0.05,-0.05,7167.021420994715,6996.914094115104,7295.266385622033,0.6697
45,ranges,Under-0.10,-0.1,7096.347480965827,6920.081411391786,7272.538009900496,0.6697
45,ranges,Under-0.15,-0.15,6996.914094115104,6824.16520085985,7153.646526779663,0.6697
45,ranges,Under-0.20,-0.2,6852.769150812412,6704.561406303772,7055.459354164806,0.6697
45,ranges,Under-0.25,-0.25,6733.79218631912,6567.45177834171,6895.384575194805,0.6697
45,ranges,Under-0.30,-0.3,6638.249488460078,6476.8744375389815,6856.333783904478,0.6697
45,ranges,Under-0.35,-0.35,6541.16438728838,6303.7212081548205,6773.7390788564135,0.6697
45,ranges,Under-0.40,-0.4,6346.43609791243,6217.564700881267,6548.68616988294,0.6697
45,ranges,Under-0.45,-0.45,6178.0905560596,5839.402415540058,6411.959913059933,0.6697
45,ranges,Under-0.50,-0.5,5957.694629870955,5699.069312385025,6193.903208582258,0.6697
46,ranges,Over-0.30,0.3,8493.869560688552,8441.277522968798,8557.03847936726,0.7795
46,ranges,Over-0.25,0.25,8481.382814320938,8437.005777736274,8547.00144851393,0.7795
46,ranges,Over-0.20,0.2,8493.869560688552,8434.866308333623,8542.970405447995,0.7795
46,ranges,Over-0.15,0.15,8479.293409945294,8426.284419290854,8538.930069302258,0.7795
46,ranges,Over-0.10,0.1,8483.469850544518,8437.005777736274,8551.023210741332,0.7795
46,ranges,Over-0.05,0.05,8502.146851971913,8430.580168908438,8555.035704403726,0.7795
46,ranges,True-0.00,0.0,8477.201635956359,8413.339397469732,8530.821468969474,0.7795
46,ranges,Under-0.05,-0.05,8443.40980162523,8369.560108189356,8498.012919086159,0.7795
46,ranges,Under-0.10,-0.1,8362.909270355536,8306.626636310588,8430.580168908438,0.7795
46,ranges,Under-0.15,-0.15,8311.185950256633,8239.398399390051,8356.236429972996,0.7795
46,ranges,Under-0.20,-0.2,8265.145832166818,8184.5792473294305,8308.907531007226,0.7795
46,ranges,Under-0.25,-0.25,8174.90888338136,8086.038703691083,8248.796178427794,0.7795
46,ranges,Under-0.30,-0.3,8058.2202281251675,7980.758961554054,8145.653632995962,0.7795
46,ranges,Under-0.35,-0.35,7980.758961554054,7884.706418005324,8058.2202281251675,0.7795
46,ranges,Under-0.40,-0.4,7876.548582143989,7802.061142408311,7946.4647388885305,0.7795
46,ranges,Under-0.45,-0.45,7728.512563610033,7644.365622618159,7843.680342656242,0.7795
46,ranges,Under-0.50,-0.5,7539.840711729809,7416.416338683883,7629.632231861504,0.7795
47,ranges,Over-0.50,0.5,8318.006367774602,8237.042679504779,8387.188379727753,0.5061
47,ranges,Over-0.45,0.45,8313.461895302504,8255.81818932522,8387.188379727753,0.5061
47,ranges,Over-0.40,0.4,8320.274897704348,8248.796178427794,8389.380964253973,0.5061
47,ranges,Over-0.35,0.35,8329.324338071641,8246.45049645477,8406.834320506267,0.5061
47,ranges,Over-0.30,0.3,8318.006367774602,8241.751608082242,8400.307483173643,0.5061
47,ranges,Over-0.25,0.25,8306.626636310588,8248.796178427794,8380.596040341097,0.5061
47,ranges,Over-0.20,0.2,8311.185950256633,8218.10638175776,8387.188379727753,0.5061
47,ranges,Over-0.15,0.15,8311.185950256633,8241.751608082242,8384.993365131102,0.5061
47,ranges,Over-0.10,0.1,8311.185950256633,8234.684447289099,8369.560108189356,0.5061
47,ranges,Over-0.05,0.05,8333.834268358421,8253.480023705955,8402.485515723598,0.5061
47,ranges,True-0.00,0.0,8322.540958437581,8246.45049645477,8400.307483173643,0.5061
47,ranges,Under-0.05,-0.05,8244.1023067223,8148.105586768743,8308.907531007226,0.5061
47,ranges,Under-0.10,-0.1,8229.960441335374,8143.199126479566,8302.057415617099,0.5061
47,ranges,Under-0.15,-0.15,8143.199126479566,8058.2202281251675,8232.323701609314,0.5061
47,ranges,Under-0.20,-0.2,8078.482798598069,7957.0638344419585,8167.6294378952725,0.5061
47,ranges,Under-0.25,-0.25,7957.0638344419585,7862.899567316889,8053.128755199981,0.5061
47,ranges,Under-0.30,-0.3,7865.634634690928,7788.056041962595,7943.808425916404,0.5061
47,ranges,Under-0.35,-0.35,7799.265407359386,7688.168175637374,7887.420437394772,0.5061
47,ranges,Under-0.40,-0.4,7608.8941578908125,7506.320168881459,7734.233662108117,0.5061
47,ranges,Under-0.45,-0.45,7490.977817279249,7362.685044390742,7617.797806688352,0.5061
47,ranges,Under-0.50,-0.5,7304.968086566385,7173.693492040249,7428.948642320409,0.5061
48,ranges,Over-0.50,0.5,5447.648153017079,5110.9255813323325,5707.37031714859,0.6077
48,ranges,Over-0.45,0.45,5350.184030734621,5042.162113480765,5682.450745780359,0.6077
48,ranges,Over-0.40,0.4,5460.320442635959,5230.863273725245,5744.655328641773,0.6077
48,ranges,Over-0.35,0.35,5426.506285944928,5153.82328704961,5744.655328641773,0.6077
48,ranges,Over-0.30,0.3,5434.96620789892,5063.666357546528,5711.518732694589,0.6077
48,ranges,Over-0.25,0.25,5345.934616131435,5183.8114320925815,5678.29268350884,0.6077
48,ranges,Over-0.20,0.2,5413.808574056791,5119.510298014731,5719.811365641013,0.6077
48,ranges,Over-0.15,0.15,5367.172169685811,5037.859658351994,5615.761543629997,0.6077
48,ranges,Over-0.10,0.1,5531.940698743063,5179.529534832422,5715.665750487387,0.6077
48,ranges,Over-0.05,0.05,5413.808574056791,5183.8114320925815,5715.665750487387,0.6077
48,ranges,True-0.00,0.0,5328.927605852918,5059.366599681351,5661.646900625754,0.6077
48,ranges,Under-0.05,-0.05,5290.608658135159,4951.709131014941,5665.810366468981,0.6077
48,ranges,Under-0.10,-0.1,5170.963593410866,4778.978124373221,5603.220129391673,0.6077
48,ranges,Under-0.15,-0.15,5132.38259496832,4623.302852264103,5320.418568079549,0.6077
48,ranges,Under-0.20,-0.2,4917.2014263478195,4562.773252766114,5188.092605921636,0.6077
48,ranges,Under-0.25,-0.25,4757.361560029523,4510.91613860341,5132.38259496832,0.6077
48,ranges,Under-0.30,-0.3,4783.3010097099395,4584.388120575881,5175.2469199876505,0.6077
48,ranges,Under-0.35,-0.35,4701.146494477893,4205.1871006348665,5055.066290326213,0.6077
48,ranges,Under-0.40,-0.4,4454.777616192652,4072.672066339226,4869.717363404321,0.6077
48,ranges,Under-0.45,-0.45,4424.571221518141,4034.3532585087232,4649.249780712729,0.6077
48,ranges,Under-0.50,-0.5,4235.209847514263,3793.652217803814,4562.773252766114,0.6077
49,ranges,Over-0.50,0.5,7017.659801126651,6863.455787338524,7173.693492040249,0.4456
49,ranges,Over-0.45,0.45,7052.035598726634,6838.486456389466,7203.590670381329,0.4456
49,ranges,Over-0.40,0.4,7021.10866876328,6845.6326319497675,7200.279050884539,0.4456
49,ranges,Over-0.35,0.35,7038.315411494463,6877.670687407253,7223.406253481457,0.4456
49,ranges,Over-0.30,0.3,7058.880590074572,6877.670687407253,7193.648088267226,0.4456
49,ranges,Over-0.25,0.25,7055.459354164806,6834.909752461268,7183.682351979984,0.4456
49,ranges,Over-0.20,0.2,7038.315411494463,6824.16520085985,7193.648088267226,0.4456
49,ranges,Over-0.15,0.15,7045.180535207863,6806.209607597957,7196.964856478302,0.4456
49,ranges,Over-0.10,0.1,7000.377954082953,6834.909752461268,7177.02567940219,0.4456
49,ranges,Over-0.05,0.05,7024.555032114302,6838.486456389466,7203.590670381329,0.4456
49,ranges,True-0.00,0.0,7010.754559303232,6881.218336994341,7216.811377480713,0.4456
49,ranges,Under-0.05,-0.05,6888.306331986074,6711.883113215954,7075.9489254085,0.4456
49,ranges,Under-0.10,-0.1,6788.194235446521,6559.952208717872,6976.078637459275,0.4456
49,ranges,Under-0.15,-0.15,6733.79218631912,6559.952208717872,6874.120605686281,0.4456
49,ranges,Under-0.20,-0.2,6586.16160941369,6465.463892933245,6795.407540563174,0.4456
49,ranges,Under-0.25,-0.25,6492.058223440699,6276.411769319093,6653.049895730277,0.4456
49,ranges,Under-0.30,-0.3,6396.5967762639975,6058.544493321537,6514.768640651146,0.4456
49,ranges,Under-0.35,-0.35,6299.825876968131,5961.749166683203,6537.400177498486,0.4456
49,ranges,Under-0.40,-0.4,6205.742617042604,5961.749166683203,6411.959913059933,0.4456
49,ranges,Under-0.45,-0.45,5969.853198615641,5674.133262888408,6233.300356715561,0.4456
49,ranges,Under-0.50,-0.5,5814.762281193012,5472.982930936389,6086.58586990125,0.4456
50,ranges,Over-0.50,0.5,7460.095078612666,7298.502890339454,7664.881034655262,0.2437
50,ranges,Over-0.45,0.45,7484.8223861237275,7256.225526312719,7682.362293660428,0.2437
50,ranges,Over-0.40,0.4,7466.2927363614435,7275.7927191201,7679.455377014737,0.2437
50,ranges,Over-0.35,0.35,7527.688450344949,7346.737508319789,7688.168175637374,0.2437
50,ranges,Over-0.30,0.3,7506.320168881459,7279.044830362613,7725.648041720844,0.2437
50,ranges,Over-0.25,0.25,7472.479842443395,7295.266385622033,7685.266559842848,0.2437
50,ranges,Over-0.20,0.2,7444.554794100095,7317.8672028199235,7670.718723641944,0.2437
50,ranges,Over-0.15,0.15,7484.8223861237275,7272.538009900496,7679.455377014737,0.2437
50,ranges,Over-0.10,0.1,7444.554794100095,7295.266385622033,7659.032742561578,0.2437
50,ranges,Over-0.05,0.05,7521.596448028337,7311.422859591574,7696.857121544688,0.2437
50,ranges,True-0.00,0.0,7512.438611562426,7346.737508319789,7711.285699211033,0.2437
50,ranges,Under-0.05,-0.05,7435.1990031750065,7167.021420994715,7629.632231861504,0.2437
50,ranges,Under-0.10,-0.1,7343.540150416997,7203.590670381329,7557.989714056339,0.2437
50,ranges,Under-0.15,-0.15,7272.538009900496,6941.154413018801,7530.730484016874,0.2437
50,ranges,Under-0.20,-0.2,7126.774002464541,6927.115584239951,7441.438831176084,0.2437
50,ranges,Under-0.25,-0.25,7075.9489254085,6905.983621954903,7311.422859591574,0.2437
50,ranges,Under-0.30,-0.3,6944.657960334687,6675.1816805551825,7133.507450664782,0.2437
50,ranges,Under-0.35,-0.35,6867.013153680549,6589.896851876785,7177.02567940219,0.2437
50,ranges,Under-0.40,-0.4,6700.89706064844,6377.34572785968,6965.627364712565,0.2437
50,ranges,Under-0.45,-0.45,6653.049895730277,6288.127827919401,6920.081411391786,0.2437
50,ranges,Under-0.50,-0.5,6522.321281896562,6249.004799580856,6827.749122619836,0.2437
51,ranges,Over-0.30,0.3,7840.924197705139,7734.233662108117,7938.487948685209,0.7946
51,ranges,Over-0.25,0.25,7790.862347728231,7670.718723641944,7900.951113037339,0.7946
51,ranges,Over-0.20,0.2,7779.621262713061,7670.718723641944,7873.824042639951,0.7946
51,ranges,Over-0.15,0.15,7759.847546475363,7653.173847151087,7857.421532699181,0.7946
51,ranges,Over-0.10,0.1,7790.862347728231,7661.958214012384,7862.899567316889,0.7946
51,ranges,Over-0.05,0.05,7773.984855325611,7661.958214012384,7887.420437394772,0.7946
51,ranges,True-0.00,0.0,7788.056041962595,7679.455377014737,7884.706418005324,0.7946
51,ranges,Under-0.05,-0.05,7676.545809836906,7557.989714056339,7793.666010340454,0.7946
51,ranges,Under-0.10,-0.1,7608.8941578908125,7518.546479968512,7731.374437013265,0.7946
51,ranges,Under-0.15,-0.15,7503.256983005425,7372.222137955205,7664.881034655262,0.7946
51,ranges,Under-0.20,-0.2,7469.387608576125,7340.340177305918,7573.041076664206,0.7946
51,ranges,Under-0.25,-0.25,7298.502890339454,7163.681539666864,7432.075139099292,0.7946
51,ranges,Under-0.30,-0.3,7252.955248646958,7103.12672124902,7378.567093939395,0.7946
51,ranges,Under-0.35,-0.35,7167.021420994715,7000.377954082953,7262.758303528055,0.7946
51,ranges,Under-0.40,-0.4,6979.557431098567,6863.455787338524,7156.9940913554165,0.7946
51,ranges,Under-0.45,-0.45,6802.611306892839,6693.561397049863,6951.65765063417,0.7946
51,ranges,Under-0.50,-0.5,6619.697649254893,6473.073080026183,6856.333783904478,0.7946
52,ranges,Over-0.50,0.5,8140.742066233199,8040.354796782136,8206.189289933769,0.6608
52,ranges,Over-0.45,0.45,8128.418424819339,8024.940552937397,8189.399206648379,0.6608
52,ranges,Over-0.40,0.4,8135.820280625816,8063.301362164677,8218.10638175776,0.6608
52,ranges,Over-0.35,0.35,8145.653632995962,8050.57913957326,8215.728010393192,0.6608
52,ranges,Over-0.30,0.3,8143.199126479566,8058.2202281251675,8234.684447289099,0.6608
52,ranges,Over-0.25,0.25,8140.742066233199,8055.675784440832,8210.963699359008,0.6608
52,ranges,Over-0.20,0.2,8133.3555533127965,8042.914766153527,8225.226372503053,0.6608
52,ranges,Over-0.15,0.15,8130.888268365829,8040.354796782136,8218.10638175776,0.6608
52,ranges,Over-0.10,0.1,8128.418424819339,8032.659342687151,8203.798295594512,0.6608
52,ranges,Over-0.05,0.05,8140.742066233199,8068.372164045007,8201.404773389075,0.6608
52,ranges,True-0.00,0.0,8103.5790569710525,8035.227085848111,8194.20902877914,0.6608
52,ranges,Under-0.05,-0.05,8065.838054201481,7964.985709861445,8138.282451274641,0.6608
52,ranges,Under-0.10,-0.1,8030.089006672521,7933.156998971643,8118.513445473807,0.6608
52,ranges,Under-0.15,-0.15,7946.4647388885305,7857.421532699181,8027.516077016823,0.6608
52,ranges,Under-0.20,-0.2,7846.433851390243,7748.490069609664,7941.1494960549235,0.6608
52,ranges,Under-0.25,-0.25,7782.435499752241,7711.285699211033,7873.824042639951,0.6608
52,ranges,Under-0.30,-0.3,7673.633592064577,7573.041076664206,7793.666010340454,0.6608
52,ranges,Under-0.35,-0.35,7591.015307961088,7469.387608576125,7685.266559842848,0.6608
52,ranges,Under-0.40,-0.4,7450.778815348828,7359.500773340293,7561.005282556227,0.6608
52,ranges,Under-0.45,-0.45,7362.685044390742,7239.848233444169,7469.387608576125,0.6608
52,ranges,Under-0.50,-0.5,7190.328747364525,7103.12672124902,7349.9322502829,0.6608
53,ranges,Over-0.50,0.5,8633.358352237668,8580.891844756183,8698.932978941684,0.3894
53,ranges,Over-0.45,0.45,8642.893354888784,8576.939295424736,8715.357848399006,0.3894
53,ranges,Over-0.40,0.4,8635.269848281538,8563.032935286885,8689.731350492602,0.3894
53,ranges,Over-0.35,0.35,8642.893354888784,8580.891844756183,8691.57607349391,0.3894
53,ranges,Over-0.30,0.3,8646.691644281955,8569.00662021689,8706.254785568377,0.3894
53,ranges,Over-0.25,0.25,8635.269848281538,8563.032935286885,8698.932978941684,0.3894
53,ranges,Over-0.20,0.2,8640.990846641618,8580.891844756183,8711.723170986672,0.3894
53,ranges,Over-0.15,0.15,8642.893354888784,8582.864677819916,8700.7667169585,0.3894
53,ranges,Over-0.10,0.1,8639.086093869002,8572.97755807008,8698.932978941684,0.3894
53,ranges,Over-0.05,0.05,8642.893354888784,8567.01769721304,8706.254785568377,0.3894
53,ranges,True-0.00,0.0,8654.261360075852,8586.803468573029,8720.793528644619,0.3894
53,ranges,Under-0.05,-0.05,8612.182977320948,8542.970405447995,8684.18396305956,0.3894
53,ranges,Under-0.10,-0.1,8590.733102621207,8512.440525523494,8644.793620228913,0.3894
53,ranges,Under-0.15,-0.15,8528.788491675226,8460.381963401327,8590.733102621207,0.3894
53,ranges,Under-0.20,-0.2,8506.271371210705,8437.005777736274,8578.91671781248,0.3894
53,ranges,Under-0.25,-0.25,8454.035312069918,8389.380964253973,8524.715533823372,0.3894
53,ranges,Under-0.30,-0.3,8411.173454009197,8333.834268358421,8470.912081732862,0.3894
53,ranges,Under-0.35,-0.35,8391.571120059654,8318.006367774602,8439.142848810667,0.3894
53,ranges,Under-0.40,-0.4,8283.681268471337,8218.10638175776,8351.77562857491,0.3894
53,ranges,Under-0.45,-0.45,8196.610141057214,8138.282451274641,8308.907531007226,0.3894
53,ranges,Under-0.50,-0.5,8140.742066233199,8068.372164045007,8213.347116627094,0.3894
54,ranges,Over-0.50,0.5,6641.953020070896,6295.928534202609,6920.081411391786,0.2997
54,ranges,Over-0.45,0.45,6544.926385699731,6361.907441646745,7069.129165934381,0.2997
54,ranges,Over-0.40,0.4,6630.8355811781,6327.050757746916,6838.486456389466,0.2997
54,ranges,Over-0.35,0.35,6697.230390086486,6400.440712000784,6969.113602567582,0.2997
54,ranges,Over-0.30,0.3,6630.8355811781,6252.926005921621,6831.330640514119,0.2997
54,ranges,Over-0.25,0.25,6630.8355811781,6323.16756883497,6941.154413018801,0.2997
54,ranges,Over-0.20,0.2,6559.952208717872,6162.2475258622435,6852.769150812412,0.2997
54,ranges,Over-0.15,0.15,6615.980463523512,6264.677796578399,7027.9988896144805,0.2997
54,ranges,Over-0.10,0.1,6741.076464993668,6276.411769319093,6983.033739950675,0.2997
54,ranges,Over-0.05,0.05,6660.436354513757,6377.34572785968,6874.120605686281,0.2997
54,ranges,True-0.00,0.0,6645.654266871381,6431.1163688935885,6976.078637459275,0.2997
54,ranges,Under-0.05,-0.05,6567.45177834171,6284.224471418995,6898.920035088731,0.2997
54,ranges,Under-0.10,-0.1,6408.122283615436,6058.544493321537,6733.79218631912,0.2997
54,ranges,Under-0.15,-0.15,6396.5967762639975,5941.459778173954,6726.49852224672,0.2997
54,ranges,Under-0.20,-0.2,6201.798067538421,5723.955573278345,6503.423252504172,0.2997
54,ranges,Under-0.25,-0.25,5961.749166683203,5565.527987424921,6377.34572785968,0.2997
54,ranges,Under-0.30,-0.3,5761.189303450556,5324.673543338486,6066.565277348185,0.2997
54,ranges,Under-0.35,-0.35,5578.103212521102,5179.529534832422,5977.950479523599,0.2997
54,ranges,Under-0.40,-0.4,5794.187070323802,5413.808574056791,5957.694629870955,0.2997
54,ranges,Under-0.45,-0.45,4644.9251574785085,4136.69614766242,5619.939455894189,0.2997
54,ranges,Under-0.50,-0.5,5324.673543338486,4731.417812143489,5586.480520405181,0.2997
55,ranges,Over-0.10,0.1,7851.93296190437,7762.680299624732,7938.487948685209,0.9498
55,ranges,Over-0.05,0.05,7802.061142408311,7711.285699211033,7903.649367567028,0.9498
55,ranges,True-0.00,0.0,7804.854235588245,7711.285699211033,7911.728379619369,0.9498
55,ranges,Under-0.05,-0.05,7734.233662108117,7614.832574100115,7832.639941405482,0.9498
55,ranges,Under-0.10,-0.1,7702.636501883577,7605.920974445942,7796.467030111461,0.9498
55,ranges,Under-0.15,-0.15,7641.424246070505,7521.596448028337,7742.795449412054,0.9498
55,ranges,Under-0.20,-0.2,7548.927123953663,7450.778815348828,7647.304348319902,0.9498
55,ranges,Under-0.25,-0.25,7453.886872717831,7340.340177305918,7551.9506345344,0.9498
55,ranges,Under-0.30,-0.3,7340.340177305918,7246.40692000279,7472.479842443395,0.9498
55,ranges,Under-0.35,-0.35,7292.0272776366,7190.328747364525,7388.064855210403,0.9498
55,ranges,Under-0.40,-0.4,7190.328747364525,7075.9489254085,7317.8672028199235,0.9498
55,ranges,Under-0.45,-0.45,7055.459354164806,6874.120605686281,7156.9940913554165,0.9498
55,ranges,Under-0.50,-0.5,6842.060750236504,6733.79218631912,6993.447741074715,0.9498
56,ranges,Over-0.50,0.5,6689.890083980383,6473.073080026183,6913.037419034819,0.5365
56,ranges,Over-0.45,0.45,6660.436354513757,6480.673633652121,6895.384575194805,0.5365
56,ranges,Over-0.40,0.4,6682.540507559395,6465.463892933245,6905.983621954903,0.5365
56,ranges,Over-0.35,0.35,6671.498804293715,6469.269564144126,6934.139922943979,0.5365
56,ranges,Over-0.30,0.3,6682.540507559395,6518.546058309004,6927.115584239951,0.5365
56,ranges,Over-0.25,0.25,6656.744272657936,6465.463892933245,6913.037419034819,0.5365
56,ranges,Over-0.20,0.2,6638.249488460078,6488.265529608218,6877.670687407253,0.5365
56,ranges,Over-0.15,0.15,6645.654266871381,6442.584775295594,6874.120605686281,0.5365
56,ranges,Over-0.10,0.1,6726.49852224672,6465.463892933245,6905.983621954903,0.5365
56,ranges,Over-0.05,0.05,6741.076464993668,6507.207234813843,6881.218336994341,0.5365
56,ranges,True-0.00,0.0,6678.862249140793,6541.16438728838,6888.306331986074,0.5365
56,ranges,Under-0.05,-0.05,6608.539295309261,6385.052408147607,6831.330640514119,0.5365
56,ranges,Under-0.10,-0.1,6442.584775295594,6237.229402789137,6638.249488460078,0.5365
56,ranges,Under-0.15,-0.15,6427.289313833311,6126.490909553006,6627.125210717084,0.5365
56,ranges,Under-0.20,-0.2,6288.127827919401,6022.363320996945,6518.546058309004,0.5365
56,ranges,Under-0.25,-0.25,6197.8515968036445,5933.33239067296,6423.460137553497,0.5365
56,ranges,Under-0.30,-0.3,5977.950479523599,5769.4475752500475,6280.319117374307,0.5365
56,ranges,Under-0.35,-0.35,5847.60348266015,5502.489806329861,6122.508658144023,0.5365
56,ranges,Under-0.40,-0.4,5661.646900625754,5409.573937544745,6038.46145169907,0.5365
56,ranges,Under-0.45,-0.45,5451.873329603746,5140.960871775071,5839.402415540058,0.5365
56,ranges,Under-0.50,-0.5,5046.464041204632,4696.82182121354,5362.9265740116425,0.5365
57,ranges,Over-0.50,0.5,8524.715533823372,8464.601148612897,8580.891844756183,0.3572
57,ranges,Over-0.45,0.45,8516.541562788396,8449.792278768253,8586.803468573029,0.3572
57,ranges,Over-0.40,0.4,8518.588566230359,8445.539686197088,8574.959576030722,0.3572
57,ranges,Over-0.35,0.35,8516.541562788396,8451.914989614474,8584.835218569613,0.3572
57,ranges,Over-0.30,0.3,8512.440525523494,8443.40980162523,8574.959576030722,0.3572
57,ranges,Over-0.25,0.25,8502.146851971913,8441.277522968798,8570.993239984336,0.3572
57,ranges,Over-0.20,0.2,8510.3864887033,8449.792278768253,8565.02646942,0.3572
57,ranges,Over-0.15,0.15,8500.081062977308,8426.284419290854,8561.037093264742,0.3572
57,ranges,Over-0.10,0.1,8518.588566230359,8456.153247564322,8584.835218569613,0.3572
57,ranges,Over-0.05,0.05,8514.492216386014,8458.268797529894,8574.959576030722,0.3572
57,ranges,True-0.00,0.0,8506.271371210705,8434.866308333623,8563.032935286885,0.3572
57,ranges,Under-0.05,-0.05,8464.601148612897,8400.307483173643,8516.541562788396,0.3572
57,ranges,Under-0.10,-0.1,8415.502927242534,8356.236429972996,8495.942418816483,0.3572
57,ranges,Under-0.15,-0.15,8281.3730627088,8215.728010393192,8356.236429972996,0.3572
57,ranges,Under-0.20,-0.2,8189.399206648379,8130.888268365829,8272.115326522635,0.3572
57,ranges,Under-0.25,-0.25,8108.567452386307,8035.227085848111,8189.399206648379,0.3572
57,ranges,Under-0.30,-0.3,8009.432882332962,7933.156998971643,8103.5790569710525,0.3572
57,ranges,Under-0.35,-0.35,7903.649367567028,7829.8732474708695,7993.831620561221,0.3572
57,ranges,Under-0.40,-0.4,7846.433851390243,7765.510406829547,7906.344996476482,0.3572
57,ranges,Under-0.45,-0.45,7725.648041720844,7638.480218693941,7799.265407359386,0.3572
57,ranges,Under-0.50,-0.5,7608.8941578908125,7487.901422083251,7696.857121544688,0.3572
58,ranges,Over-0.50,0.5,8382.795919116958,8318.006367774602,8462.49274661579,0.2368
58,ranges,Over-0.45,0.45,8391.571120059654,8315.735367391775,8466.707170834708,0.2368
