nbon,nrep,refmethod,βos_low_realized,βos_upp_possible,βos_detected,βos_upp_realized,βos_possible,βos_realized,βos_med_realized,βos_upp_detected,βos_med_possible,βos_low_possible,βos_med_detected,βos_low_detected
59,7,metawebify,0.9834395191246988,0.6716455436605013,0.8652094717668488,0.9952267339342622,0.013359722909450767,0.7066666666666667,0.9902818270165209,1.0,0.574173712528824,0.4654926459737321,0.9961013645224172,0.9922178988326849
59,8,metawebify,0.982100150107099,0.7327879334019911,0.9,0.997610513739546,0.021380574221136223,0.738045738045738,0.9904761904761905,1.0,0.6107899807321773,0.5108688762925331,0.997610513739546,0.9881093935790726
59,9,metawebify,0.9869174161896974,0.8276336944649847,0.9239904988123515,0.9983552631578947,0.02748414376321353,0.8120805369127517,0.9934372436423298,0.9992598684210526,0.692200557103064,0.5008114143920596,0.9967132292522597,0.9918032786885246
59,10,metawebify,0.9872611464968153,0.7120523783695548,0.9024390243902439,0.9976792954363491,0.01670061099796334,0.7466759972008398,0.9920191540303273,1.0,0.5807473084230526,0.4745922457441365,0.9968,0.9920191540303273
59,11,metawebify,0.9805216459672554,0.7727430525203735,0.8817829457364341,0.9979423868312757,0.021567596002104155,0.7448337825696316,0.9897540983606558,1.0,0.6402027027027027,0.4996053908613373,0.9958890030832477,0.9897540983606558
59,12,metawebify,0.985280588776449,0.7968359700249792,0.9013215859030838,0.996299722479186,0.03600576092174748,0.7347266881028939,0.9926131117266851,1.0,0.6702786377708978,0.5258438568303878,0.996299722479186,0.9934418325217655
59,13,metawebify,0.986702860333809,0.6973370039342414,0.9054054054054054,0.9982285208148804,0.010300044782803403,0.7763779527559055,0.9929328621908127,1.0,0.5954738330975955,0.4849946497226047,0.9964601769911504,0.9911738746690203
59,14,metawebify,0.9866888519134775,0.6391852425122301,0.9088729016786571,0.9975744811855418,0.01015228426395939,0.7995478522984175,0.993322203672788,1.0,0.5142675967025999,0.4653465488229437,0.9966555183946488,0.9924078356894519
59,15,metawebify,0.9863680623174295,0.7340306555927384,0.9245283018867925,0.9980411361410382,0.01898101898101898,0.7926186291739895,0.9921875,1.0,0.6037735849056604,0.46607392235359835,0.9960861056751468,0.9941348973607038
59,16,metawebify,0.9869668331194927,0.7420260518724067,0.936080740117746,0.9982638888888888,0.04446460980036298,0.8460304731355253,0.9930735930735931,0.99921875,0.6396011396011396,0.5298264114999951,0.9965307892454467,0.9930735930735931
59,17,metawebify,0.9839142091152815,0.7435762574331173,0.8797629127857748,0.9964028776978417,0.01323596531264263,0.6920731707317073,0.9910313901345291,1.0,0.6040462427745664,0.4049679066817329,0.9964028776978417,0.9918356667283895
59,18,metawebify,0.9842105263157894,0.6738523788369838,0.8960603520536463,0.9982332155477032,0.012080536912751677,0.7507739938080495,0.9911971830985915,1.0,0.5840336134453782,0.47018983617202614,0.9964695498676082,0.9902339830539968
59,19,metawebify,0.9838257468826814,0.7606252083892426,0.8782961460446247,0.9956896551724138,0.014238773274917854,0.6928702010968921,0.9892588614393125,1.0,0.6729900632339657,0.5291893734828028,0.9978425026968716,0.9913978494623656
59,20,metawebify,0.9831302717900656,0.803192930054518,0.8892857142857142,0.9981114258734656,0.0506454816285998,0.7009646302250804,0.9905926622765757,1.0,0.6874003189792663,0.5710837538953697,0.9962264150943396,0.9943449575871819
60,1,metawebify,0.9857932123125493,0.7699926558721845,0.8734177215189873,0.9968253968253968,0.026938775510204082,0.7557571528262387,0.9920823436262867,1.0,0.6514620538118524,0.4996657545061264,0.9968253968253968,0.9912549360072963
60,2,metawebify,0.9827586206896551,0.6720056147304103,0.8988648090815273,0.997828447339848,0.017136539524599224,0.7342130065975495,0.9913419913419913,1.0,0.5540540540540541,0.4487084102136778,0.997828447339848,0.9902117702117701
60,3,metawebify,0.984577868148233,0.6949633532410988,0.8577476714648603,0.9973148714429908,0.028116213683223992,0.7007751937984497,0.9909255898366606,1.0,0.595056553911205,0.4950343292674999,0.9963603275705186,0.9909255898366606
60,4,metawebify,0.9855595667870036,0.764306035724575,0.864406779661017,0.9973221835948511,0.04018912529550828,0.7656500802568218,0.9909502262443439,1.0,0.6616314199395771,0.5729784701471932,0.9945602901178604,0.9891500904159132
60,5,metawebify,0.9847764034253093,0.7233720739132895,0.8912058023572076,0.9961722488038277,0.021047479197258932,0.7677966101694915,0.9914085682830625,1.0,0.6195652173913043,0.5198267981628194,0.9961722488038277,0.9894618375188292
60,6,metawebify,0.979381443298969,0.6988128150918849,0.8658892128279884,0.9979188345473465,0.028387787895018748,0.7893755824790307,0.991701244813278,1.0,0.5933653852113709,0.5153906866614049,0.9958419958419958,0.9874768929063231
60,7,metawebify,0.9816007359705612,0.740537916454606,0.884514435695538,0.9962928637627433,0.024738344433872503,0.7177033492822966,0.9907578558225508,1.0,0.6056655230931829,0.47352966375459987,0.9962928637627433,0.9907578558225508
60,8,metawebify,0.9838931224128052,0.7253556046696135,0.8716577540106952,0.9961977186311787,0.011073663938372653,0.7017828200972447,0.990521327014218,1.0,0.5267226006002133,0.38219928644240575,0.9961977186311787,0.9895317212408444
60,9,metawebify,0.9827531723391697,0.7376603992326516,0.8944636678200693,0.9973099744492278,0.018604651162790697,0.7325949367088608,0.9927206551410374,1.0,0.6478592623753211,0.5183494445245996,0.9963536918869644,0.9927206551410374
60,10,metawebify,0.9816245227371452,0.7483457347624334,0.899581589958159,0.9982394366197183,0.010235870048954161,0.7368018362662586,0.9912280701754386,1.0,0.5952339680766532,0.42899874055415615,0.9964819700967458,0.9894829097283085
60,11,metawebify,0.985181451246891,0.6604881972091527,0.9044776119402985,0.9976910624103098,0.010693069306930694,0.7946554149085795,0.9921935987509758,1.0,0.5519153568755528,0.46198351827247763,0.9953088350273651,0.9913777628388507
60,12,metawebify,0.9870223503965393,0.7812759789637729,0.9046302695231514,0.9971014492753624,0.05837173579109063,0.7792123950936087,0.9934903149992728,1.0,0.6923563636637871,0.5435604738577272,0.9971014492753624,0.9927693420101229
60,13,metawebify,0.9849853027858784,0.7804821697639377,0.8689883913764511,0.9964570416297609,0.0425531914893617,0.7540856031128405,0.9929266136162688,1.0,0.687125748502994,0.5475804728242795,0.9964570416297609,0.9902434279672778
60,14,metawebify,0.985,0.6377045193493951,0.8800315706393055,0.9983221476510067,0.010606703436571913,0.7736411020104245,0.9916387959866221,1.0,0.5487646293888166,0.4435509914431463,0.9966471081307627,0.9899749373433584
60,15,metawebify,0.9844810863239574,0.7900623624358034,0.8944444444444445,0.998046875,0.02865761689291101,0.7280405405405406,0.9902723735408561,1.0,0.6519986543945362,0.42125433967873105,0.998046875,0.993132640917451
60,16,metawebify,0.9824561403508771,0.7515858337786798,0.9039595619208087,0.9964664310954063,0.03102189781021898,0.6979714500375658,0.9911894273127754,1.0,0.6137095951871112,0.513632071133602,0.9964664310954063,0.9911894273127754
60,17,metawebify,0.984577868148233,0.7776689348801806,0.8656462585034014,0.9981785063752276,0.018570102135561744,0.7330173775671406,0.9927338782924614,1.0,0.6741762567223554,0.5286720571095571,0.9963603275705186,0.991784526853166
60,18,metawebify,0.9842209072978304,0.7450130095403296,0.8681522748375116,0.9980139026812314,0.023397761953204477,0.7211291702309667,0.9920792079207921,1.0,0.616068427460015,0.5071430817663041,0.996031746031746,0.990108803165183
60,19,metawebify,0.9876638396299152,0.790024120365685,0.9096296296296297,0.9984496124031008,0.03700724054706356,0.7803867403314917,0.9938128383604021,1.0,0.6589474067792118,0.4893429240533024,0.9969016266460109,0.9938128383604021
60,20,metawebify,0.9839083239795463,0.6728353750193831,0.919634703196347,0.9980988593155894,0.010576923076923078,0.8027444253859348,0.9914736823208388,1.0,0.5495813782616682,0.4206851998747283,0.9962013295346629,0.9914265133563119
61,1,metawebify,0.9841791174050496,0.6895898641588296,0.9086839749328559,0.9981255857544518,0.005660377358490566,0.7634408602150538,0.9925233644859813,1.0,0.5653450807635829,0.4003321829163071,0.9962546816479401,0.9915931481626918
61,2,metawebify,0.9859797191590551,0.7012422949265055,0.8768511301636789,0.9966832504145937,0.021637675010606705,0.7150997150997151,0.9917287014061208,1.0,0.6150234741784038,0.4714638419522075,0.9966832504145937,0.9933774834437086
61,3,metawebify,0.9851851851851852,0.711778902237062,0.8774080560420315,0.9981360671015843,0.015632401705352912,0.7402597402597403,0.9907149489322191,1.0,0.5695461200585652,0.396875721326834,0.9962756052141527,0.9897916117573897
61,4,metawebify,0.9820964856598765,0.7189482440594597,0.8480801335559266,0.9981949458483754,0.011420740063956145,0.7122969837587007,0.9910071942446043,1.0,0.589375448671931,0.452818457542726,0.9963931469792606,0.9910071942446043
61,5,metawebify,0.9868297271872061,0.7184714387860491,0.8607929515418502,0.9971635670380021,0.01440922190201729,0.7339901477832512,0.9905749293119699,1.0,0.5939622641509434,0.49416510675782543,0.996219281663516,0.9905749293119699
