sim,sp,type,sampler,nbon,low,med,upp,deg
1,node_65,realized,UncertaintySampling,1,0.0,0.01639344262295082,0.03278688524590164,61
1,node_65,realized,UncertaintySampling,6,0.03278688524590164,0.07377049180327869,0.13114754098360656,61
1,node_65,realized,UncertaintySampling,11,0.06557377049180328,0.11475409836065574,0.18032786885245902,61
1,node_65,realized,UncertaintySampling,16,0.09836065573770492,0.16393442622950818,0.21311475409836064,61
1,node_65,realized,UncertaintySampling,21,0.13114754098360656,0.18032786885245902,0.2459016393442623,61
1,node_65,realized,UncertaintySampling,26,0.17131147540983604,0.21311475409836064,0.3114754098360656,61
1,node_65,realized,UncertaintySampling,31,0.18032786885245902,0.2459016393442623,0.3368852459016393,61
1,node_65,realized,UncertaintySampling,36,0.19672131147540983,0.2786885245901639,0.3442622950819672,61
1,node_65,realized,UncertaintySampling,41,0.2459016393442623,0.29508196721311475,0.3770491803278688,61
1,node_65,realized,UncertaintySampling,46,0.2278688524590164,0.3114754098360656,0.4098360655737705,61
1,node_65,realized,UncertaintySampling,51,0.26229508196721313,0.3360655737704918,0.4098360655737705,61
1,node_65,realized,UncertaintySampling,56,0.28606557377049185,0.3770491803278688,0.451639344262295,61
1,node_65,realized,UncertaintySampling,61,0.3114754098360656,0.39344262295081966,0.46803278688524586,61
1,node_65,realized,UncertaintySampling,66,0.32786885245901637,0.39344262295081966,0.4844262295081967,61
1,node_65,realized,UncertaintySampling,71,0.3442622950819672,0.4262295081967213,0.5081967213114754,61
1,node_65,realized,UncertaintySampling,76,0.36803278688524593,0.4262295081967213,0.5172131147540984,61
1,node_65,realized,UncertaintySampling,81,0.36065573770491804,0.4426229508196721,0.5573770491803278,61
1,node_65,realized,UncertaintySampling,86,0.3770491803278688,0.47540983606557374,0.5499999999999999,61
1,node_65,realized,UncertaintySampling,91,0.40081967213114755,0.47540983606557374,0.5573770491803278,61
1,node_65,realized,UncertaintySampling,96,0.4098360655737705,0.5081967213114754,0.5991803278688524,61
1,node_65,realized,UncertaintySampling,101,0.43360655737704923,0.5,0.6081967213114753,61
1,node_65,realized,UncertaintySampling,106,0.43360655737704923,0.5081967213114754,0.6065573770491803,61
1,node_65,realized,UncertaintySampling,111,0.440983606557377,0.5245901639344263,0.6065573770491803,61
1,node_65,realized,UncertaintySampling,116,0.4663934426229508,0.5245901639344263,0.6155737704918033,61
1,node_65,realized,UncertaintySampling,121,0.47540983606557374,0.5409836065573771,0.631967213114754,61
1,node_65,realized,UncertaintySampling,126,0.4918032786885246,0.5573770491803278,0.6229508196721312,61
1,node_65,realized,UncertaintySampling,131,0.4663934426229508,0.5573770491803278,0.639344262295082,61
1,node_65,realized,UncertaintySampling,136,0.4827868852459017,0.5737704918032787,0.6557377049180327,61
1,node_65,realized,UncertaintySampling,141,0.5081967213114754,0.5737704918032787,0.6721311475409836,61
1,node_65,realized,UncertaintySampling,146,0.5155737704918033,0.5901639344262295,0.6647540983606557,61
