sp,type,sampler,nbon,rep,deg,monitored
node_71,realized,BalancedAcceptance,46,27,32,2
node_71,realized,BalancedAcceptance,51,27,32,6
node_71,realized,BalancedAcceptance,56,27,32,5
node_71,realized,BalancedAcceptance,61,27,32,5
node_71,realized,BalancedAcceptance,66,27,32,3
node_71,realized,BalancedAcceptance,71,27,32,8
node_71,realized,BalancedAcceptance,76,27,32,7
node_71,realized,BalancedAcceptance,81,27,32,7
node_71,realized,BalancedAcceptance,86,27,32,5
node_71,realized,BalancedAcceptance,91,27,32,6
node_71,realized,BalancedAcceptance,96,27,32,2
node_71,realized,BalancedAcceptance,101,27,32,9
node_71,realized,BalancedAcceptance,106,27,32,8
node_71,realized,BalancedAcceptance,111,27,32,8
node_71,realized,BalancedAcceptance,116,27,32,9
node_71,realized,BalancedAcceptance,121,27,32,6
node_71,realized,BalancedAcceptance,126,27,32,9
node_71,realized,BalancedAcceptance,131,27,32,9
node_71,realized,BalancedAcceptance,136,27,32,10
node_71,realized,BalancedAcceptance,141,27,32,14
node_71,realized,BalancedAcceptance,146,27,32,11
node_71,realized,BalancedAcceptance,151,27,32,8
node_71,realized,BalancedAcceptance,156,27,32,12
node_71,realized,BalancedAcceptance,161,27,32,8
node_71,realized,BalancedAcceptance,166,27,32,11
node_71,realized,BalancedAcceptance,171,27,32,8
node_71,realized,BalancedAcceptance,176,27,32,12
node_71,realized,BalancedAcceptance,181,27,32,11
node_71,realized,BalancedAcceptance,186,27,32,13
node_71,realized,BalancedAcceptance,191,27,32,12
node_71,realized,BalancedAcceptance,196,27,32,10
node_71,realized,BalancedAcceptance,201,27,32,8
node_71,realized,BalancedAcceptance,206,27,32,9
node_71,realized,BalancedAcceptance,211,27,32,17
node_71,realized,BalancedAcceptance,216,27,32,7
node_71,realized,BalancedAcceptance,221,27,32,12
node_71,realized,BalancedAcceptance,226,27,32,15
node_71,realized,BalancedAcceptance,231,27,32,11
node_71,realized,BalancedAcceptance,236,27,32,12
node_71,realized,BalancedAcceptance,241,27,32,13
node_71,realized,BalancedAcceptance,246,27,32,12
node_71,realized,BalancedAcceptance,251,27,32,8
node_71,realized,BalancedAcceptance,256,27,32,15
node_71,realized,BalancedAcceptance,261,27,32,13
node_71,realized,BalancedAcceptance,266,27,32,14
node_71,realized,BalancedAcceptance,271,27,32,16
node_71,realized,BalancedAcceptance,276,27,32,12
node_71,realized,BalancedAcceptance,281,27,32,12
node_71,realized,BalancedAcceptance,286,27,32,9
node_71,realized,BalancedAcceptance,291,27,32,16
node_71,realized,BalancedAcceptance,296,27,32,10
node_71,realized,BalancedAcceptance,301,27,32,14
node_71,realized,BalancedAcceptance,306,27,32,11
node_71,realized,BalancedAcceptance,311,27,32,15
node_71,realized,BalancedAcceptance,316,27,32,17
node_71,realized,BalancedAcceptance,321,27,32,16
node_71,realized,BalancedAcceptance,326,27,32,19
node_71,realized,BalancedAcceptance,331,27,32,11
node_71,realized,BalancedAcceptance,336,27,32,13
node_71,realized,BalancedAcceptance,341,27,32,11
node_71,realized,BalancedAcceptance,346,27,32,17
node_71,realized,BalancedAcceptance,351,27,32,13
node_71,realized,BalancedAcceptance,356,27,32,18
node_71,realized,BalancedAcceptance,361,27,32,19
node_71,realized,BalancedAcceptance,366,27,32,15
node_71,realized,BalancedAcceptance,371,27,32,17
node_71,realized,BalancedAcceptance,376,27,32,10
node_71,realized,BalancedAcceptance,381,27,32,13
node_71,realized,BalancedAcceptance,386,27,32,18
node_71,realized,BalancedAcceptance,391,27,32,19
node_71,realized,BalancedAcceptance,396,27,32,16
node_71,realized,BalancedAcceptance,401,27,32,18
node_71,realized,BalancedAcceptance,406,27,32,17
node_71,realized,BalancedAcceptance,411,27,32,17
node_71,realized,BalancedAcceptance,416,27,32,16
node_71,realized,BalancedAcceptance,421,27,32,16
node_71,realized,BalancedAcceptance,426,27,32,22
node_71,realized,BalancedAcceptance,431,27,32,17
node_71,realized,BalancedAcceptance,436,27,32,18
node_71,realized,BalancedAcceptance,441,27,32,17
node_71,realized,BalancedAcceptance,446,27,32,17
node_71,realized,BalancedAcceptance,451,27,32,22
node_71,realized,BalancedAcceptance,456,27,32,13
node_71,realized,BalancedAcceptance,461,27,32,17
node_71,realized,BalancedAcceptance,466,27,32,21
node_71,realized,BalancedAcceptance,471,27,32,19
node_71,realized,BalancedAcceptance,476,27,32,23
node_71,realized,BalancedAcceptance,481,27,32,21
node_71,realized,BalancedAcceptance,486,27,32,19
node_71,realized,BalancedAcceptance,491,27,32,18
node_71,realized,BalancedAcceptance,496,27,32,16
node_71,realized,BalancedAcceptance,1,28,32,0
node_71,realized,BalancedAcceptance,6,28,32,0
node_71,realized,BalancedAcceptance,11,28,32,2
node_71,realized,BalancedAcceptance,16,28,32,1
node_71,realized,BalancedAcceptance,21,28,32,1
node_71,realized,BalancedAcceptance,26,28,32,3
node_71,realized,BalancedAcceptance,31,28,32,5
node_71,realized,BalancedAcceptance,36,28,32,2
node_71,realized,BalancedAcceptance,41,28,32,3
node_71,realized,BalancedAcceptance,46,28,32,2
node_71,realized,BalancedAcceptance,51,28,32,0
node_71,realized,BalancedAcceptance,56,28,32,2
node_71,realized,BalancedAcceptance,61,28,32,2
node_71,realized,BalancedAcceptance,66,28,32,2
node_71,realized,BalancedAcceptance,71,28,32,4
node_71,realized,BalancedAcceptance,76,28,32,6
node_71,realized,BalancedAcceptance,81,28,32,7
node_71,realized,BalancedAcceptance,86,28,32,7
node_71,realized,BalancedAcceptance,91,28,32,6
node_71,realized,BalancedAcceptance,96,28,32,8
node_71,realized,BalancedAcceptance,101,28,32,9
node_71,realized,BalancedAcceptance,106,28,32,7
node_71,realized,BalancedAcceptance,111,28,32,6
node_71,realized,BalancedAcceptance,116,28,32,6
node_71,realized,BalancedAcceptance,121,28,32,8
node_71,realized,BalancedAcceptance,126,28,32,7
node_71,realized,BalancedAcceptance,131,28,32,5
node_71,realized,BalancedAcceptance,136,28,32,11
node_71,realized,BalancedAcceptance,141,28,32,10
node_71,realized,BalancedAcceptance,146,28,32,10
node_71,realized,BalancedAcceptance,151,28,32,11
node_71,realized,BalancedAcceptance,156,28,32,8
node_71,realized,BalancedAcceptance,161,28,32,8
node_71,realized,BalancedAcceptance,166,28,32,9
node_71,realized,BalancedAcceptance,171,28,32,11
node_71,realized,BalancedAcceptance,176,28,32,11
node_71,realized,BalancedAcceptance,181,28,32,12
node_71,realized,BalancedAcceptance,186,28,32,15
node_71,realized,BalancedAcceptance,191,28,32,15
node_71,realized,BalancedAcceptance,196,28,32,12
node_71,realized,BalancedAcceptance,201,28,32,9
node_71,realized,BalancedAcceptance,206,28,32,7
node_71,realized,BalancedAcceptance,211,28,32,13
node_71,realized,BalancedAcceptance,216,28,32,10
node_71,realized,BalancedAcceptance,221,28,32,14
node_71,realized,BalancedAcceptance,226,28,32,11
node_71,realized,BalancedAcceptance,231,28,32,8
node_71,realized,BalancedAcceptance,236,28,32,7
node_71,realized,BalancedAcceptance,241,28,32,15
node_71,realized,BalancedAcceptance,246,28,32,17
node_71,realized,BalancedAcceptance,251,28,32,9
node_71,realized,BalancedAcceptance,256,28,32,13
node_71,realized,BalancedAcceptance,261,28,32,13
node_71,realized,BalancedAcceptance,266,28,32,10
node_71,realized,BalancedAcceptance,271,28,32,12
node_71,realized,BalancedAcceptance,276,28,32,15
node_71,realized,BalancedAcceptance,281,28,32,10
node_71,realized,BalancedAcceptance,286,28,32,12
node_71,realized,BalancedAcceptance,291,28,32,15
node_71,realized,BalancedAcceptance,296,28,32,16
node_71,realized,BalancedAcceptance,301,28,32,15
node_71,realized,BalancedAcceptance,306,28,32,11
node_71,realized,BalancedAcceptance,311,28,32,17
node_71,realized,BalancedAcceptance,316,28,32,16
node_71,realized,BalancedAcceptance,321,28,32,15
node_71,realized,BalancedAcceptance,326,28,32,16
node_71,realized,BalancedAcceptance,331,28,32,15
node_71,realized,BalancedAcceptance,336,28,32,14
node_71,realized,BalancedAcceptance,341,28,32,15
node_71,realized,BalancedAcceptance,346,28,32,12
node_71,realized,BalancedAcceptance,351,28,32,14
node_71,realized,BalancedAcceptance,356,28,32,12
node_71,realized,BalancedAcceptance,361,28,32,19
node_71,realized,BalancedAcceptance,366,28,32,16
node_71,realized,BalancedAcceptance,371,28,32,16
node_71,realized,BalancedAcceptance,376,28,32,19
node_71,realized,BalancedAcceptance,381,28,32,16
node_71,realized,BalancedAcceptance,386,28,32,17
node_71,realized,BalancedAcceptance,391,28,32,15
node_71,realized,BalancedAcceptance,396,28,32,14
node_71,realized,BalancedAcceptance,401,28,32,15
node_71,realized,BalancedAcceptance,406,28,32,20
node_71,realized,BalancedAcceptance,411,28,32,19
node_71,realized,BalancedAcceptance,416,28,32,12
node_71,realized,BalancedAcceptance,421,28,32,18
node_71,realized,BalancedAcceptance,426,28,32,20
node_71,realized,BalancedAcceptance,431,28,32,11
node_71,realized,BalancedAcceptance,436,28,32,18
node_71,realized,BalancedAcceptance,441,28,32,18
node_71,realized,BalancedAcceptance,446,28,32,18
node_71,realized,BalancedAcceptance,451,28,32,19
node_71,realized,BalancedAcceptance,456,28,32,17
node_71,realized,BalancedAcceptance,461,28,32,19
node_71,realized,BalancedAcceptance,466,28,32,16
node_71,realized,BalancedAcceptance,471,28,32,19
node_71,realized,BalancedAcceptance,476,28,32,16
node_71,realized,BalancedAcceptance,481,28,32,18
node_71,realized,BalancedAcceptance,486,28,32,19
node_71,realized,BalancedAcceptance,491,28,32,18
node_71,realized,BalancedAcceptance,496,28,32,20
node_71,realized,BalancedAcceptance,1,29,32,0
node_71,realized,BalancedAcceptance,6,29,32,1
node_71,realized,BalancedAcceptance,11,29,32,0
node_71,realized,BalancedAcceptance,16,29,32,0
node_71,realized,BalancedAcceptance,21,29,32,1
node_71,realized,BalancedAcceptance,26,29,32,3
node_71,realized,BalancedAcceptance,31,29,32,2
node_71,realized,BalancedAcceptance,36,29,32,9
node_71,realized,BalancedAcceptance,41,29,32,4
node_71,realized,BalancedAcceptance,46,29,32,5
node_71,realized,BalancedAcceptance,51,29,32,4
node_71,realized,BalancedAcceptance,56,29,32,6
node_71,realized,BalancedAcceptance,61,29,32,2
node_71,realized,BalancedAcceptance,66,29,32,1
node_71,realized,BalancedAcceptance,71,29,32,6
node_71,realized,BalancedAcceptance,76,29,32,4
node_71,realized,BalancedAcceptance,81,29,32,4
node_71,realized,BalancedAcceptance,86,29,32,8
node_71,realized,BalancedAcceptance,91,29,32,9
node_71,realized,BalancedAcceptance,96,29,32,7
node_71,realized,BalancedAcceptance,101,29,32,5
node_71,realized,BalancedAcceptance,106,29,32,5
node_71,realized,BalancedAcceptance,111,29,32,6
node_71,realized,BalancedAcceptance,116,29,32,9
node_71,realized,BalancedAcceptance,121,29,32,10
node_71,realized,BalancedAcceptance,126,29,32,8
node_71,realized,BalancedAcceptance,131,29,32,4
node_71,realized,BalancedAcceptance,136,29,32,9
node_71,realized,BalancedAcceptance,141,29,32,12
node_71,realized,BalancedAcceptance,146,29,32,9
node_71,realized,BalancedAcceptance,151,29,32,10
node_71,realized,BalancedAcceptance,156,29,32,11
node_71,realized,BalancedAcceptance,161,29,32,5
node_71,realized,BalancedAcceptance,166,29,32,7
node_71,realized,BalancedAcceptance,171,29,32,10
node_71,realized,BalancedAcceptance,176,29,32,12
node_71,realized,BalancedAcceptance,181,29,32,11
node_71,realized,BalancedAcceptance,186,29,32,9
node_71,realized,BalancedAcceptance,191,29,32,11
node_71,realized,BalancedAcceptance,196,29,32,13
node_71,realized,BalancedAcceptance,201,29,32,12
node_71,realized,BalancedAcceptance,206,29,32,13
node_71,realized,BalancedAcceptance,211,29,32,12
node_71,realized,BalancedAcceptance,216,29,32,12
node_71,realized,BalancedAcceptance,221,29,32,6
node_71,realized,BalancedAcceptance,226,29,32,10
node_71,realized,BalancedAcceptance,231,29,32,14
node_71,realized,BalancedAcceptance,236,29,32,13
node_71,realized,BalancedAcceptance,241,29,32,14
node_71,realized,BalancedAcceptance,246,29,32,15
node_71,realized,BalancedAcceptance,251,29,32,12
node_71,realized,BalancedAcceptance,256,29,32,16
node_71,realized,BalancedAcceptance,261,29,32,13
node_71,realized,BalancedAcceptance,266,29,32,13
node_71,realized,BalancedAcceptance,271,29,32,14
node_71,realized,BalancedAcceptance,276,29,32,11
node_71,realized,BalancedAcceptance,281,29,32,16
node_71,realized,BalancedAcceptance,286,29,32,13
node_71,realized,BalancedAcceptance,291,29,32,11
node_71,realized,BalancedAcceptance,296,29,32,12
node_71,realized,BalancedAcceptance,301,29,32,9
node_71,realized,BalancedAcceptance,306,29,32,20
node_71,realized,BalancedAcceptance,311,29,32,8
node_71,realized,BalancedAcceptance,316,29,32,15
node_71,realized,BalancedAcceptance,321,29,32,16
node_71,realized,BalancedAcceptance,326,29,32,15
node_71,realized,BalancedAcceptance,331,29,32,9
node_71,realized,BalancedAcceptance,336,29,32,12
node_71,realized,BalancedAcceptance,341,29,32,19
node_71,realized,BalancedAcceptance,346,29,32,12
node_71,realized,BalancedAcceptance,351,29,32,14
node_71,realized,BalancedAcceptance,356,29,32,17
node_71,realized,BalancedAcceptance,361,29,32,12
node_71,realized,BalancedAcceptance,366,29,32,18
node_71,realized,BalancedAcceptance,371,29,32,15
node_71,realized,BalancedAcceptance,376,29,32,18
node_71,realized,BalancedAcceptance,381,29,32,13
node_71,realized,BalancedAcceptance,386,29,32,17
node_71,realized,BalancedAcceptance,391,29,32,13
node_71,realized,BalancedAcceptance,396,29,32,20
node_71,realized,BalancedAcceptance,401,29,32,18
node_71,realized,BalancedAcceptance,406,29,32,18
node_71,realized,BalancedAcceptance,411,29,32,18
node_71,realized,BalancedAcceptance,416,29,32,14
node_71,realized,BalancedAcceptance,421,29,32,16
node_71,realized,BalancedAcceptance,426,29,32,17
node_71,realized,BalancedAcceptance,431,29,32,17
node_71,realized,BalancedAcceptance,436,29,32,14
node_71,realized,BalancedAcceptance,441,29,32,19
node_71,realized,BalancedAcceptance,446,29,32,15
node_71,realized,BalancedAcceptance,451,29,32,17
node_71,realized,BalancedAcceptance,456,29,32,15
node_71,realized,BalancedAcceptance,461,29,32,19
node_71,realized,BalancedAcceptance,466,29,32,22
node_71,realized,BalancedAcceptance,471,29,32,16
node_71,realized,BalancedAcceptance,476,29,32,22
node_71,realized,BalancedAcceptance,481,29,32,15
node_71,realized,BalancedAcceptance,486,29,32,19
node_71,realized,BalancedAcceptance,491,29,32,18
node_71,realized,BalancedAcceptance,496,29,32,15
node_71,realized,BalancedAcceptance,1,30,32,0
node_71,realized,BalancedAcceptance,6,30,32,1
node_71,realized,BalancedAcceptance,11,30,32,0
node_71,realized,BalancedAcceptance,16,30,32,1
node_71,realized,BalancedAcceptance,21,30,32,1
node_71,realized,BalancedAcceptance,26,30,32,1
node_71,realized,BalancedAcceptance,31,30,32,2
node_71,realized,BalancedAcceptance,36,30,32,3
node_71,realized,BalancedAcceptance,41,30,32,4
node_71,realized,BalancedAcceptance,46,30,32,1
node_71,realized,BalancedAcceptance,51,30,32,6
node_71,realized,BalancedAcceptance,56,30,32,3
node_71,realized,BalancedAcceptance,61,30,32,3
node_71,realized,BalancedAcceptance,66,30,32,5
node_71,realized,BalancedAcceptance,71,30,32,4
node_71,realized,BalancedAcceptance,76,30,32,5
node_71,realized,BalancedAcceptance,81,30,32,3
node_71,realized,BalancedAcceptance,86,30,32,6
node_71,realized,BalancedAcceptance,91,30,32,9
node_71,realized,BalancedAcceptance,96,30,32,5
node_71,realized,BalancedAcceptance,101,30,32,6
node_71,realized,BalancedAcceptance,106,30,32,5
node_71,realized,BalancedAcceptance,111,30,32,9
node_71,realized,BalancedAcceptance,116,30,32,7
node_71,realized,BalancedAcceptance,121,30,32,7
node_71,realized,BalancedAcceptance,126,30,32,9
node_71,realized,BalancedAcceptance,131,30,32,9
node_71,realized,BalancedAcceptance,136,30,32,5
node_71,realized,BalancedAcceptance,141,30,32,7
node_71,realized,BalancedAcceptance,146,30,32,9
node_71,realized,BalancedAcceptance,151,30,32,13
node_71,realized,BalancedAcceptance,156,30,32,7
node_71,realized,BalancedAcceptance,161,30,32,11
node_71,realized,BalancedAcceptance,166,30,32,10
node_71,realized,BalancedAcceptance,171,30,32,11
node_71,realized,BalancedAcceptance,176,30,32,12
node_71,realized,BalancedAcceptance,181,30,32,8
node_71,realized,BalancedAcceptance,186,30,32,13
node_71,realized,BalancedAcceptance,191,30,32,9
node_71,realized,BalancedAcceptance,196,30,32,14
node_71,realized,BalancedAcceptance,201,30,32,7
node_71,realized,BalancedAcceptance,206,30,32,11
node_71,realized,BalancedAcceptance,211,30,32,5
node_71,realized,BalancedAcceptance,216,30,32,13
node_71,realized,BalancedAcceptance,221,30,32,10
node_71,realized,BalancedAcceptance,226,30,32,15
node_71,realized,BalancedAcceptance,231,30,32,11
node_71,realized,BalancedAcceptance,236,30,32,11
node_71,realized,BalancedAcceptance,241,30,32,10
node_71,realized,BalancedAcceptance,246,30,32,11
node_71,realized,BalancedAcceptance,251,30,32,18
node_71,realized,BalancedAcceptance,256,30,32,16
node_71,realized,BalancedAcceptance,261,30,32,11
node_71,realized,BalancedAcceptance,266,30,32,14
node_71,realized,BalancedAcceptance,271,30,32,9
node_71,realized,BalancedAcceptance,276,30,32,13
node_71,realized,BalancedAcceptance,281,30,32,14
node_71,realized,BalancedAcceptance,286,30,32,16
node_71,realized,BalancedAcceptance,291,30,32,12
node_71,realized,BalancedAcceptance,296,30,32,18
node_71,realized,BalancedAcceptance,301,30,32,16
node_71,realized,BalancedAcceptance,306,30,32,14
node_71,realized,BalancedAcceptance,311,30,32,19
node_71,realized,BalancedAcceptance,316,30,32,14
node_71,realized,BalancedAcceptance,321,30,32,17
node_71,realized,BalancedAcceptance,326,30,32,15
node_71,realized,BalancedAcceptance,331,30,32,14
node_71,realized,BalancedAcceptance,336,30,32,17
node_71,realized,BalancedAcceptance,341,30,32,13
node_71,realized,BalancedAcceptance,346,30,32,17
node_71,realized,BalancedAcceptance,351,30,32,14
node_71,realized,BalancedAcceptance,356,30,32,18
node_71,realized,BalancedAcceptance,361,30,32,17
node_71,realized,BalancedAcceptance,366,30,32,20
node_71,realized,BalancedAcceptance,371,30,32,17
node_71,realized,BalancedAcceptance,376,30,32,12
node_71,realized,BalancedAcceptance,381,30,32,18
node_71,realized,BalancedAcceptance,386,30,32,16
node_71,realized,BalancedAcceptance,391,30,32,17
node_71,realized,BalancedAcceptance,396,30,32,17
node_71,realized,BalancedAcceptance,401,30,32,17
node_71,realized,BalancedAcceptance,406,30,32,21
node_71,realized,BalancedAcceptance,411,30,32,14
node_71,realized,BalancedAcceptance,416,30,32,18
node_71,realized,BalancedAcceptance,421,30,32,20
node_71,realized,BalancedAcceptance,426,30,32,19
node_71,realized,BalancedAcceptance,431,30,32,18
node_71,realized,BalancedAcceptance,436,30,32,20
node_71,realized,BalancedAcceptance,441,30,32,20
node_71,realized,BalancedAcceptance,446,30,32,18
node_71,realized,BalancedAcceptance,451,30,32,18
node_71,realized,BalancedAcceptance,456,30,32,14
node_71,realized,BalancedAcceptance,461,30,32,14
node_71,realized,BalancedAcceptance,466,30,32,16
node_71,realized,BalancedAcceptance,471,30,32,16
node_71,realized,BalancedAcceptance,476,30,32,16
node_71,realized,BalancedAcceptance,481,30,32,15
node_71,realized,BalancedAcceptance,486,30,32,21
node_71,realized,BalancedAcceptance,491,30,32,18
node_71,realized,BalancedAcceptance,496,30,32,18
node_71,realized,BalancedAcceptance,1,31,32,0
node_71,realized,BalancedAcceptance,6,31,32,1
node_71,realized,BalancedAcceptance,11,31,32,1
node_71,realized,BalancedAcceptance,16,31,32,2
node_71,realized,BalancedAcceptance,21,31,32,2
node_71,realized,BalancedAcceptance,26,31,32,3
node_71,realized,BalancedAcceptance,31,31,32,2
node_71,realized,BalancedAcceptance,36,31,32,3
node_71,realized,BalancedAcceptance,41,31,32,1
node_71,realized,BalancedAcceptance,46,31,32,3
node_71,realized,BalancedAcceptance,51,31,32,0
node_71,realized,BalancedAcceptance,56,31,32,6
node_71,realized,BalancedAcceptance,61,31,32,5
node_71,realized,BalancedAcceptance,66,31,32,7
node_71,realized,BalancedAcceptance,71,31,32,8
node_71,realized,BalancedAcceptance,76,31,32,9
node_71,realized,BalancedAcceptance,81,31,32,5
node_71,realized,BalancedAcceptance,86,31,32,8
node_71,realized,BalancedAcceptance,91,31,32,6
node_71,realized,BalancedAcceptance,96,31,32,5
node_71,realized,BalancedAcceptance,101,31,32,4
node_71,realized,BalancedAcceptance,106,31,32,6
node_71,realized,BalancedAcceptance,111,31,32,6
node_71,realized,BalancedAcceptance,116,31,32,6
node_71,realized,BalancedAcceptance,121,31,32,8
node_71,realized,BalancedAcceptance,126,31,32,12
node_71,realized,BalancedAcceptance,131,31,32,11
node_71,realized,BalancedAcceptance,136,31,32,6
node_71,realized,BalancedAcceptance,141,31,32,8
node_71,realized,BalancedAcceptance,146,31,32,11
node_71,realized,BalancedAcceptance,151,31,32,11
node_71,realized,BalancedAcceptance,156,31,32,11
node_71,realized,BalancedAcceptance,161,31,32,9
node_71,realized,BalancedAcceptance,166,31,32,11
node_71,realized,BalancedAcceptance,171,31,32,11
node_71,realized,BalancedAcceptance,176,31,32,9
node_71,realized,BalancedAcceptance,181,31,32,9
node_71,realized,BalancedAcceptance,186,31,32,12
node_71,realized,BalancedAcceptance,191,31,32,13
node_71,realized,BalancedAcceptance,196,31,32,12
node_71,realized,BalancedAcceptance,201,31,32,9
node_71,realized,BalancedAcceptance,206,31,32,17
node_71,realized,BalancedAcceptance,211,31,32,12
node_71,realized,BalancedAcceptance,216,31,32,15
node_71,realized,BalancedAcceptance,221,31,32,13
node_71,realized,BalancedAcceptance,226,31,32,13
node_71,realized,BalancedAcceptance,231,31,32,10
node_71,realized,BalancedAcceptance,236,31,32,13
node_71,realized,BalancedAcceptance,241,31,32,12
node_71,realized,BalancedAcceptance,246,31,32,14
node_71,realized,BalancedAcceptance,251,31,32,12
node_71,realized,BalancedAcceptance,256,31,32,8
node_71,realized,BalancedAcceptance,261,31,32,18
node_71,realized,BalancedAcceptance,266,31,32,10
node_71,realized,BalancedAcceptance,271,31,32,11
node_71,realized,BalancedAcceptance,276,31,32,14
node_71,realized,BalancedAcceptance,281,31,32,12
node_71,realized,BalancedAcceptance,286,31,32,15
node_71,realized,BalancedAcceptance,291,31,32,16
node_71,realized,BalancedAcceptance,296,31,32,13
node_71,realized,BalancedAcceptance,301,31,32,10
node_71,realized,BalancedAcceptance,306,31,32,11
node_71,realized,BalancedAcceptance,311,31,32,13
node_71,realized,BalancedAcceptance,316,31,32,12
node_71,realized,BalancedAcceptance,321,31,32,17
node_71,realized,BalancedAcceptance,326,31,32,12
node_71,realized,BalancedAcceptance,331,31,32,13
node_71,realized,BalancedAcceptance,336,31,32,16
node_71,realized,BalancedAcceptance,341,31,32,15
node_71,realized,BalancedAcceptance,346,31,32,12
node_71,realized,BalancedAcceptance,351,31,32,18
node_71,realized,BalancedAcceptance,356,31,32,15
node_71,realized,BalancedAcceptance,361,31,32,14
node_71,realized,BalancedAcceptance,366,31,32,16
node_71,realized,BalancedAcceptance,371,31,32,20
node_71,realized,BalancedAcceptance,376,31,32,19
node_71,realized,BalancedAcceptance,381,31,32,16
node_71,realized,BalancedAcceptance,386,31,32,16
node_71,realized,BalancedAcceptance,391,31,32,18
node_71,realized,BalancedAcceptance,396,31,32,13
node_71,realized,BalancedAcceptance,401,31,32,16
node_71,realized,BalancedAcceptance,406,31,32,20
node_71,realized,BalancedAcceptance,411,31,32,21
node_71,realized,BalancedAcceptance,416,31,32,20
node_71,realized,BalancedAcceptance,421,31,32,19
node_71,realized,BalancedAcceptance,426,31,32,19
node_71,realized,BalancedAcceptance,431,31,32,18
node_71,realized,BalancedAcceptance,436,31,32,18
node_71,realized,BalancedAcceptance,441,31,32,18
node_71,realized,BalancedAcceptance,446,31,32,18
node_71,realized,BalancedAcceptance,451,31,32,15
node_71,realized,BalancedAcceptance,456,31,32,15
node_71,realized,BalancedAcceptance,461,31,32,18
node_71,realized,BalancedAcceptance,466,31,32,21
node_71,realized,BalancedAcceptance,471,31,32,16
node_71,realized,BalancedAcceptance,476,31,32,18
node_71,realized,BalancedAcceptance,481,31,32,24
node_71,realized,BalancedAcceptance,486,31,32,19
node_71,realized,BalancedAcceptance,491,31,32,21
node_71,realized,BalancedAcceptance,496,31,32,15
node_71,realized,BalancedAcceptance,1,32,32,0
node_71,realized,BalancedAcceptance,6,32,32,1
node_71,realized,BalancedAcceptance,11,32,32,2
node_71,realized,BalancedAcceptance,16,32,32,2
node_71,realized,BalancedAcceptance,21,32,32,6
node_71,realized,BalancedAcceptance,26,32,32,2
node_71,realized,BalancedAcceptance,31,32,32,3
node_71,realized,BalancedAcceptance,36,32,32,2
node_71,realized,BalancedAcceptance,41,32,32,4
node_71,realized,BalancedAcceptance,46,32,32,6
node_71,realized,BalancedAcceptance,51,32,32,3
node_71,realized,BalancedAcceptance,56,32,32,5
node_71,realized,BalancedAcceptance,61,32,32,3
node_71,realized,BalancedAcceptance,66,32,32,6
node_71,realized,BalancedAcceptance,71,32,32,7
node_71,realized,BalancedAcceptance,76,32,32,2
node_71,realized,BalancedAcceptance,81,32,32,9
node_71,realized,BalancedAcceptance,86,32,32,4
node_71,realized,BalancedAcceptance,91,32,32,5
node_71,realized,BalancedAcceptance,96,32,32,9
node_71,realized,BalancedAcceptance,101,32,32,5
node_71,realized,BalancedAcceptance,106,32,32,7
node_71,realized,BalancedAcceptance,111,32,32,5
node_71,realized,BalancedAcceptance,116,32,32,11
node_71,realized,BalancedAcceptance,121,32,32,9
node_71,realized,BalancedAcceptance,126,32,32,5
node_71,realized,BalancedAcceptance,131,32,32,8
node_71,realized,BalancedAcceptance,136,32,32,7
node_71,realized,BalancedAcceptance,141,32,32,11
node_71,realized,BalancedAcceptance,146,32,32,8
node_71,realized,BalancedAcceptance,151,32,32,8
node_71,realized,BalancedAcceptance,156,32,32,7
node_71,realized,BalancedAcceptance,161,32,32,9
node_71,realized,BalancedAcceptance,166,32,32,11
node_71,realized,BalancedAcceptance,171,32,32,8
node_71,realized,BalancedAcceptance,176,32,32,8
node_71,realized,BalancedAcceptance,181,32,32,12
node_71,realized,BalancedAcceptance,186,32,32,10
node_71,realized,BalancedAcceptance,191,32,32,12
node_71,realized,BalancedAcceptance,196,32,32,9
node_71,realized,BalancedAcceptance,201,32,32,10
node_71,realized,BalancedAcceptance,206,32,32,9
node_71,realized,BalancedAcceptance,211,32,32,14
node_71,realized,BalancedAcceptance,216,32,32,8
node_71,realized,BalancedAcceptance,221,32,32,14
node_71,realized,BalancedAcceptance,226,32,32,11
node_71,realized,BalancedAcceptance,231,32,32,10
node_71,realized,BalancedAcceptance,236,32,32,14
node_71,realized,BalancedAcceptance,241,32,32,14
node_71,realized,BalancedAcceptance,246,32,32,11
node_71,realized,BalancedAcceptance,251,32,32,8
node_71,realized,BalancedAcceptance,256,32,32,14
node_71,realized,BalancedAcceptance,261,32,32,12
node_71,realized,BalancedAcceptance,266,32,32,12
node_71,realized,BalancedAcceptance,271,32,32,10
node_71,realized,BalancedAcceptance,276,32,32,20
node_71,realized,BalancedAcceptance,281,32,32,14
node_71,realized,BalancedAcceptance,286,32,32,10
node_71,realized,BalancedAcceptance,291,32,32,13
node_71,realized,BalancedAcceptance,296,32,32,11
node_71,realized,BalancedAcceptance,301,32,32,15
node_71,realized,BalancedAcceptance,306,32,32,13
node_71,realized,BalancedAcceptance,311,32,32,16
node_71,realized,BalancedAcceptance,316,32,32,20
node_71,realized,BalancedAcceptance,321,32,32,18
node_71,realized,BalancedAcceptance,326,32,32,10
node_71,realized,BalancedAcceptance,331,32,32,13
node_71,realized,BalancedAcceptance,336,32,32,19
