nbon,nrep,refmethod,prop_monitored_sp,prop_possible_int,prop_realized_int,prop_detected_int
11,1,global,0.9866666666666667,0.8700823421774931,0.036596523330283626,0.020128087831655993
11,2,global,0.9466666666666667,0.7698783910196445,0.031805425631431246,0.011225444340505144
11,3,global,0.9733333333333334,0.7993680884676145,0.0339652448657188,0.014218009478672985
11,4,global,0.9333333333333333,0.7909663865546218,0.03571428571428571,0.01680672268907563
11,5,global,0.96,0.7823741007194245,0.03866906474820144,0.015287769784172662
11,6,global,0.9866666666666667,0.8167770419426048,0.03532008830022075,0.013245033112582781
11,7,global,0.96,0.7692307692307693,0.04781704781704782,0.012474012474012475
11,8,global,0.9733333333333334,0.8604417670682731,0.023092369477911646,0.009036144578313253
11,9,global,0.9333333333333333,0.7359792924935289,0.03278688524590164,0.013805004314063849
11,10,global,0.9733333333333334,0.78,0.036521739130434785,0.014782608695652174
11,11,global,0.9866666666666667,0.790073230268511,0.04149715215622457,0.01627339300244101
11,12,global,0.9466666666666667,0.6806806806806807,0.03903903903903904,0.015015015015015015
11,13,global,0.9866666666666667,0.8113744075829384,0.04739336492890995,0.021800947867298578
11,14,global,0.9733333333333334,0.7927756653992395,0.04277566539923954,0.01806083650190114
11,15,global,0.96,0.7926267281105991,0.041474654377880185,0.013824884792626729
11,16,global,0.9466666666666667,0.7223851417399805,0.04007820136852395,0.017595307917888565
11,17,global,0.9866666666666667,0.8249211356466877,0.01971608832807571,0.013406940063091483
11,18,global,0.9733333333333334,0.814238042269188,0.04671857619577308,0.021134593993325918
11,19,global,0.9866666666666667,0.8594285714285714,0.04914285714285714,0.016
11,20,global,0.9466666666666667,0.776255707762557,0.03424657534246575,0.0136986301369863
12,1,global,0.9733333333333334,0.7938793879387939,0.0351035103510351,0.021602160216021602
12,2,global,0.9866666666666667,0.8807763401109058,0.04436229205175601,0.018484288354898338
12,3,global,0.9866666666666667,0.8582930756843801,0.04508856682769726,0.01610305958132045
12,4,global,0.9466666666666667,0.7941176470588235,0.051470588235294115,0.01715686274509804
12,5,global,0.96,0.7616984402079723,0.049393414211438474,0.01559792027729636
12,6,global,1.0,0.8854667949951877,0.03753609239653513,0.017324350336862367
12,7,global,0.9733333333333334,0.8556304138594802,0.026948989412897015,0.015399422521655439
12,8,global,0.96,0.8367346938775511,0.04,0.014693877551020407
12,9,global,0.9733333333333334,0.8568840579710145,0.04891304347826087,0.015398550724637682
12,10,global,0.9866666666666667,0.7830279652844745,0.04725168756027001,0.01639344262295082
12,11,global,0.9866666666666667,0.8255481410867492,0.05433746425166826,0.019065776930409915
12,12,global,1.0,0.8765231519090171,0.041429731925264016,0.01949634443541836
12,13,global,0.9866666666666667,0.8130762782900252,0.04610226320201174,0.012573344509639563
12,14,global,0.9466666666666667,0.7811111111111111,0.044444444444444446,0.01888888888888889
12,15,global,0.96,0.8540017590149517,0.04221635883905013,0.01759014951627089
12,16,global,0.9333333333333333,0.7326732673267327,0.04207920792079208,0.017326732673267328
12,17,global,0.9466666666666667,0.8033932135728543,0.05289421157684631,0.023952095808383235
12,18,global,0.96,0.8309317963496637,0.03554274735830932,0.01536983669548511
12,19,global,0.9866666666666667,0.8502024291497976,0.043522267206477734,0.018218623481781375
12,20,global,1.0,0.8906098741529526,0.03581800580832527,0.016456921587608905
13,1,global,1.0,0.863564668769716,0.03627760252365931,0.01892744479495268
13,2,global,1.0,0.8794848206071757,0.04415823367065318,0.012879484820607176
13,3,global,0.9866666666666667,0.8186900958466453,0.035942492012779555,0.013578274760383386
13,4,global,0.96,0.8529980657640233,0.05125725338491296,0.015473887814313346
13,5,global,1.0,0.8133445945945946,0.02787162162162162,0.008445945945945946
13,6,global,0.9733333333333334,0.7423167848699763,0.037825059101654845,0.016548463356973995
13,7,global,0.9733333333333334,0.8250497017892644,0.0536779324055666,0.02485089463220676
13,8,global,0.9866666666666667,0.8876306620209059,0.04878048780487805,0.0156794425087108
13,9,global,0.9866666666666667,0.8794266441821248,0.03962900505902192,0.016863406408094434
13,10,global,1.0,0.8679245283018868,0.03555878084179971,0.016690856313497822
13,11,global,0.96,0.8163793103448276,0.0353448275862069,0.01896551724137931
13,12,global,1.0,0.8497737556561086,0.03891402714932127,0.019004524886877826
13,13,global,1.0,0.8673218673218673,0.0343980343980344,0.009828009828009828
13,14,global,0.9466666666666667,0.7844588344125809,0.07493061979648474,0.025901942645698426
13,15,global,0.9733333333333334,0.8894783377541998,0.04774535809018567,0.015030946065428824
13,16,global,0.96,0.8305954825462012,0.03593429158110883,0.019507186858316223
13,17,global,0.9866666666666667,0.8796380090497737,0.044343891402714934,0.013574660633484163
13,18,global,1.0,0.8527724665391969,0.05449330783938815,0.018164435946462717
13,19,global,1.0,0.8898898898898899,0.04104104104104104,0.02002002002002002
13,20,global,0.96,0.8270814272644099,0.053979871912168347,0.01463860933211345
14,1,global,0.9333333333333333,0.7666948436179205,0.037193575655114115,0.0169061707523246
14,2,global,0.9466666666666667,0.7390510948905109,0.03193430656934307,0.011861313868613138
14,3,global,0.9733333333333334,0.860655737704918,0.0546448087431694,0.01912568306010929
14,4,global,1.0,0.8832866479925303,0.04855275443510738,0.021475256769374416
14,5,global,0.9866666666666667,0.8283649503161699,0.04697380307136405,0.018066847335140017
14,6,global,0.9733333333333334,0.8401826484018264,0.053881278538812784,0.021917808219178082
14,7,global,1.0,0.9012875536480687,0.05836909871244635,0.02832618025751073
14,8,global,1.0,0.8496,0.0464,0.0216
14,9,global,1.0,0.8833034111310593,0.0466786355475763,0.017953321364452424
14,10,global,0.9733333333333334,0.8011894647408666,0.05437553101104503,0.022090059473237042
14,11,global,0.9866666666666667,0.8024459078080903,0.062088428974600186,0.022577610536218252
14,12,global,0.9866666666666667,0.8262548262548263,0.04826254826254826,0.03088803088803089
14,13,global,1.0,0.8992172211350293,0.053816046966731895,0.021526418786692758
14,14,global,1.0,0.8679962013295347,0.04748338081671415,0.018043684710351376
14,15,global,0.96,0.8480725623582767,0.061224489795918366,0.021541950113378686
14,16,global,1.0,0.8672064777327935,0.03967611336032389,0.016194331983805668
14,17,global,0.9866666666666667,0.8131313131313131,0.045454545454545456,0.024242424242424242
14,18,global,0.9733333333333334,0.8694300518134715,0.0538860103626943,0.01865284974093264
14,19,global,0.9866666666666667,0.9127450980392157,0.05,0.023529411764705882
14,20,global,0.9866666666666667,0.8878416588124411,0.058435438265786996,0.024505183788878417
15,1,global,0.9733333333333334,0.8580705009276438,0.05194805194805195,0.017625231910946195
15,2,global,0.9866666666666667,0.873972602739726,0.052968036529680365,0.02009132420091324
15,3,global,0.9733333333333334,0.8551787351054079,0.0614115490375802,0.026581118240146653
15,4,global,0.9466666666666667,0.7552521008403361,0.045168067226890755,0.02415966386554622
15,5,global,1.0,0.863905325443787,0.07297830374753451,0.028599605522682446
15,6,global,0.96,0.8252911813643927,0.04658901830282862,0.024958402662229616
15,7,global,0.9866666666666667,0.9102927289896129,0.0453257790368272,0.0169971671388102
15,8,global,0.9733333333333334,0.8788927335640139,0.04930795847750865,0.01903114186851211
15,9,global,0.96,0.7694155324259407,0.04723779023218575,0.012810248198558846
15,10,global,1.0,0.8961456102783726,0.0728051391862955,0.031049250535331904
15,11,global,1.0,0.9015280135823429,0.039898132427843805,0.01697792869269949
15,12,global,1.0,0.9084628670120898,0.054404145077720206,0.025043177892918825
15,13,global,0.9866666666666667,0.8620055197792088,0.06071757129714812,0.02483900643974241
15,14,global,0.9733333333333334,0.8876712328767123,0.062100456621004566,0.017351598173515982
15,15,global,0.9866666666666667,0.8898643256185156,0.041500399042298484,0.013567438148443736
15,16,global,1.0,0.9019073569482289,0.04178019981834696,0.018165304268846504
15,17,global,0.9733333333333334,0.9117882919005613,0.053728949478749,0.019246190858059342
15,18,global,0.96,0.8768328445747801,0.0635386119257087,0.02932551319648094
15,19,global,1.0,0.9071487263763353,0.05751848808545604,0.025472473294987676
15,20,global,0.9866666666666667,0.8392282958199357,0.04823151125401929,0.012861736334405145
16,1,global,0.9866666666666667,0.8834765998089781,0.06017191977077364,0.02387774594078319
16,2,global,1.0,0.8742632612966601,0.0618860510805501,0.023575638506876228
16,3,global,0.9733333333333334,0.7283842794759825,0.05152838427947598,0.02445414847161572
16,4,global,0.9733333333333334,0.8260869565217391,0.059782608695652176,0.029891304347826088
16,5,global,0.9866666666666667,0.8194594594594594,0.04972972972972973,0.014054054054054054
16,6,global,0.9866666666666667,0.8357531760435571,0.05353901996370236,0.019056261343012703
16,7,global,1.0,0.8375108038029386,0.05445116681071737,0.028522039757994815
16,8,global,0.9733333333333334,0.9069148936170213,0.03900709219858156,0.016843971631205674
16,9,global,0.9733333333333334,0.8607085346215781,0.04830917874396135,0.016908212560386472
16,10,global,1.0,0.8375420875420876,0.061447811447811446,0.01936026936026936
16,11,global,0.96,0.8666121112929623,0.046644844517184945,0.01309328968903437
16,12,global,0.96,0.8643564356435643,0.061386138613861385,0.026732673267326732
16,13,global,0.9733333333333334,0.8167072181670721,0.051094890510948905,0.0202757502027575
16,14,global,0.96,0.8394097222222222,0.041666666666666664,0.019097222222222224
16,15,global,0.9733333333333334,0.862488306828812,0.05519176800748363,0.027128157156220765
16,16,global,0.9733333333333334,0.833029197080292,0.05930656934306569,0.01824817518248175
16,17,global,1.0,0.9297971918876755,0.0483619344773791,0.01950078003120125
16,18,global,0.96,0.7610294117647058,0.04485294117647059,0.01911764705882353
16,19,global,0.9866666666666667,0.8960784313725491,0.07352941176470588,0.028431372549019607
16,20,global,0.9333333333333333,0.7570093457943925,0.04766355140186916,0.011214953271028037
17,1,global,0.9733333333333334,0.8675654242664552,0.05789056304520222,0.02458366375892149
17,2,global,0.9866666666666667,0.9052092228864219,0.05294619982920581,0.018787361229718188
17,3,global,1.0,0.9317375886524822,0.06205673758865248,0.025709219858156027
17,4,global,0.96,0.8395669291338582,0.0610236220472441,0.024606299212598427
17,5,global,1.0,0.8492890995260663,0.03981042654028436,0.018957345971563982
17,6,global,0.96,0.8095617529880478,0.028685258964143426,0.011155378486055778
17,7,global,0.9866666666666667,0.8139784946236559,0.07311827956989247,0.025806451612903226
17,8,global,1.0,0.9148397976391232,0.06070826306913996,0.023608768971332208
17,9,global,0.9866666666666667,0.8375350140056023,0.03828197945845005,0.01680672268907563
17,10,global,0.9866666666666667,0.8789808917197452,0.050955414012738856,0.020018198362147407
17,11,global,1.0,0.8535564853556485,0.03765690376569038,0.014644351464435146
17,12,global,0.9733333333333334,0.8201892744479495,0.06729758149316509,0.029442691903259727
17,13,global,1.0,0.8383060635226179,0.0519730510105871,0.02021174205967276
17,14,global,1.0,0.8756855575868373,0.0712979890310786,0.025594149908592323
17,15,global,1.0,0.873534338358459,0.048576214405360134,0.022613065326633167
17,16,global,0.9733333333333334,0.8177613320999075,0.056429232192414434,0.027752081406105456
17,17,global,1.0,0.9162248144220573,0.07953340402969247,0.027571580063626724
17,18,global,1.0,0.879740980573543,0.04717853839037928,0.022201665124884366
17,19,global,0.9866666666666667,0.9080659150043365,0.06331309627059845,0.026019080659150044
17,20,global,1.0,0.908820614469772,0.05550049554013875,0.019821605550049554
18,1,global,0.9866666666666667,0.8305709023941068,0.05985267034990792,0.019337016574585635
18,2,global,1.0,0.8931937172774869,0.07539267015706806,0.02617801047120419
18,3,global,0.9733333333333334,0.8526970954356846,0.04979253112033195,0.017634854771784232
18,4,global,0.96,0.8129154795821463,0.06837606837606838,0.02564102564102564
18,5,global,1.0,0.8720508166969148,0.0662431941923775,0.029945553539019964
18,6,global,0.9866666666666667,0.8346320346320346,0.05108225108225108,0.03116883116883117
